2.3588,2.4742,1.8998,2.0823,1.65,1.7454,1.5056,1.4232,1.5616,1.581
2.2503,2.2024,2.6483,1.896,1.5464,1.6629,1.6091,1.5438,1.4499,1.4776
1.9844,2.1489,1.6561,1.6672,1.4554,1.5528,1.5468,1.5341,1.3602,1.4498
1.7857,1.7436,1.7909,1.6811,1.5627,1.5097,1.6197,1.4783,1.4354,1.4556
1.4481,1.5697,1.6543,1.7218,1.4602,1.4574,1.4448,1.4243,1.2164,1.35
1.2867,1.4101,1.5837,1.3826,1.4944,1.2611,1.4926,1.3508,1.186,1.2917
0,1.3309,1.3248,1.3843,1.2783,1.1471,1.2671,1.5024,1.2056,1.1222
0,1.14,1.2536,1.4283,1.24,1.54,1.1836,1.1516,1.4321,1.2919
0,0,1.1107,1.2236,1.3899,1.2971,1.4851,1.3423,1.2222,1.2841
0,0,1.0733,1.1067,1.2136,1.1622,1.1643,1.2034,1.2086,1.1752
0,0,0,1,1.09,1.06,1.1067,1.1686,1.2729,1.205
0,0,0,0,1.19,1.1571,1.0833,1.1578,1.1619,1.1419
0,0,0,0,0,1.2267,1.2219,1.16,1.1786,1.14
0,0,0,0,0,1.09,1.065,1.2467,1.2067,1.2383
0,0,0,0,0,0,1.15,1.0667,1.0667,1.1305
0,0,0,0,0,0,0,1.0667,1.1333,1.1667
0,0,0,0,0,0,0,0,1.08,1.2833
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
