T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
15760	0.467026	0.470823	0.468125	0.469125	0.458933	0.459532	0.460132	0.467526	0.458633	0.473321	
15770	0.468125	0.468825	0.463429	0.468425	0.456735	0.456535	0.466827	0.471123	0.465328	0.476219	
15780	0.465827	0.467726	0.465627	0.468026	0.459932	0.462830	0.468625	0.471323	0.459033	0.471623	
15790	0.468325	0.468525	0.462330	0.470524	0.460532	0.461331	0.470923	0.478417	0.460731	0.472322	
15800	0.468225	0.470524	0.464728	0.467626	0.452338	0.460831	0.464129	0.473022	0.459233	0.474321	
15810	0.464428	0.464029	0.459033	0.466727	0.451239	0.463329	0.469225	0.468026	0.466427	0.474820	
15820	0.469924	0.468525	0.463929	0.463929	0.455436	0.455336	0.472722	0.469624	0.461731	0.473221	
15830	0.465228	0.465228	0.463529	0.467826	0.451938	0.459632	0.467026	0.469225	0.462530	0.475120	
15840	0.467426	0.468625	0.462930	0.467426	0.455336	0.462430	0.465927	0.467826	0.461631	0.476918	
15850	0.467926	0.466727	0.461731	0.470024	0.460532	0.459432	0.466827	0.469125	0.455735	0.465528	
15860	0.464628	0.463329	0.460132	0.469924	0.463229	0.465528	0.469325	0.467026	0.465627	0.472322	
15870	0.465128	0.463929	0.465528	0.471023	0.461831	0.460432	0.459033	0.474820	0.460432	0.474720	
15880	0.462230	0.470524	0.463329	0.471323	0.471323	0.453537	0.462330	0.468725	0.466827	0.472222	
15890	0.466627	0.471523	0.458133	0.469524	0.469824	0.466827	0.464528	0.470624	0.466427	0.474321	
15900	0.466727	0.469824	0.466827	0.478617	0.475819	0.459033	0.462230	0.466327	0.469924	0.472322	
15910	0.462730	0.470324	0.460032	0.472322	0.474321	0.463229	0.468825	0.473821	0.458433	0.471823	
15920	0.461031	0.473122	0.464728	0.478617	0.466427	0.458833	0.458733	0.468026	0.462030	0.466327	
15930	0.463030	0.467926	0.466127	0.469025	0.464828	0.461031	0.461031	0.469924	0.465827	0.475220	
15940	0.468925	0.469624	0.463129	0.475919	0.465528	0.460532	0.462330	0.467526	0.460731	0.460332	
15950	0.465727	0.462930	0.463129	0.478817	0.472722	0.465627	0.464528	0.466427	0.459033	0.467026	
15960	0.468525	0.464129	0.465428	0.474420	0.463729	0.454836	0.459532	0.466627	0.457734	0.468125	
15970	0.466627	0.462830	0.468325	0.472422	0.462330	0.462930	0.464828	0.462630	0.462930	0.469824	
15980	0.469924	0.461131	0.477318	0.477318	0.469325	0.461431	0.468725	0.466027	0.464628	0.472322	
15990	0.465328	0.457434	0.478917	0.467926	0.462130	0.460831	0.464528	0.463229	0.460532	0.469624	
16000	0.469325	0.463329	0.472922	0.473022	0.458733	0.455536	0.465128	0.461431	0.464428	0.470723	
16010	0.466327	0.462130	0.474520	0.469924	0.457034	0.459033	0.464029	0.469824	0.457234	0.477518	
16020	0.463929	0.454137	0.471523	0.471223	0.461531	0.465528	0.469624	0.466827	0.456235	0.474520	
16030	0.462730	0.453137	0.484013	0.479816	0.462930	0.463829	0.468825	0.465827	0.465328	0.467426	
16040	0.465727	0.452938	0.488909	0.472322	0.457434	0.461031	0.468825	0.464928	0.460631	0.481315	
16050	0.462030	0.458533	0.477318	0.479816	0.463229	0.458433	0.467426	0.463729	0.464828	0.474620	
16060	0.459133	0.452538	0.493805	0.477518	0.462230	0.457134	0.470424	0.459532	0.460232	0.471623	
16070	0.469424	0.460232	0.481315	0.482214	0.463929	0.460831	0.466027	0.457534	0.461131	0.469524	
16080	0.468425	0.462130	0.492206	0.482014	0.460432	0.461031	0.472722	0.456335	0.466527	0.473421	
16090	0.466127	0.460931	0.492306	0.479416	0.464329	0.456735	0.470723	0.456235	0.468325	0.477218	
16100	0.473821	0.465328	0.486411	0.479017	0.455635	0.461930	0.467226	0.458933	0.459233	0.470723	
16110	0.468425	0.462930	0.492106	0.477218	0.456635	0.459832	0.458233	0.462630	0.459333	0.474121	
16120	0.466827	0.462630	0.491207	0.477718	0.463030	0.458833	0.467526	0.460631	0.464928	0.468125	
16130	0.468925	0.464928	0.487010	0.473721	0.459333	0.456035	0.461831	0.458034	0.464329	0.474221	
16140	0.470124	0.463229	0.493205	0.472622	0.460731	0.456934	0.457434	0.458533	0.469325	0.473821	
16150	0.472422	0.465827	0.487610	0.472422	0.462130	0.454237	0.466827	0.457134	0.467426	0.472222	
16160	0.467126	0.460032	0.482314	0.471823	0.462730	0.456035	0.462930	0.467126	0.466027	0.474321	
16170	0.460631	0.451139	0.486211	0.469524	0.462330	0.457934	0.465328	0.463429	0.464828	0.476819	
16180	0.472122	0.458133	0.484512	0.475020	0.459033	0.452238	0.465927	0.461331	0.467126	0.470723	
16190	0.465028	0.455436	0.491807	0.472322	0.462030	0.463929	0.460132	0.462630	0.470024	0.475719	
16200	0.459432	0.456235	0.490707	0.479317	0.454936	0.461331	0.462130	0.457134	0.463329	0.471523	
16210	0.460532	0.454237	0.481914	0.470024	0.461631	0.459033	0.461731	0.461031	0.468425	0.481815	
16220	0.465528	0.456635	0.491707	0.474121	0.461531	0.459832	0.459732	0.453537	0.470324	0.469025	
16230	0.462230	0.451339	0.486211	0.475220	0.458133	0.463229	0.467226	0.460032	0.462130	0.471123	
16240	0.473221	0.454536	0.488209	0.476319	0.457334	0.461131	0.468525	0.462130	0.471423	0.470324	
16250	0.470324	0.459133	0.487310	0.479017	0.463030	0.460432	0.460032	0.459133	0.467926	0.468525	
16260	0.463129	0.454736	0.482014	0.475120	0.463129	0.455336	0.461831	0.462930	0.465228	0.474121	
16270	0.470324	0.461131	0.487110	0.474720	0.456035	0.459432	0.465428	0.455536	0.467826	0.475520	
16280	0.466527	0.458933	0.475919	0.475819	0.455236	0.458833	0.462130	0.462330	0.456934	0.485711	
16290	0.474620	0.463229	0.478417	0.482414	0.454436	0.458933	0.462330	0.467026	0.467826	0.477518	
16300	0.476419	0.457634	0.474720	0.477318	0.453837	0.457934	0.463629	0.457334	0.470424	0.475819	
16310	0.475520	0.463229	0.482414	0.474021	0.453437	0.459732	0.464528	0.459432	0.466827	0.473421	
16320	0.480715	0.460332	0.484812	0.473621	0.451839	0.461731	0.462330	0.464329	0.468325	0.481615	
16330	0.477818	0.463229	0.483813	0.475320	0.455436	0.454037	0.468725	0.459033	0.467226	0.471223	
16340	0.472422	0.459632	0.486611	0.472122	0.447042	0.459632	0.475120	0.459033	0.471323	0.469125	
16350	0.466227	0.458733	0.483014	0.485312	0.456835	0.454436	0.464828	0.453637	0.468625	0.476419	
16360	0.470823	0.462530	0.490308	0.477518	0.460631	0.466327	0.457034	0.463030	0.468925	0.472422	
16370	0.463329	0.461431	0.489009	0.470524	0.457334	0.458833	0.470124	0.464129	0.469325	0.470124	
16380	0.465028	0.462830	0.484412	0.475320	0.453437	0.457134	0.467326	0.458633	0.470624	0.472622	
16390	0.466027	0.451339	0.487110	0.482114	0.451239	0.449041	0.461431	0.464728	0.473821	0.472922	
16400	0.464329	0.455236	0.483014	0.477718	0.457334	0.453537	0.463729	0.461331	0.467526	0.473521	
16410	0.470224	0.452938	0.492906	0.478617	0.465627	0.454936	0.467626	0.459732	0.469025	0.469624	
16420	0.467326	0.450040	0.486711	0.487110	0.463229	0.460132	0.468425	0.461731	0.462330	0.471223	
16430	0.466027	0.449540	0.485312	0.477018	0.460931	0.457134	0.470324	0.461131	0.473921	0.468325	
16440	0.459033	0.449640	0.479616	0.477818	0.455835	0.457234	0.468125	0.460831	0.469424	0.473122	
16450	0.464628	0.445144	0.478317	0.478417	0.461331	0.452538	0.468825	0.465927	0.468725	0.474420	
16460	0.461031	0.451439	0.482114	0.481914	0.460032	0.458233	0.471823	0.467026	0.471323	0.476519	
16470	0.462130	0.451539	0.483213	0.482514	0.459832	0.463629	0.466827	0.454936	0.473721	0.477318	
16480	0.463729	0.456835	0.499201	0.479117	0.463429	0.457934	0.461930	0.453137	0.472022	0.478917	
16490	0.459133	0.459333	0.490707	0.469225	0.460132	0.464129	0.469025	0.454436	0.471623	0.470324	
16500	0.460132	0.458833	0.495204	0.482914	0.456035	0.454936	0.468425	0.453537	0.472822	0.475320	
16510	0.453637	0.456735	0.494404	0.479017	0.460731	0.456835	0.470524	0.451039	0.466727	0.471623	
16520	0.456735	0.465028	0.488409	0.483114	0.460532	0.456435	0.467626	0.450739	0.469424	0.477118	
16530	0.455735	0.453937	0.487010	0.474021	0.455536	0.457134	0.467226	0.453637	0.466926	0.479117	
16540	0.458233	0.463329	0.494704	0.484612	0.453337	0.463429	0.465627	0.451938	0.466627	0.477518	
16550	0.457634	0.464928	0.487510	0.486711	0.449640	0.464229	0.467626	0.455536	0.468225	0.473421	
16560	0.451039	0.464828	0.494904	0.488809	0.455236	0.460532	0.472722	0.455136	0.469824	0.479516	
16570	0.449940	0.468725	0.488110	0.486411	0.453237	0.462030	0.466427	0.454536	0.469225	0.484213	
16580	0.448042	0.463129	0.482314	0.494005	0.453737	0.458233	0.467426	0.454836	0.460332	0.477818	
16590	0.454037	0.467226	0.485112	0.483913	0.449341	0.452538	0.470224	0.456735	0.466926	0.480715	
16600	0.460532	0.459233	0.489908	0.494804	0.460032	0.459632	0.468625	0.455136	0.466727	0.482814	
16610	0.455036	0.461831	0.488110	0.490008	0.456835	0.460132	0.468525	0.459133	0.466227	0.483913	
16620	0.454436	0.454536	0.489708	0.478617	0.457734	0.462430	0.462730	0.453337	0.473421	0.484113	
16630	0.456435	0.455136	0.490707	0.483713	0.453637	0.456635	0.466727	0.455336	0.464728	0.485112	
16640	0.455835	0.462830	0.490208	0.473521	0.459033	0.450140	0.460132	0.453737	0.466227	0.479616	
16650	0.454137	0.453637	0.490707	0.478417	0.457434	0.456535	0.471023	0.453737	0.463629	0.486910	
16660	0.457634	0.452638	0.493305	0.486311	0.467226	0.454237	0.469524	0.454037	0.464728	0.484113	
16670	0.454037	0.452638	0.488409	0.487710	0.463129	0.452738	0.466327	0.456235	0.469924	0.483513	
16680	0.454636	0.456335	0.490008	0.482014	0.463929	0.458633	0.465228	0.454436	0.472522	0.482914	
16690	0.457434	0.461131	0.490208	0.479916	0.455336	0.460232	0.469424	0.454836	0.471423	0.480715	
16700	0.458633	0.466627	0.476819	0.485612	0.457534	0.462730	0.469225	0.459033	0.468026	0.485212	
16710	0.460831	0.461031	0.482714	0.479017	0.464329	0.456035	0.457134	0.459033	0.466827	0.483913	
16720	0.460731	0.465927	0.488709	0.479317	0.460532	0.452838	0.465428	0.463929	0.476419	0.484712	
16730	0.462230	0.462730	0.481914	0.480316	0.461731	0.452838	0.459532	0.462230	0.466327	0.482314	
16740	0.458433	0.469824	0.491607	0.485711	0.459033	0.449440	0.460432	0.461231	0.473921	0.485112	
16750	0.462630	0.462130	0.486611	0.475919	0.461831	0.454137	0.466227	0.460232	0.475520	0.481215	
16760	0.464229	0.465827	0.478417	0.481515	0.458833	0.447942	0.463929	0.458833	0.468825	0.480715	
16770	0.464928	0.461831	0.488209	0.475120	0.466427	0.452138	0.466926	0.455835	0.470624	0.477818	
16780	0.462330	0.467226	0.487510	0.476019	0.455036	0.451039	0.464329	0.458633	0.466427	0.473721	
16790	0.464628	0.466327	0.485711	0.475420	0.452138	0.448241	0.467626	0.457834	0.469724	0.481315	
16800	0.463629	0.467826	0.490608	0.473022	0.462630	0.458133	0.474620	0.451639	0.467426	0.477818	
16810	0.462430	0.463229	0.487210	0.480316	0.457434	0.451039	0.464728	0.454636	0.468525	0.474720	
16820	0.464129	0.467526	0.486511	0.470324	0.460532	0.455935	0.468325	0.459333	0.467326	0.480516	
16830	0.458633	0.465228	0.492406	0.478018	0.464828	0.452038	0.459432	0.455935	0.466527	0.482314	
16840	0.459333	0.468725	0.488809	0.472722	0.460831	0.446942	0.465428	0.456535	0.471523	0.484213	
16850	0.460032	0.472522	0.490508	0.473721	0.452438	0.457834	0.460132	0.457534	0.469025	0.490807	
16860	0.464229	0.467426	0.487510	0.470723	0.456934	0.456235	0.465528	0.459832	0.477418	0.494105	
16870	0.465228	0.466727	0.489808	0.473521	0.458533	0.453237	0.463030	0.458133	0.468725	0.493305	
16880	0.463829	0.465228	0.491507	0.472522	0.459233	0.455236	0.467026	0.454237	0.470524	0.482914	
16890	0.470124	0.468125	0.488409	0.472222	0.455336	0.452238	0.472622	0.458733	0.471123	0.483213	
16900	0.467526	0.467426	0.482514	0.470124	0.457634	0.459932	0.466727	0.457434	0.464528	0.480715	
16910	0.469424	0.465128	0.485512	0.466227	0.461531	0.461431	0.460631	0.456035	0.462530	0.479117	
16920	0.472622	0.471723	0.485911	0.472522	0.461131	0.458733	0.460232	0.458533	0.464129	0.483313	
16930	0.473521	0.467526	0.485312	0.468625	0.457334	0.463129	0.466227	0.455835	0.464928	0.486910	
16940	0.472322	0.471223	0.485911	0.472422	0.454636	0.462030	0.466527	0.460532	0.462930	0.486011	
16950	0.471323	0.461930	0.484512	0.474221	0.458533	0.469325	0.463629	0.458633	0.462130	0.488010	
16960	0.466227	0.457934	0.484113	0.470823	0.458133	0.459432	0.459532	0.458833	0.464329	0.482914	
16970	0.462630	0.472122	0.479716	0.468725	0.457934	0.457034	0.459832	0.454436	0.470424	0.483413	
16980	0.461831	0.472422	0.485911	0.474420	0.460232	0.454836	0.448541	0.456235	0.466926	0.488309	
16990	0.463229	0.465727	0.486211	0.468825	0.459133	0.463229	0.448941	0.455935	0.471123	0.489608	
17000	0.470823	0.465727	0.483813	0.468525	0.454337	0.463229	0.448341	0.455536	0.479516	0.485012	
17010	0.467526	0.463329	0.481415	0.473022	0.456035	0.461331	0.450340	0.458133	0.469325	0.481914	
17020	0.470624	0.462430	0.484912	0.473321	0.450040	0.463829	0.445843	0.454436	0.470024	0.478517	
17030	0.471623	0.470823	0.479117	0.470624	0.452538	0.456035	0.447942	0.457734	0.469424	0.477218	
17040	0.472822	0.469724	0.488909	0.477118	0.455336	0.457334	0.447242	0.448841	0.478018	0.471623	
17050	0.472122	0.471323	0.490108	0.474121	0.449341	0.456035	0.448141	0.455136	0.471223	0.471423	
17060	0.471423	0.469325	0.495104	0.475919	0.449141	0.461631	0.454137	0.454936	0.486811	0.467226	
17070	0.485112	0.470424	0.485612	0.478317	0.456135	0.460731	0.462630	0.457534	0.481015	0.470324	
17080	0.480516	0.470723	0.489309	0.474221	0.454936	0.465827	0.461031	0.451439	0.476719	0.471423	
17090	0.481715	0.465627	0.484113	0.480116	0.451739	0.460631	0.462830	0.450240	0.478517	0.472222	
17100	0.475620	0.469424	0.491906	0.473122	0.451539	0.454237	0.467926	0.452538	0.476019	0.468925	
17110	0.474420	0.472222	0.485212	0.468825	0.452538	0.461631	0.459133	0.457334	0.474420	0.460232	
17120	0.474620	0.465428	0.485312	0.479117	0.451639	0.458233	0.463030	0.457034	0.476819	0.466727	
17130	0.477618	0.472722	0.491707	0.472422	0.453737	0.458633	0.465428	0.452338	0.470024	0.477118	
17140	0.481715	0.470424	0.486211	0.479916	0.452738	0.465328	0.454636	0.457034	0.476119	0.475620	
17150	0.484013	0.470224	0.486811	0.470823	0.453937	0.460931	0.459532	0.453038	0.469624	0.472222	
17160	0.487110	0.468725	0.485112	0.471023	0.449840	0.470624	0.449940	0.451539	0.474221	0.465428	
17170	0.478617	0.470024	0.486111	0.472922	0.451539	0.459732	0.464229	0.450240	0.471423	0.467626	
17180	0.482514	0.469325	0.491707	0.477218	0.450939	0.459432	0.460931	0.448841	0.475620	0.460232	
17190	0.480516	0.466527	0.479916	0.474520	0.446043	0.460831	0.453637	0.451739	0.479317	0.467426	
17200	0.483513	0.466027	0.480116	0.471023	0.454736	0.458633	0.462830	0.451639	0.474221	0.463629	
17210	0.485711	0.468325	0.477618	0.471023	0.456135	0.462630	0.458533	0.453437	0.475819	0.466427	
17220	0.482414	0.464828	0.478517	0.476019	0.449540	0.462530	0.456535	0.455236	0.473921	0.464129	
17230	0.485911	0.465328	0.488110	0.469424	0.452238	0.457734	0.455635	0.453937	0.465228	0.462330	
17240	0.484912	0.464329	0.486211	0.475320	0.449141	0.461930	0.453937	0.464828	0.470324	0.460532	
17250	0.489209	0.464229	0.484113	0.476219	0.454337	0.462030	0.457534	0.451439	0.470024	0.465827	
17260	0.480616	0.469125	0.483114	0.475020	0.459732	0.462130	0.452338	0.458233	0.475719	0.470823	
17270	0.484113	0.468525	0.482514	0.473421	0.458833	0.460731	0.451639	0.454736	0.471123	0.481715	
17280	0.485911	0.467726	0.487510	0.477918	0.451739	0.463229	0.455735	0.460831	0.471823	0.470823	
17290	0.483813	0.472822	0.483913	0.474221	0.458133	0.456135	0.454137	0.461031	0.470324	0.469624	
17300	0.481215	0.472022	0.484213	0.473122	0.452038	0.461831	0.456135	0.452538	0.469624	0.477418	
17310	0.483014	0.475220	0.492706	0.473721	0.456135	0.465727	0.453637	0.451839	0.472322	0.473022	
17320	0.482114	0.474620	0.484313	0.477218	0.447542	0.466627	0.452338	0.460032	0.466027	0.472922	
17330	0.478617	0.476719	0.480715	0.469225	0.448441	0.461031	0.459033	0.454636	0.469624	0.469924	
17340	0.484712	0.470723	0.485911	0.463929	0.450639	0.455436	0.450739	0.453537	0.468325	0.473122	
17350	0.482914	0.470524	0.483713	0.468725	0.452538	0.457534	0.455136	0.457034	0.467826	0.474720	
17360	0.485711	0.479616	0.485112	0.466127	0.455436	0.461531	0.445044	0.461331	0.472022	0.473122	
17370	0.484712	0.473921	0.484213	0.476918	0.452038	0.463629	0.456934	0.452238	0.466627	0.467526	
17380	0.484612	0.476819	0.484213	0.473321	0.453237	0.464828	0.461731	0.454237	0.466227	0.469724	
17390	0.484512	0.479117	0.481615	0.467026	0.457434	0.462830	0.454536	0.452638	0.469025	0.475520	
17400	0.483813	0.474321	0.497302	0.476619	0.458133	0.465328	0.461131	0.455935	0.473122	0.468625	
17410	0.484013	0.471623	0.487210	0.471123	0.452038	0.455236	0.457134	0.452738	0.468525	0.472622	
17420	0.482814	0.467726	0.488809	0.468825	0.455436	0.465927	0.462430	0.446143	0.467926	0.475520	
17430	0.486311	0.471223	0.487110	0.465927	0.451938	0.460332	0.464728	0.458433	0.470224	0.473221	
17440	0.487010	0.478018	0.483114	0.467826	0.455536	0.468925	0.455835	0.460132	0.471623	0.481715	
17450	0.488509	0.474321	0.486611	0.467026	0.454936	0.457834	0.457834	0.454337	0.472122	0.477318	
17460	0.476619	0.471123	0.486611	0.464828	0.449740	0.457534	0.459632	0.449740	0.470923	0.481715	
17470	0.478617	0.466827	0.486811	0.463429	0.452638	0.465827	0.453237	0.455336	0.472222	0.475420	
17480	0.478517	0.470624	0.485312	0.467026	0.447342	0.457434	0.454436	0.454836	0.474021	0.473221	
17490	0.481715	0.473321	0.484812	0.471123	0.450639	0.472222	0.452738	0.456235	0.473022	0.478617	
17500	0.481715	0.475919	0.489608	0.466527	0.455735	0.461431	0.462730	0.455635	0.476019	0.475919	
17510	0.485911	0.468425	0.483413	0.469125	0.458133	0.461131	0.457134	0.452938	0.477918	0.479416	
17520	0.484313	0.476219	0.481115	0.469524	0.457434	0.464728	0.454536	0.453837	0.474221	0.470024	
17530	0.487910	0.470324	0.483313	0.464329	0.449540	0.465927	0.458333	0.453038	0.472822	0.472922	
17540	0.480016	0.468825	0.481515	0.460032	0.456135	0.463129	0.455835	0.458034	0.474720	0.473122	
17550	0.479516	0.467726	0.480715	0.457534	0.448241	0.464229	0.462930	0.454436	0.475220	0.472322	
17560	0.483213	0.462930	0.486211	0.463729	0.456135	0.459033	0.456435	0.443245	0.468525	0.471123	
17570	0.479716	0.463529	0.487410	0.469624	0.447442	0.456235	0.457634	0.447842	0.473621	0.474221	
17580	0.482414	0.465428	0.481914	0.462830	0.449840	0.466926	0.453837	0.449840	0.472922	0.476019	
17590	0.482214	0.467626	0.483713	0.460332	0.456435	0.461231	0.455336	0.455635	0.463829	0.475020	
17600	0.484612	0.464828	0.484213	0.474021	0.454137	0.452538	0.462930	0.451239	0.469924	0.473921	
17610	0.483413	0.469824	0.475220	0.467326	0.458633	0.457334	0.456135	0.451339	0.456835	0.477118	
17620	0.482014	0.470424	0.478118	0.465727	0.458034	0.456435	0.462330	0.452438	0.458333	0.474121	
17630	0.483313	0.463729	0.483114	0.464129	0.458034	0.461831	0.456335	0.456735	0.465328	0.473221	
17640	0.481515	0.465428	0.480116	0.459532	0.453337	0.456835	0.460232	0.448741	0.468925	0.468525	
17650	0.483014	0.471623	0.474820	0.458933	0.457634	0.454436	0.462530	0.455336	0.469225	0.475120	
17660	0.475420	0.465028	0.476619	0.458133	0.449041	0.459932	0.462430	0.450440	0.471523	0.467826	
17670	0.485312	0.475320	0.473621	0.459632	0.457934	0.456735	0.461731	0.455336	0.474321	0.476419	
17680	0.484313	0.471723	0.475919	0.471823	0.453537	0.462730	0.454836	0.455635	0.473521	0.477418	
17690	0.481015	0.465927	0.476119	0.456135	0.452738	0.460432	0.459632	0.457534	0.466227	0.474420	
17700	0.492606	0.467226	0.477718	0.456335	0.456535	0.459432	0.458133	0.456135	0.468725	0.473621	
17710	0.489608	0.474620	0.476219	0.449740	0.458933	0.461231	0.462530	0.456735	0.473221	0.472822	
17720	0.485012	0.464528	0.478417	0.452638	0.453237	0.462130	0.458633	0.457034	0.471223	0.470823	
17730	0.488509	0.467826	0.483114	0.451239	0.450839	0.463129	0.462030	0.452738	0.470923	0.472222	
17740	0.489808	0.465827	0.473421	0.459333	0.450340	0.465727	0.460432	0.451539	0.470324	0.471223	
17750	0.488609	0.466427	0.479416	0.459133	0.454936	0.457134	0.460032	0.448541	0.469325	0.478517	
17760	0.485012	0.460831	0.463829	0.461431	0.452338	0.456035	0.460332	0.458034	0.471323	0.480016	
17770	0.484013	0.460132	0.471123	0.447542	0.448042	0.462830	0.457134	0.449940	0.469824	0.475620	
17780	0.485212	0.462930	0.461930	0.458433	0.456835	0.463229	0.458533	0.451039	0.469824	0.476119	
17790	0.486111	0.463030	0.463929	0.455635	0.449640	0.463529	0.461331	0.449341	0.477318	0.469524	
17800	0.487510	0.461731	0.466827	0.455336	0.454037	0.457234	0.458333	0.456535	0.466027	0.476519	
17810	0.483413	0.464528	0.465428	0.456435	0.452938	0.457334	0.457034	0.452138	0.470624	0.470624	
17820	0.485212	0.466427	0.469025	0.456835	0.453937	0.459133	0.464428	0.455336	0.473122	0.471523	
17830	0.484313	0.458833	0.461431	0.458233	0.456735	0.465128	0.464329	0.452038	0.478917	0.476719	
17840	0.480616	0.459732	0.467426	0.457434	0.455635	0.459632	0.462330	0.452338	0.474620	0.473521	
17850	0.479117	0.462930	0.466327	0.456535	0.450739	0.462930	0.463129	0.456135	0.476918	0.472922	
17860	0.480416	0.462230	0.470923	0.462230	0.451739	0.459033	0.459532	0.452338	0.470723	0.476119	
17870	0.476319	0.466027	0.470324	0.456934	0.448741	0.462630	0.466027	0.452838	0.475120	0.474221	
17880	0.482114	0.468925	0.478018	0.459333	0.450240	0.459333	0.464828	0.457234	0.479616	0.473621	
17890	0.479416	0.469424	0.467926	0.454536	0.451539	0.460032	0.465128	0.456035	0.482114	0.478417	
17900	0.473521	0.466727	0.476619	0.458633	0.446843	0.463329	0.461031	0.449640	0.483913	0.474121	
17910	0.472922	0.471823	0.468425	0.457034	0.444844	0.464528	0.460532	0.453937	0.489009	0.477118	
17920	0.475719	0.467426	0.473022	0.458133	0.446143	0.464029	0.466727	0.454436	0.481615	0.480016	
17930	0.475819	0.470024	0.475520	0.460032	0.450540	0.458733	0.461930	0.453637	0.471623	0.470723	
17940	0.474720	0.470224	0.472922	0.459333	0.453737	0.468725	0.457334	0.455635	0.473521	0.475020	
17950	0.472022	0.464928	0.476219	0.460232	0.453137	0.465228	0.464029	0.452538	0.473022	0.475020	
17960	0.478617	0.463829	0.484512	0.460332	0.452238	0.458633	0.462730	0.452938	0.475420	0.469424	
17970	0.484313	0.467826	0.485012	0.462830	0.450939	0.460232	0.461631	0.454237	0.462830	0.468425	
17980	0.479916	0.470723	0.483413	0.455735	0.453637	0.468125	0.456934	0.449640	0.467826	0.474221	
17990	0.480516	0.465228	0.478018	0.459432	0.453637	0.461331	0.462330	0.453837	0.468525	0.470324	
18000	0.479816	0.469325	0.481315	0.467426	0.444045	0.463929	0.463129	0.453737	0.472022	0.467526	
18010	0.478817	0.463429	0.477618	0.462330	0.456635	0.458433	0.460931	0.456435	0.467926	0.462230	
18020	0.478817	0.465228	0.480016	0.453537	0.451739	0.463329	0.469924	0.456934	0.470324	0.463529	
18030	0.484412	0.463229	0.482614	0.453537	0.452138	0.461831	0.462430	0.455436	0.471223	0.469624	
18040	0.478217	0.458233	0.477318	0.458733	0.454836	0.458233	0.459033	0.455635	0.473221	0.468225	
18050	0.475520	0.457834	0.480416	0.461331	0.450639	0.455036	0.459732	0.452438	0.468325	0.466926	
18060	0.467826	0.458333	0.469724	0.454536	0.457534	0.458433	0.458433	0.460332	0.473921	0.469025	
18070	0.474321	0.458333	0.476819	0.458633	0.456835	0.461131	0.453637	0.460731	0.472322	0.467126	
18080	0.472422	0.456235	0.480316	0.460432	0.457334	0.455336	0.459732	0.461131	0.462230	0.468725	
18090	0.469824	0.465428	0.473521	0.462430	0.455336	0.448241	0.461031	0.453437	0.473921	0.469225	
18100	0.476719	0.461631	0.477918	0.457834	0.450639	0.447642	0.464928	0.461631	0.471323	0.478917	
18110	0.469524	0.463429	0.475919	0.459832	0.454137	0.450939	0.463030	0.458533	0.479217	0.474321	
18120	0.475120	0.467026	0.471323	0.458034	0.455735	0.456435	0.464628	0.455735	0.476819	0.481715	
18130	0.482114	0.460132	0.465927	0.460032	0.453437	0.447242	0.463629	0.459233	0.476519	0.480416	
18140	0.487710	0.462730	0.470224	0.458633	0.457134	0.455436	0.472322	0.453837	0.470923	0.470723	
18150	0.481015	0.455436	0.476019	0.451739	0.454536	0.450639	0.471223	0.453038	0.477418	0.477918	
18160	0.480715	0.462330	0.477318	0.461831	0.453237	0.449640	0.467926	0.452038	0.470723	0.474221	
18170	0.473421	0.463729	0.472822	0.461731	0.450639	0.449141	0.476619	0.450739	0.472022	0.467326	
18180	0.471623	0.461831	0.473521	0.456835	0.454137	0.451339	0.468525	0.456835	0.479716	0.469424	
18190	0.470823	0.460931	0.469524	0.452538	0.453337	0.449840	0.472422	0.454536	0.476219	0.473221	
18200	0.469325	0.467026	0.473821	0.466727	0.453337	0.448441	0.477318	0.449840	0.469125	0.474021	
18210	0.479616	0.453637	0.469724	0.465727	0.452838	0.446843	0.473321	0.454237	0.473221	0.474021	
18220	0.474620	0.456934	0.477018	0.460831	0.454636	0.449041	0.469924	0.453137	0.481615	0.476119	
18230	0.470324	0.461930	0.476819	0.462230	0.448042	0.452038	0.473321	0.454536	0.487510	0.475719	
18240	0.467126	0.461531	0.474420	0.462930	0.454337	0.452438	0.460631	0.456235	0.480316	0.466727	
18250	0.474920	0.470224	0.480016	0.460432	0.454337	0.448441	0.468325	0.455136	0.486811	0.469724	
18260	0.479317	0.464029	0.471423	0.461131	0.453437	0.443745	0.467326	0.457134	0.485612	0.474620	
18270	0.476819	0.471223	0.473022	0.460631	0.455835	0.442246	0.460532	0.455136	0.483613	0.470224	
18280	0.479117	0.466727	0.474221	0.462730	0.448841	0.440248	0.473321	0.459033	0.486411	0.476219	
18290	0.476619	0.467826	0.470723	0.460831	0.453038	0.449141	0.467026	0.459133	0.484712	0.474221	
18300	0.471623	0.460931	0.473221	0.456934	0.451938	0.446343	0.466527	0.457834	0.489009	0.468825	
18310	0.475420	0.458034	0.469824	0.450540	0.453637	0.449940	0.464129	0.459932	0.485512	0.474021	
18320	0.480815	0.459133	0.474720	0.457734	0.453937	0.453537	0.465228	0.461331	0.483913	0.471623	
18330	0.475420	0.456735	0.470723	0.456635	0.453837	0.450939	0.465827	0.463729	0.486511	0.469924	
