T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
7600	0.452338	0.475620	0.428857	0.469824	0.469824	0.467326	0.456735	0.470923	0.446543	0.481715	
7610	0.463329	0.475819	0.426659	0.477118	0.475220	0.468725	0.457934	0.469125	0.443645	0.476219	
7620	0.459532	0.469225	0.431055	0.468925	0.479916	0.468225	0.463429	0.467526	0.450939	0.473621	
7630	0.455036	0.473721	0.432054	0.473521	0.484213	0.465627	0.460332	0.471223	0.446643	0.480915	
7640	0.460532	0.479716	0.429856	0.472222	0.477518	0.471023	0.464329	0.463030	0.445044	0.481615	
7650	0.467326	0.475919	0.430356	0.472222	0.485312	0.470024	0.461231	0.467126	0.444644	0.484113	
7660	0.468625	0.480616	0.431055	0.470923	0.483713	0.472922	0.459632	0.459732	0.438349	0.478917	
7670	0.463329	0.467026	0.434353	0.476019	0.480915	0.470224	0.463429	0.460831	0.444245	0.465827	
7680	0.463329	0.473221	0.426159	0.471023	0.480316	0.472822	0.467726	0.465627	0.444844	0.475420	
7690	0.467626	0.473921	0.429956	0.473721	0.482814	0.466227	0.466727	0.458233	0.446343	0.469624	
7700	0.465627	0.468125	0.433054	0.471922	0.477618	0.470024	0.467526	0.460232	0.443046	0.479916	
7710	0.461031	0.475819	0.429057	0.479217	0.487710	0.465228	0.470624	0.463030	0.441847	0.478018	
7720	0.460831	0.466027	0.428557	0.468625	0.478917	0.473921	0.461331	0.459233	0.439448	0.476918	
7730	0.464928	0.474620	0.434552	0.475220	0.478018	0.472422	0.467026	0.458133	0.437750	0.469325	
7740	0.456235	0.470424	0.428757	0.480016	0.470723	0.468925	0.473621	0.462930	0.440548	0.473221	
7750	0.459532	0.470024	0.431555	0.472922	0.475620	0.469325	0.473921	0.467626	0.441247	0.470823	
7760	0.459333	0.470424	0.432654	0.469325	0.475719	0.473921	0.469424	0.461631	0.440947	0.474121	
7770	0.464828	0.467626	0.435452	0.474720	0.484412	0.472022	0.470124	0.466027	0.438749	0.466127	
7780	0.455935	0.475620	0.431255	0.462030	0.477818	0.472222	0.472922	0.461131	0.437950	0.469824	
7790	0.461131	0.465428	0.438749	0.469325	0.474920	0.464728	0.478118	0.464628	0.439448	0.477218	
7800	0.461831	0.464329	0.434452	0.471423	0.472322	0.471023	0.473921	0.455436	0.438249	0.474121	
7810	0.462330	0.468825	0.435851	0.472922	0.472722	0.474920	0.463129	0.456835	0.438349	0.465328	
7820	0.457734	0.468725	0.435751	0.467426	0.477818	0.476319	0.470424	0.450739	0.437150	0.472922	
7830	0.465428	0.472322	0.442846	0.473122	0.486311	0.472522	0.468325	0.458433	0.428058	0.468825	
7840	0.466926	0.468026	0.442546	0.468625	0.477318	0.468725	0.468026	0.460032	0.430955	0.477018	
7850	0.465528	0.468625	0.441247	0.467926	0.484712	0.466127	0.467126	0.452638	0.427958	0.471523	
7860	0.462530	0.468026	0.440348	0.465428	0.481815	0.469824	0.468825	0.452638	0.428657	0.477718	
7870	0.465827	0.466926	0.437750	0.470524	0.487310	0.470823	0.472122	0.455336	0.431055	0.477018	
7880	0.465128	0.467926	0.433253	0.465528	0.477318	0.467526	0.467726	0.447942	0.433453	0.476119	
7890	0.463829	0.469524	0.435452	0.472722	0.478317	0.473022	0.471223	0.450140	0.433453	0.476519	
7900	0.463329	0.466227	0.436851	0.468325	0.475719	0.467026	0.469025	0.455436	0.430156	0.475919	
7910	0.461631	0.466227	0.433453	0.473921	0.476119	0.471723	0.470923	0.460332	0.426958	0.468325	
7920	0.463729	0.467526	0.440548	0.473721	0.476918	0.464329	0.466227	0.458833	0.432754	0.472522	
7930	0.469824	0.469225	0.439049	0.472422	0.473221	0.467526	0.469924	0.465627	0.437250	0.471123	
7940	0.464229	0.461831	0.438949	0.469724	0.476819	0.462630	0.466527	0.460432	0.436451	0.467426	
7950	0.465428	0.466727	0.443845	0.474420	0.477518	0.463229	0.471823	0.464728	0.439149	0.473921	
7960	0.466727	0.468525	0.436151	0.465128	0.479217	0.464428	0.475620	0.466327	0.438349	0.467226	
7970	0.468725	0.464628	0.440647	0.471123	0.480616	0.465228	0.465428	0.469924	0.444744	0.468825	
7980	0.463929	0.468325	0.442146	0.465827	0.476119	0.468925	0.468026	0.466627	0.452138	0.474321	
7990	0.464828	0.462130	0.438449	0.467826	0.475719	0.467626	0.467026	0.466727	0.446343	0.463329	
8000	0.464029	0.465627	0.436651	0.472122	0.471723	0.470723	0.464129	0.474920	0.449740	0.469524	
8010	0.464229	0.467126	0.438149	0.468525	0.480216	0.470424	0.472722	0.467426	0.441946	0.468325	
8020	0.460631	0.460731	0.436151	0.476918	0.474221	0.475620	0.468425	0.476119	0.451739	0.472222	
8030	0.469524	0.461631	0.438449	0.474021	0.472522	0.471323	0.473221	0.470524	0.453038	0.475620	
8040	0.464329	0.469125	0.441847	0.475620	0.476419	0.463729	0.473122	0.473122	0.452238	0.474920	
8050	0.463829	0.465727	0.429556	0.472122	0.473221	0.464428	0.484512	0.469824	0.449640	0.473921	
8060	0.468425	0.464329	0.433553	0.479416	0.477718	0.464528	0.481315	0.466427	0.449840	0.480116	
8070	0.461831	0.466327	0.438849	0.473221	0.473421	0.459732	0.476519	0.475220	0.461331	0.465228	
8080	0.463929	0.468325	0.442246	0.475420	0.481215	0.467326	0.473221	0.476819	0.456435	0.464329	
8090	0.463529	0.464129	0.437750	0.483014	0.484912	0.471922	0.471523	0.475120	0.462230	0.459732	
8100	0.467726	0.461930	0.436751	0.478817	0.479516	0.465927	0.470624	0.469624	0.463629	0.463129	
8110	0.465228	0.462430	0.437650	0.479117	0.489309	0.460731	0.480416	0.473221	0.464828	0.465727	
8120	0.462430	0.459932	0.433753	0.480715	0.490008	0.463329	0.467426	0.471823	0.475520	0.458633	
8130	0.458533	0.461431	0.432354	0.485911	0.475819	0.466926	0.465328	0.477818	0.465028	0.460332	
8140	0.459033	0.453737	0.433953	0.482514	0.480016	0.463129	0.468026	0.481615	0.472622	0.468125	
8150	0.461031	0.462930	0.434452	0.486411	0.486211	0.467526	0.469824	0.476519	0.473321	0.462030	
8160	0.461431	0.458833	0.432354	0.487810	0.479616	0.469824	0.465228	0.475819	0.469924	0.460332	
8170	0.458933	0.459333	0.439049	0.476519	0.480715	0.470324	0.466227	0.473921	0.477818	0.465028	
8180	0.464329	0.460931	0.438549	0.481215	0.482214	0.473321	0.464428	0.479516	0.470524	0.460232	
8190	0.466627	0.460132	0.432254	0.484113	0.470723	0.466327	0.465927	0.472922	0.469924	0.458333	
8200	0.466827	0.463829	0.433553	0.480715	0.480116	0.470124	0.465528	0.477018	0.483014	0.453837	
8210	0.469424	0.458733	0.435252	0.482014	0.479217	0.467926	0.465328	0.473221	0.482514	0.459033	
8220	0.466727	0.461231	0.438050	0.476019	0.475020	0.468225	0.470524	0.482914	0.484113	0.457234	
8230	0.458433	0.466227	0.433653	0.475020	0.486611	0.467826	0.472522	0.475420	0.479317	0.459133	
8240	0.455935	0.455935	0.436451	0.474121	0.475120	0.473122	0.467726	0.464828	0.477818	0.456435	
8250	0.458433	0.464728	0.430655	0.476619	0.477618	0.467426	0.462530	0.477618	0.475320	0.462030	
8260	0.456335	0.466327	0.435352	0.481015	0.478517	0.469424	0.470624	0.475819	0.474820	0.459832	
8270	0.451439	0.463729	0.432754	0.480116	0.480516	0.467226	0.469524	0.477118	0.483313	0.458433	
8280	0.449440	0.459932	0.426759	0.476819	0.477318	0.468525	0.464728	0.476219	0.478317	0.451339	
8290	0.453437	0.458633	0.430855	0.487710	0.476419	0.473921	0.463729	0.474021	0.480815	0.457034	
8300	0.449740	0.460032	0.430456	0.481515	0.482814	0.465428	0.468625	0.469424	0.483913	0.451839	
8310	0.449241	0.459333	0.435152	0.479117	0.480815	0.474720	0.468525	0.472622	0.476019	0.456035	
8320	0.449940	0.458633	0.426559	0.479616	0.468425	0.465927	0.464029	0.461231	0.477218	0.460831	
8330	0.449341	0.461231	0.431755	0.478917	0.468925	0.471723	0.471423	0.471423	0.473921	0.459632	
8340	0.448641	0.462830	0.433253	0.489309	0.475020	0.467826	0.461731	0.472522	0.474720	0.456934	
8350	0.445044	0.466227	0.434153	0.483213	0.466327	0.471423	0.464528	0.467826	0.478917	0.455436	
8360	0.439848	0.466827	0.441047	0.488110	0.467826	0.471922	0.468026	0.473221	0.477118	0.458333	
8370	0.445544	0.462130	0.441946	0.489209	0.469325	0.468825	0.469125	0.473421	0.475220	0.458533	
8380	0.444744	0.464029	0.432654	0.488709	0.468026	0.465827	0.467226	0.467426	0.477618	0.461731	
8390	0.447542	0.466727	0.437650	0.482814	0.474420	0.472822	0.461631	0.466926	0.478317	0.463429	
8400	0.443445	0.463129	0.437650	0.483913	0.471623	0.470723	0.472422	0.467226	0.477118	0.454536	
8410	0.451339	0.457534	0.439648	0.477818	0.468026	0.475420	0.469924	0.466527	0.473821	0.464229	
8420	0.452638	0.466926	0.435751	0.480116	0.467126	0.472622	0.469824	0.470024	0.468925	0.456635	
8430	0.452138	0.467626	0.434153	0.477918	0.465228	0.468325	0.465927	0.472922	0.470224	0.463329	
8440	0.443245	0.469025	0.437850	0.483813	0.467926	0.472322	0.472822	0.465328	0.469724	0.464428	
8450	0.450839	0.466427	0.435452	0.475220	0.468425	0.472422	0.464728	0.468825	0.473321	0.470524	
8460	0.449940	0.464129	0.438449	0.479117	0.467026	0.466827	0.463229	0.468825	0.484412	0.463629	
8470	0.458233	0.465627	0.432754	0.471823	0.467526	0.471823	0.460432	0.463529	0.478917	0.467126	
8480	0.449640	0.464428	0.437450	0.479916	0.472022	0.469924	0.461331	0.472422	0.469924	0.471922	
8490	0.448341	0.460032	0.435651	0.478217	0.469924	0.472722	0.471423	0.474021	0.477518	0.465528	
8500	0.449840	0.465128	0.438549	0.483713	0.469924	0.465827	0.463429	0.473321	0.472922	0.461031	
8510	0.455136	0.463429	0.438449	0.483114	0.463030	0.473022	0.466127	0.476419	0.477818	0.458333	
8520	0.451839	0.461631	0.437550	0.480616	0.472722	0.468425	0.465528	0.471423	0.474121	0.461531	
8530	0.450739	0.456835	0.435452	0.478817	0.462230	0.477618	0.467526	0.473221	0.470624	0.461331	
8540	0.447042	0.456435	0.427358	0.487310	0.474321	0.471922	0.463929	0.467926	0.479616	0.462930	
8550	0.448741	0.458533	0.433353	0.490907	0.467826	0.473022	0.462230	0.474820	0.477118	0.463329	
8560	0.447942	0.455036	0.435851	0.488209	0.467226	0.474720	0.467226	0.468225	0.475020	0.463329	
8570	0.444744	0.457134	0.433153	0.493405	0.466327	0.477718	0.466827	0.466227	0.480715	0.459432	
8580	0.443545	0.457234	0.434952	0.489408	0.464229	0.475819	0.464828	0.472322	0.471223	0.466627	
8590	0.450639	0.464928	0.437450	0.485911	0.468125	0.470124	0.470923	0.470524	0.477018	0.465328	
8600	0.449241	0.462130	0.439648	0.493305	0.464628	0.477118	0.464528	0.472522	0.471623	0.467726	
8610	0.444644	0.458933	0.440448	0.490408	0.466926	0.470324	0.469424	0.468225	0.472422	0.464828	
8620	0.443445	0.464029	0.435352	0.486711	0.458233	0.478417	0.474420	0.473221	0.482214	0.462430	
8630	0.448141	0.465528	0.436051	0.491207	0.466827	0.476719	0.471123	0.470024	0.479516	0.464428	
8640	0.439748	0.465228	0.441447	0.493505	0.464229	0.474520	0.464329	0.476319	0.477318	0.463929	
8650	0.444345	0.467626	0.435352	0.497202	0.474520	0.479516	0.472122	0.470624	0.481315	0.459632	
8660	0.452338	0.463629	0.439249	0.495104	0.468026	0.481115	0.465028	0.471523	0.475520	0.466027	
8670	0.447442	0.465727	0.439149	0.493205	0.462530	0.472122	0.466427	0.476019	0.478018	0.461331	
8680	0.444644	0.467226	0.441247	0.487610	0.466027	0.475420	0.467126	0.469225	0.481215	0.463229	
8690	0.446243	0.462830	0.437550	0.486611	0.467426	0.478317	0.470024	0.472022	0.477018	0.466327	
8700	0.440148	0.468225	0.440448	0.484113	0.472422	0.477218	0.469924	0.468825	0.475520	0.467226	
8710	0.443046	0.461531	0.439848	0.483213	0.471323	0.473122	0.467426	0.480715	0.479117	0.466427	
8720	0.439648	0.460232	0.447842	0.485612	0.468425	0.469025	0.469924	0.477018	0.471623	0.462130	
8730	0.450240	0.463030	0.441647	0.484512	0.468026	0.471623	0.469025	0.474920	0.470524	0.462430	
8740	0.450040	0.460232	0.436051	0.484612	0.466827	0.473921	0.468525	0.468725	0.475719	0.465727	
8750	0.453537	0.464728	0.441247	0.490408	0.475020	0.466527	0.468425	0.470224	0.475620	0.464628	
8760	0.453038	0.464329	0.435851	0.484412	0.466527	0.474520	0.469225	0.473022	0.472022	0.458533	
8770	0.440847	0.457634	0.442546	0.485711	0.473321	0.468125	0.470324	0.470424	0.468625	0.460432	
8780	0.449341	0.464828	0.437150	0.487410	0.464129	0.469824	0.466327	0.470624	0.478018	0.457634	
8790	0.446843	0.459432	0.433953	0.490408	0.468026	0.482014	0.473621	0.476019	0.469824	0.455436	
8800	0.445244	0.454736	0.440348	0.485911	0.469624	0.479616	0.469624	0.471123	0.475120	0.450440	
8810	0.449241	0.462030	0.435252	0.479716	0.468625	0.480316	0.472122	0.479916	0.477218	0.452338	
8820	0.451339	0.461031	0.436751	0.476719	0.468925	0.474620	0.465028	0.472422	0.473221	0.456335	
8830	0.443845	0.458633	0.435152	0.478118	0.462930	0.475719	0.459732	0.472122	0.478617	0.458733	
8840	0.451039	0.450140	0.439149	0.476319	0.467526	0.469824	0.463729	0.468625	0.483413	0.457134	
8850	0.450340	0.452938	0.439149	0.480116	0.463429	0.459732	0.471023	0.470723	0.478018	0.464329	
8860	0.457034	0.462830	0.436051	0.478217	0.470923	0.469624	0.469824	0.471423	0.482114	0.461331	
8870	0.447642	0.458633	0.436351	0.475719	0.474221	0.481215	0.469524	0.470923	0.479117	0.465528	
8880	0.448741	0.458433	0.438649	0.479416	0.470524	0.472722	0.471123	0.475719	0.483014	0.459133	
8890	0.457134	0.451938	0.439548	0.478917	0.467226	0.477618	0.465328	0.475120	0.483713	0.464928	
8900	0.457834	0.459832	0.434552	0.479117	0.468825	0.465428	0.464928	0.471523	0.478417	0.463229	
8910	0.454836	0.454237	0.440348	0.481815	0.468825	0.463929	0.474520	0.477018	0.479317	0.466527	
8920	0.452738	0.457134	0.433153	0.477818	0.461831	0.465128	0.471023	0.472422	0.483713	0.463329	
8930	0.452338	0.458034	0.443845	0.476419	0.463629	0.469125	0.471723	0.468026	0.484912	0.464528	
8940	0.453337	0.454836	0.437650	0.480416	0.466627	0.472222	0.472422	0.478917	0.480416	0.461431	
8950	0.452438	0.452738	0.437650	0.477418	0.464329	0.473122	0.472022	0.479516	0.479616	0.456934	
8960	0.455236	0.458034	0.439149	0.484712	0.460631	0.479716	0.473022	0.482614	0.477318	0.459532	
8970	0.450440	0.455935	0.437450	0.481315	0.461731	0.480416	0.469225	0.473421	0.488909	0.469924	
8980	0.457634	0.452738	0.430855	0.473521	0.457134	0.476619	0.469424	0.478617	0.480616	0.466127	
8990	0.459133	0.449341	0.435252	0.480116	0.461031	0.473122	0.474121	0.474221	0.487410	0.467926	
9000	0.454936	0.454536	0.436151	0.475020	0.460532	0.475520	0.469325	0.477018	0.484313	0.468825	
9010	0.458233	0.451739	0.438050	0.478317	0.458633	0.474221	0.478217	0.482214	0.484812	0.472222	
9020	0.460532	0.458034	0.435751	0.481815	0.463329	0.474420	0.466827	0.485012	0.478717	0.469624	
9030	0.460631	0.457234	0.439149	0.481415	0.460432	0.477818	0.469325	0.477718	0.479916	0.474021	
9040	0.470324	0.455236	0.437650	0.484812	0.461231	0.477318	0.468026	0.471623	0.477218	0.471623	
9050	0.456535	0.457034	0.442346	0.482014	0.458933	0.474221	0.472822	0.472822	0.483014	0.474620	
9060	0.458333	0.458733	0.444544	0.471723	0.460831	0.480416	0.459033	0.473521	0.477618	0.474021	
9070	0.457634	0.453737	0.434752	0.475620	0.459133	0.473122	0.469924	0.475220	0.484313	0.472322	
9080	0.460332	0.458433	0.438549	0.485412	0.462830	0.478617	0.466327	0.477918	0.482614	0.464928	
9090	0.454936	0.456035	0.441347	0.474820	0.460731	0.482114	0.466827	0.476019	0.482414	0.469025	
9100	0.454237	0.453837	0.434552	0.485112	0.459832	0.471423	0.470324	0.475420	0.483513	0.464428	
9110	0.458034	0.456535	0.432354	0.482414	0.460532	0.478517	0.467726	0.475420	0.481215	0.462930	
9120	0.451739	0.460432	0.436051	0.476019	0.459732	0.480815	0.470224	0.474820	0.473921	0.466727	
9130	0.453937	0.460232	0.436051	0.475320	0.458034	0.479516	0.468225	0.478517	0.472522	0.464329	
9140	0.457334	0.459532	0.440847	0.481015	0.467626	0.480616	0.466427	0.471922	0.474520	0.469424	
9150	0.455336	0.458233	0.437750	0.475320	0.459432	0.481115	0.465528	0.471623	0.479117	0.464428	
9160	0.458133	0.452938	0.435352	0.480116	0.467226	0.474221	0.467626	0.478717	0.480616	0.459133	
9170	0.460232	0.455436	0.438149	0.479416	0.461231	0.480416	0.470324	0.477018	0.472222	0.465428	
9180	0.455935	0.453337	0.438249	0.476319	0.463929	0.477218	0.464728	0.475620	0.482814	0.460132	
9190	0.457434	0.455036	0.433453	0.481615	0.464828	0.474221	0.468125	0.471723	0.488509	0.469025	
9200	0.463329	0.460132	0.437250	0.481615	0.461930	0.474221	0.464329	0.470124	0.481515	0.463429	
9210	0.460631	0.459532	0.441847	0.475220	0.469824	0.472222	0.470324	0.471723	0.485512	0.464628	
9220	0.468825	0.459932	0.434253	0.474321	0.463429	0.478817	0.472022	0.474620	0.479317	0.463129	
9230	0.462330	0.459832	0.446143	0.476819	0.469025	0.471123	0.469524	0.464728	0.481315	0.466926	
9240	0.464928	0.454536	0.436950	0.481415	0.468026	0.474920	0.469424	0.470823	0.475819	0.469724	
9250	0.460731	0.456035	0.435851	0.487510	0.463229	0.474820	0.470124	0.474720	0.475620	0.463829	
9260	0.463329	0.457034	0.430256	0.475120	0.458933	0.476219	0.468125	0.473921	0.480016	0.468825	
9270	0.462730	0.459732	0.443645	0.479017	0.462530	0.478317	0.473221	0.468625	0.476319	0.467726	
9280	0.456435	0.462530	0.429257	0.471023	0.466427	0.479217	0.471123	0.470723	0.472422	0.465528	
9290	0.467226	0.461631	0.436051	0.475420	0.463329	0.474820	0.468325	0.464428	0.470324	0.470723	
9300	0.470224	0.459033	0.430556	0.482614	0.470723	0.480116	0.469724	0.473821	0.474121	0.465028	
9310	0.465528	0.460631	0.430456	0.472122	0.468825	0.469025	0.472122	0.469524	0.472722	0.464828	
9320	0.459432	0.463229	0.432954	0.477818	0.460332	0.471523	0.466127	0.471423	0.489408	0.463429	
9330	0.465028	0.460232	0.436151	0.476519	0.470823	0.469424	0.469724	0.473721	0.484912	0.464428	
9340	0.461331	0.456934	0.437450	0.480116	0.466227	0.471523	0.468026	0.472322	0.480815	0.459732	
9350	0.461431	0.458933	0.433253	0.478617	0.468125	0.471223	0.468125	0.471123	0.478717	0.462930	
9360	0.467126	0.462830	0.438749	0.475420	0.465528	0.468425	0.471223	0.470923	0.477918	0.461631	
9370	0.473221	0.462530	0.436451	0.478317	0.459732	0.467026	0.468725	0.467326	0.481914	0.459233	
9380	0.469524	0.470923	0.441547	0.475819	0.461131	0.470024	0.466727	0.471623	0.476918	0.457334	
9390	0.481515	0.465428	0.440148	0.479816	0.464129	0.465328	0.462330	0.477018	0.475919	0.460332	
9400	0.474920	0.460232	0.442046	0.485212	0.458633	0.466227	0.465528	0.473421	0.482514	0.461031	
9410	0.486111	0.465028	0.440847	0.483713	0.458233	0.464329	0.471922	0.470624	0.481115	0.465627	
9420	0.471123	0.467326	0.442046	0.475819	0.459233	0.464928	0.472422	0.474420	0.478517	0.468026	
9430	0.471223	0.460332	0.436251	0.479616	0.458034	0.462930	0.461631	0.473321	0.477918	0.468225	
9440	0.474720	0.457934	0.436651	0.473221	0.459932	0.464029	0.460432	0.474620	0.481515	0.467526	
9450	0.476219	0.451839	0.441647	0.475320	0.459133	0.460032	0.469924	0.477818	0.482214	0.461631	
9460	0.474720	0.460032	0.438849	0.469524	0.460432	0.459532	0.467126	0.471623	0.478118	0.461631	
9470	0.479816	0.462130	0.444544	0.472222	0.458333	0.457034	0.467626	0.480316	0.477718	0.463030	
9480	0.467626	0.461631	0.441647	0.469325	0.462830	0.461231	0.464828	0.473221	0.482314	0.462030	
9490	0.476918	0.463229	0.434552	0.470424	0.459732	0.456535	0.466427	0.472722	0.482314	0.459432	
9500	0.472922	0.462430	0.440947	0.469025	0.463729	0.455935	0.471623	0.476719	0.480016	0.458533	
9510	0.476419	0.459532	0.435651	0.465627	0.457134	0.454736	0.469125	0.477418	0.475719	0.458633	
9520	0.477318	0.461231	0.439548	0.464628	0.459832	0.451439	0.464928	0.472322	0.475620	0.464728	
9530	0.479516	0.450040	0.433653	0.471223	0.467226	0.448741	0.468625	0.470723	0.472522	0.458034	
9540	0.483114	0.460032	0.432954	0.460731	0.467726	0.450440	0.465528	0.469924	0.473221	0.457134	
9550	0.472822	0.457334	0.430855	0.460532	0.471223	0.451639	0.465827	0.467926	0.471623	0.461231	
9560	0.476219	0.462930	0.435452	0.473421	0.470524	0.449640	0.460132	0.469924	0.473122	0.460931	
9570	0.477918	0.456335	0.435452	0.466727	0.475719	0.455136	0.467726	0.465028	0.474221	0.457134	
9580	0.491107	0.463229	0.436351	0.474420	0.463030	0.451839	0.469325	0.468925	0.469424	0.467126	
9590	0.493905	0.462330	0.439049	0.474121	0.463529	0.442946	0.468525	0.470923	0.465028	0.461431	
9600	0.484612	0.461231	0.436751	0.470923	0.464029	0.453737	0.462630	0.463729	0.467626	0.459732	
9610	0.483413	0.462330	0.436151	0.474920	0.458733	0.455835	0.470524	0.472522	0.462230	0.468225	
9620	0.472722	0.464029	0.439448	0.477418	0.462230	0.463929	0.465128	0.467226	0.469724	0.465228	
9630	0.480016	0.465528	0.437750	0.471023	0.470524	0.453137	0.474321	0.465827	0.471922	0.465228	
9640	0.477918	0.462330	0.439049	0.476619	0.471723	0.455635	0.470524	0.472922	0.468625	0.462130	
9650	0.478018	0.463929	0.431855	0.472222	0.467426	0.460931	0.468725	0.473921	0.474321	0.460931	
9660	0.477618	0.463729	0.438050	0.473921	0.464029	0.456335	0.463829	0.476719	0.467526	0.464928	
9670	0.470823	0.475620	0.440847	0.478617	0.469424	0.467026	0.464029	0.467526	0.464428	0.461831	
9680	0.475120	0.468026	0.437850	0.476019	0.464528	0.450939	0.472322	0.477318	0.470823	0.462630	
9690	0.475819	0.469025	0.442946	0.471123	0.468425	0.445144	0.471523	0.471023	0.470624	0.458733	
9700	0.470823	0.465428	0.438649	0.479017	0.468026	0.443145	0.474620	0.471323	0.466627	0.459632	
9710	0.461831	0.465228	0.437750	0.471423	0.469025	0.447542	0.468625	0.469824	0.470124	0.464528	
9720	0.471423	0.459632	0.435452	0.472022	0.464528	0.446543	0.468925	0.463629	0.472522	0.463429	
9730	0.477518	0.460931	0.438649	0.474021	0.458633	0.446942	0.472022	0.464029	0.475919	0.460931	
9740	0.472622	0.460532	0.438649	0.476918	0.460731	0.449241	0.461831	0.464628	0.469624	0.458533	
9750	0.477918	0.470224	0.438349	0.478817	0.472222	0.457634	0.465528	0.462930	0.474021	0.460831	
9760	0.470624	0.464029	0.441847	0.475020	0.472422	0.449940	0.461631	0.465428	0.472422	0.465228	
9770	0.469025	0.464428	0.430755	0.471323	0.464129	0.444844	0.465328	0.468026	0.465128	0.464428	
9780	0.473221	0.468325	0.439049	0.479516	0.471922	0.451039	0.463229	0.462930	0.465827	0.470823	
9790	0.465727	0.467826	0.445643	0.476219	0.467326	0.449840	0.468925	0.461231	0.474520	0.466627	
9800	0.474920	0.463429	0.446942	0.474720	0.465328	0.451139	0.468725	0.454936	0.474321	0.462130	
9810	0.468525	0.466627	0.435352	0.475719	0.465028	0.438749	0.475719	0.467426	0.469424	0.458133	
9820	0.474021	0.465028	0.441747	0.475420	0.465228	0.443845	0.457734	0.462330	0.467026	0.461031	
9830	0.473821	0.464428	0.435851	0.471723	0.468026	0.441547	0.468026	0.457834	0.468125	0.466827	
9840	0.472122	0.463829	0.436451	0.471823	0.464828	0.441447	0.468325	0.462230	0.475620	0.460132	
9850	0.477518	0.462230	0.438449	0.471723	0.457734	0.447242	0.467526	0.459532	0.472222	0.462430	
9860	0.471223	0.461331	0.437250	0.477918	0.459133	0.448241	0.464628	0.464728	0.466427	0.461331	
9870	0.465927	0.467426	0.439848	0.466527	0.463129	0.445643	0.466827	0.461930	0.470124	0.461131	
9880	0.467426	0.465428	0.438449	0.464329	0.467926	0.449940	0.458433	0.463129	0.472322	0.468625	
9890	0.474620	0.460831	0.444444	0.471723	0.465328	0.447042	0.466427	0.463229	0.465627	0.461131	
9900	0.475120	0.464628	0.440348	0.475120	0.463129	0.447542	0.462730	0.459832	0.461930	0.468125	
9910	0.471523	0.458533	0.435452	0.480915	0.470723	0.455036	0.461431	0.463829	0.466427	0.464329	
9920	0.470224	0.463429	0.440148	0.480016	0.465727	0.442446	0.467426	0.461031	0.470624	0.461531	
9930	0.471123	0.460032	0.438149	0.476219	0.459832	0.443445	0.463529	0.460032	0.473221	0.461631	
9940	0.472122	0.465028	0.441847	0.478417	0.472922	0.444544	0.463829	0.463529	0.471523	0.458733	
9950	0.472622	0.458533	0.444544	0.470624	0.469424	0.444544	0.464229	0.463829	0.477718	0.458933	
9960	0.469325	0.464628	0.437250	0.471723	0.466427	0.447042	0.459632	0.458833	0.469125	0.457534	
9970	0.473921	0.462430	0.441347	0.474021	0.469424	0.444045	0.465028	0.457834	0.470024	0.459033	
9980	0.471123	0.470224	0.432954	0.471023	0.472522	0.444544	0.464129	0.461631	0.467426	0.456435	
9990	0.468425	0.467126	0.439349	0.472622	0.469524	0.447142	0.482814	0.458633	0.459832	0.461331	
10000	0.463629	0.465328	0.439149	0.466227	0.468225	0.444744	0.471223	0.466827	0.470224	0.460931	
10010	0.473521	0.466427	0.437550	0.462730	0.473621	0.441247	0.465228	0.460532	0.469524	0.457234	
10020	0.469924	0.464728	0.441747	0.475919	0.478517	0.440747	0.475120	0.455436	0.468425	0.460332	
10030	0.467826	0.466027	0.440048	0.473821	0.468026	0.445444	0.468725	0.459832	0.464029	0.462330	
10040	0.469025	0.467926	0.434353	0.474720	0.471123	0.447242	0.466027	0.462830	0.466727	0.452238	
10050	0.468725	0.465528	0.437550	0.466527	0.469025	0.448641	0.473221	0.459033	0.460032	0.452638	
10060	0.475819	0.474420	0.442346	0.466127	0.475620	0.446343	0.465528	0.459932	0.466227	0.457234	
10070	0.476719	0.468625	0.442446	0.474620	0.485112	0.445444	0.469924	0.457734	0.459632	0.461231	
10080	0.473421	0.463129	0.437650	0.476119	0.480316	0.448241	0.474321	0.458233	0.463829	0.467426	
10090	0.478717	0.469225	0.436551	0.483713	0.477218	0.445144	0.472822	0.462930	0.458433	0.459832	
10100	0.473821	0.469025	0.437050	0.474820	0.481515	0.441847	0.469424	0.464828	0.456235	0.466926	
10110	0.471023	0.464129	0.437450	0.475420	0.480815	0.449041	0.469424	0.467926	0.450440	0.464728	
10120	0.473321	0.469325	0.440847	0.470524	0.475320	0.449041	0.474520	0.456135	0.451039	0.468425	
10130	0.473721	0.464528	0.448541	0.481815	0.483813	0.444345	0.473821	0.457934	0.452938	0.465627	
10140	0.475919	0.474221	0.441747	0.478317	0.481815	0.447042	0.473721	0.457334	0.449041	0.463929	
10150	0.478118	0.468125	0.437950	0.479416	0.482114	0.445743	0.475020	0.462130	0.457434	0.469424	
10160	0.475120	0.465228	0.434852	0.475520	0.482814	0.447742	0.474021	0.457234	0.456235	0.467726	
10170	0.467926	0.471823	0.442446	0.480016	0.481615	0.448741	0.479716	0.454037	0.452838	0.467726	
