T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
22690	0.079701	0.122561	0.109630	0.123337	0.081582	0.076386	0.116495	0.125370	0.138854	0.072977	
22700	0.078079	0.114567	0.108537	0.130989	0.080442	0.076891	0.117859	0.126017	0.134481	0.073165	
22710	0.076551	0.119222	0.106950	0.129414	0.080806	0.075657	0.113521	0.128450	0.129344	0.073247	
22720	0.081981	0.121091	0.107479	0.131518	0.082663	0.078890	0.108972	0.134598	0.129379	0.076327	
22730	0.085238	0.107514	0.107808	0.129802	0.088388	0.076974	0.109595	0.131883	0.125547	0.075116	
22740	0.085449	0.113556	0.111652	0.117424	0.087553	0.077044	0.110711	0.140217	0.128956	0.074282	
22750	0.084485	0.107197	0.110559	0.111099	0.088153	0.077996	0.115801	0.151796	0.128015	0.075399	
22760	0.081311	0.104928	0.112581	0.110523	0.094689	0.076210	0.117541	0.159296	0.123748	0.074235	
22770	0.082217	0.116248	0.116507	0.102248	0.101801	0.073953	0.112792	0.149492	0.124912	0.075363	
22780	0.079184	0.113709	0.112675	0.093337	0.106644	0.073059	0.135468	0.142674	0.124924	0.073941	
22790	0.078149	0.107573	0.113415	0.100708	0.102612	0.074705	0.140017	0.138278	0.125182	0.075304	
22800	0.079278	0.097487	0.114473	0.096429	0.100860	0.079290	0.154265	0.142592	0.126734	0.077785	
22810	0.080136	0.099309	0.111957	0.102212	0.086084	0.086637	0.145354	0.143462	0.128262	0.074811	
22820	0.085884	0.095383	0.108384	0.098498	0.083674	0.084180	0.146024	0.143309	0.126064	0.073047	
22830	0.083239	0.111123	0.109430	0.101143	0.084109	0.079384	0.142486	0.145413	0.131083	0.074646	
22840	0.083192	0.121291	0.111793	0.098486	0.085402	0.084967	0.148599	0.143191	0.128450	0.073800	
22850	0.090116	0.118446	0.112827	0.101918	0.083004	0.083075	0.147459	0.132941	0.129203	0.073870	
22860	0.089963	0.105092	0.113427	0.100108	0.081053	0.086096	0.151949	0.142145	0.130449	0.076821	
22870	0.088823	0.111205	0.114673	0.095077	0.083416	0.088341	0.144496	0.139547	0.134763	0.075822	
22880	0.086296	0.134316	0.112169	0.099203	0.081993	0.084427	0.130754	0.142662	0.142510	0.075833	
22890	0.083557	0.128909	0.114614	0.099379	0.083110	0.082969	0.118329	0.131318	0.141146	0.075645	
22900	0.075822	0.124641	0.113521	0.101789	0.081993	0.079818	0.114073	0.132858	0.140746	0.075739	
22910	0.081923	0.124959	0.114614	0.102036	0.082875	0.083098	0.127592	0.138313	0.133658	0.076221	
22920	0.078279	0.139735	0.113838	0.102248	0.083886	0.096440	0.130025	0.136679	0.133552	0.073729	
22930	0.079595	0.127322	0.113110	0.103047	0.083839	0.095547	0.127286	0.124500	0.125335	0.073506	
22940	0.080594	0.124136	0.112804	0.101754	0.083145	0.098956	0.119881	0.116389	0.125065	0.075434	
22950	0.080336	0.119069	0.116895	0.104787	0.083474	0.094477	0.119011	0.111722	0.126228	0.076727	
22960	0.081041	0.120210	0.113474	0.104434	0.082840	0.098086	0.113521	0.125276	0.123748	0.080700	
22970	0.085802	0.138701	0.116319	0.108290	0.084368	0.100919	0.110229	0.120680	0.123783	0.082687	
22980	0.093455	0.139430	0.115578	0.106562	0.082440	0.104117	0.118599	0.129684	0.127710	0.079795	
22990	0.080418	0.130590	0.114179	0.109700	0.087424	0.103976	0.117189	0.134763	0.129873	0.079666	
23000	0.085367	0.131565	0.113239	0.107373	0.092455	0.097557	0.112945	0.135209	0.128873	0.077644	
23010	0.099274	0.116613	0.114226	0.104881	0.095606	0.111017	0.114120	0.113333	0.122232	0.092185	
23020	0.098345	0.117659	0.114167	0.103905	0.098862	0.118317	0.121338	0.090786	0.117048	0.087189	
23030	0.097816	0.111029	0.110711	0.105492	0.097475	0.117565	0.119587	0.094101	0.126804	0.074634	
23040	0.086648	0.122185	0.114085	0.106527	0.093031	0.124594	0.116142	0.082804	0.132423	0.077174	
23050	0.090786	0.126781	0.111734	0.106997	0.085896	0.119316	0.116566	0.074893	0.142592	0.089093	
23060	0.093901	0.119904	0.113027	0.108537	0.089223	0.126522	0.113932	0.078126	0.144743	0.078913	
23070	0.098016	0.129908	0.114297	0.104634	0.091633	0.128979	0.107831	0.084767	0.134939	0.072307	
23080	0.099944	0.140029	0.111687	0.101272	0.088611	0.134222	0.109524	0.082628	0.137831	0.071519	
23090	0.094031	0.137431	0.117541	0.101472	0.087036	0.126710	0.109912	0.080700	0.138583	0.071178	
23100	0.090810	0.144167	0.119516	0.103411	0.081664	0.122902	0.104469	0.079325	0.136267	0.071190	
23110	0.106856	0.127909	0.117565	0.103764	0.083416	0.120551	0.100931	0.084603	0.135139	0.071167	
23120	0.115343	0.138736	0.112827	0.103505	0.085696	0.113803	0.102036	0.087224	0.124183	0.070814	
23130	0.099685	0.146812	0.114344	0.101248	0.088553	0.122185	0.095371	0.089505	0.122514	0.074070	
23140	0.088459	0.143662	0.119211	0.103846	0.083909	0.123395	0.100908	0.095453	0.125076	0.073494	
23150	0.082945	0.141510	0.113415	0.100343	0.086813	0.120116	0.103611	0.106291	0.125029	0.073294	
23160	0.080806	0.141099	0.114262	0.105057	0.088988	0.119328	0.098827	0.117177	0.127380	0.073741	
23170	0.078666	0.136655	0.114614	0.107138	0.094430	0.127980	0.095147	0.114849	0.123266	0.073341	
23180	0.079043	0.136338	0.113697	0.107761	0.095288	0.136115	0.090387	0.113239	0.122561	0.072577	
23190	0.079066	0.134575	0.113027	0.108819	0.088012	0.151796	0.088941	0.100625	0.123454	0.073694	
23200	0.077738	0.134775	0.114438	0.110347	0.088517	0.137431	0.087718	0.106703	0.122373	0.075998	
23210	0.068298	0.142991	0.112886	0.106891	0.084944	0.130931	0.084744	0.109066	0.119011	0.073459	
23220	0.077867	0.132905	0.117953	0.103658	0.086037	0.136620	0.086072	0.106656	0.121221	0.076127	
23230	0.074305	0.135104	0.122478	0.105351	0.086143	0.134763	0.085461	0.092232	0.118129	0.074223	
23240	0.073459	0.139065	0.132165	0.104317	0.088282	0.139700	0.082793	0.092173	0.118646	0.075269	
23250	0.064243	0.132423	0.126099	0.102671	0.087977	0.129261	0.072330	0.101201	0.116260	0.071343	
23260	0.069051	0.147811	0.135656	0.093890	0.088447	0.120880	0.087177	0.097275	0.115367	0.073141	
23270	0.075598	0.142216	0.133387	0.103588	0.092961	0.128462	0.083510	0.092244	0.121644	0.077620	
23280	0.074775	0.135915	0.134410	0.105116	0.096911	0.127474	0.080347	0.099661	0.122949	0.076315	
23290	0.072883	0.131589	0.124759	0.108842	0.103682	0.126040	0.093749	0.090774	0.121914	0.074152	
23300	0.071237	0.128321	0.124630	0.109371	0.110535	0.126934	0.097640	0.084991	0.120339	0.075152	
23310	0.063784	0.129508	0.121115	0.108936	0.109865	0.118258	0.097334	0.086895	0.121973	0.075222	
23320	0.063032	0.135821	0.116942	0.109266	0.114262	0.119105	0.103905	0.092361	0.121127	0.076339	
23330	0.063373	0.133634	0.114885	0.109313	0.117729	0.125065	0.108772	0.079701	0.119457	0.077350	
23340	0.077761	0.139030	0.114250	0.109442	0.115555	0.114426	0.105022	0.082193	0.120268	0.075810	
23350	0.072424	0.142333	0.115202	0.110523	0.113004	0.114638	0.104740	0.078302	0.119504	0.074446	
23360	0.071084	0.147282	0.114520	0.107843	0.111088	0.110206	0.103964	0.072001	0.122725	0.074493	
23370	0.073341	0.146659	0.115343	0.109371	0.110794	0.118952	0.101519	0.085567	0.125735	0.075810	
23380	0.075163	0.150785	0.119305	0.109418	0.105598	0.124865	0.104646	0.077456	0.122772	0.075058	
23390	0.072319	0.138419	0.116636	0.110429	0.108078	0.127028	0.102871	0.086778	0.120104	0.073859	
23400	0.071825	0.129790	0.118799	0.107537	0.097487	0.125746	0.102553	0.076974	0.114050	0.071331	
23410	0.074270	0.129061	0.117024	0.109642	0.099638	0.123701	0.104305	0.078972	0.122337	0.074223	
23420	0.077726	0.135151	0.118082	0.115778	0.102483	0.117212	0.103047	0.080641	0.120739	0.073541	
23430	0.080547	0.132917	0.119058	0.115978	0.101625	0.118987	0.104270	0.077503	0.124606	0.074011	
23440	0.083615	0.135715	0.118999	0.122796	0.103118	0.125570	0.105951	0.081088	0.120221	0.075340	
23450	0.087659	0.137302	0.117118	0.128909	0.099767	0.123348	0.103682	0.086119	0.122561	0.075681	
23460	0.092162	0.135057	0.113909	0.137866	0.092420	0.125876	0.103494	0.085414	0.121585	0.074529	
23470	0.090892	0.134833	0.112945	0.141052	0.093831	0.126875	0.099720	0.086002	0.122643	0.076703	
23480	0.089622	0.138148	0.114144	0.143227	0.088435	0.130637	0.101319	0.083968	0.121644	0.075222	
23490	0.090951	0.138795	0.116577	0.141863	0.094207	0.133352	0.101907	0.086119	0.124489	0.072624	
23500	0.089834	0.132612	0.113439	0.144155	0.095230	0.134739	0.102165	0.085191	0.126487	0.073012	
23510	0.083498	0.132329	0.110547	0.169124	0.105904	0.136209	0.101871	0.087201	0.125993	0.073988	
23520	0.076022	0.133799	0.115649	0.159531	0.119422	0.135703	0.101942	0.087612	0.125429	0.073835	
23530	0.078467	0.135068	0.110747	0.136726	0.119516	0.136291	0.096723	0.088294	0.123149	0.074235	
23540	0.080700	0.140429	0.113309	0.137443	0.116848	0.135974	0.101907	0.085743	0.122302	0.074152	
23550	0.090528	0.139159	0.113521	0.125464	0.121303	0.135315	0.105233	0.087718	0.119504	0.073259	
23560	0.084121	0.141839	0.117541	0.121961	0.125241	0.138795	0.105245	0.088882	0.125605	0.076703	
23570	0.084709	0.144955	0.111863	0.122337	0.123360	0.139242	0.103717	0.088800	0.125370	0.076974	
23580	0.085179	0.146036	0.111981	0.127016	0.123889	0.135550	0.104070	0.090904	0.131177	0.077197	
23590	0.085179	0.139829	0.114120	0.127380	0.120374	0.135010	0.104023	0.090528	0.138736	0.074775	
23600	0.082322	0.139371	0.113909	0.128967	0.122878	0.128838	0.105386	0.090175	0.123807	0.076515	
23610	0.078996	0.141134	0.112663	0.125547	0.130131	0.131742	0.105245	0.088800	0.124324	0.074388	
23620	0.080571	0.139959	0.114932	0.118682	0.131753	0.137502	0.104610	0.094207	0.126205	0.073412	
23630	0.078831	0.139712	0.116037	0.119410	0.127627	0.133235	0.104587	0.093890	0.124971	0.072518	
23640	0.073494	0.143086	0.112898	0.113004	0.126946	0.139148	0.105422	0.097205	0.130002	0.072060	
23650	0.072295	0.141334	0.113298	0.120316	0.128274	0.139148	0.110182	0.091762	0.125993	0.071978	
23660	0.079019	0.139171	0.116295	0.122431	0.130366	0.143238	0.116566	0.091115	0.123913	0.071460	
23670	0.080465	0.141828	0.115037	0.117412	0.129132	0.146306	0.114262	0.092150	0.127604	0.072330	
23680	0.079466	0.144332	0.120845	0.119187	0.140970	0.150750	0.111146	0.093337	0.127956	0.072989	
23690	0.079431	0.152290	0.124982	0.118693	0.141616	0.151444	0.107467	0.091480	0.127263	0.076468	
23700	0.081993	0.146542	0.124395	0.113368	0.135903	0.146706	0.110265	0.090187	0.122937	0.076022	
23710	0.070532	0.145942	0.119704	0.111452	0.130308	0.146906	0.110982	0.088564	0.121432	0.079748	
23720	0.078455	0.147611	0.119246	0.109289	0.147952	0.148352	0.109477	0.090575	0.121538	0.079936	
23730	0.080500	0.157991	0.114661	0.110829	0.147987	0.156604	0.111840	0.084767	0.119963	0.079384	
23740	0.080359	0.150832	0.114026	0.110182	0.150127	0.169923	0.112228	0.083851	0.118975	0.084238	
23750	0.087283	0.148752	0.108196	0.109407	0.150856	0.149974	0.113392	0.086813	0.118881	0.087906	
23760	0.088035	0.152737	0.104411	0.109124	0.155064	0.148375	0.109806	0.087506	0.119704	0.093455	
23770	0.089470	0.149951	0.105175	0.107138	0.163328	0.152266	0.108666	0.089599	0.118999	0.093995	
23780	0.093090	0.149845	0.109477	0.105375	0.161271	0.156769	0.110253	0.084238	0.117353	0.094807	
23790	0.100002	0.153665	0.113004	0.101860	0.157744	0.144202	0.103082	0.082910	0.121597	0.097064	
23800	0.101683	0.152631	0.115472	0.102024	0.158027	0.140241	0.097675	0.080077	0.122044	0.103599	
23810	0.115884	0.150691	0.113004	0.103599	0.165867	0.130942	0.096499	0.085684	0.125335	0.097075	
23820	0.126205	0.153900	0.112228	0.101883	0.167301	0.130543	0.097099	0.087471	0.131930	0.092691	
23830	0.128074	0.149692	0.112968	0.097134	0.163728	0.133787	0.093243	0.088753	0.129696	0.091609	
23840	0.114861	0.151138	0.114132	0.101378	0.162317	0.142557	0.095712	0.088318	0.121808	0.098909	
23850	0.104093	0.152502	0.114250	0.104328	0.160742	0.143297	0.102071	0.087318	0.118529	0.095524	
23860	0.104258	0.151267	0.115237	0.102671	0.162682	0.143756	0.099097	0.087765	0.120351	0.091997	
23870	0.101531	0.155570	0.111487	0.104552	0.173779	0.144343	0.102083	0.085332	0.121526	0.082593	
23880	0.100590	0.152913	0.112992	0.105563	0.172497	0.137102	0.102389	0.084826	0.124265	0.084497	
23890	0.102083	0.152243	0.111746	0.105974	0.167689	0.136021	0.103423	0.083615	0.127157	0.080136	
23900	0.100908	0.149092	0.112063	0.106797	0.167160	0.134445	0.102541	0.085214	0.126440	0.082510	
23910	0.099215	0.151420	0.111875	0.106174	0.171522	0.133317	0.109830	0.086954	0.130837	0.075504	
23920	0.100978	0.149151	0.112757	0.107573	0.168077	0.134304	0.105034	0.082945	0.130213	0.081699	
23930	0.101272	0.144249	0.115296	0.108019	0.168371	0.136267	0.103282	0.084356	0.126581	0.068310	
23940	0.097322	0.143744	0.112804	0.110018	0.164175	0.134104	0.104011	0.083615	0.124888	0.066382	
23950	0.098321	0.148411	0.112816	0.107749	0.167207	0.135738	0.103306	0.081887	0.120786	0.070003	
23960	0.099979	0.151726	0.114508	0.110617	0.164233	0.130190	0.103247	0.083251	0.120268	0.068910	
23970	0.101495	0.152925	0.113838	0.108831	0.168406	0.132071	0.105386	0.083886	0.123583	0.070614	
23980	0.100884	0.149927	0.112486	0.112804	0.165185	0.131871	0.106092	0.085026	0.117741	0.070896	
23990	0.095335	0.146941	0.110335	0.109454	0.165597	0.128967	0.104810	0.083956	0.120398	0.071649	
24000	0.093208	0.149951	0.111182	0.109712	0.166561	0.130931	0.103541	0.084991	0.120786	0.071872	
24010	0.097299	0.143567	0.110805	0.108478	0.166091	0.129261	0.103082	0.085191	0.119387	0.069250	
24020	0.102718	0.143955	0.111675	0.110065	0.158438	0.132118	0.105422	0.084956	0.119787	0.072871	
24030	0.107585	0.144014	0.118740	0.107385	0.152713	0.133670	0.104387	0.088141	0.120233	0.076304	
24040	0.116142	0.140605	0.115437	0.109583	0.153183	0.131495	0.101801	0.089505	0.121279	0.075504	
24050	0.106926	0.138771	0.113733	0.109489	0.149774	0.129767	0.100872	0.088988	0.120562	0.076492	
24060	0.103364	0.138783	0.111099	0.109289	0.145907	0.132529	0.102859	0.089364	0.120127	0.075704	
24070	0.105692	0.139324	0.107138	0.109853	0.144108	0.133105	0.103411	0.092561	0.120421	0.075069	
24080	0.105692	0.134551	0.103940	0.107831	0.143086	0.134728	0.102095	0.092538	0.123983	0.077573	
24090	0.106797	0.137984	0.107244	0.109618	0.130155	0.135221	0.102659	0.087753	0.124489	0.076915	
24100	0.105316	0.138336	0.109207	0.108842	0.127686	0.134916	0.101096	0.087859	0.121938	0.075034	
24110	0.105774	0.137831	0.111076	0.107937	0.119951	0.136303	0.100155	0.084380	0.119363	0.076116	
24120	0.104117	0.140417	0.111816	0.109219	0.124195	0.135562	0.107937	0.084967	0.124065	0.073823	
24130	0.101625	0.138995	0.114920	0.108443	0.130989	0.131789	0.107150	0.083345	0.120939	0.072953	
24140	0.102541	0.139618	0.115778	0.108831	0.128368	0.128485	0.106773	0.085226	0.120774	0.072683	
24150	0.099767	0.146694	0.112498	0.110664	0.139853	0.129696	0.110347	0.085108	0.121703	0.070767	
24160	0.096711	0.142415	0.113838	0.108666	0.135738	0.130343	0.109430	0.085132	0.123431	0.072495	
24170	0.101566	0.144578	0.109736	0.110394	0.139195	0.127063	0.115249	0.083674	0.122055	0.073236	
24180	0.105045	0.146189	0.115966	0.111276	0.141687	0.126123	0.113803	0.084826	0.124794	0.071390	
24190	0.104340	0.148646	0.117565	0.116953	0.137220	0.128979	0.118223	0.083921	0.119563	0.076386	
24200	0.104093	0.143850	0.110947	0.122878	0.141581	0.127192	0.130625	0.083874	0.117565	0.073024	
24210	0.108737	0.146330	0.117071	0.110453	0.140923	0.129026	0.124289	0.085720	0.119928	0.077409	
24220	0.111805	0.144461	0.112957	0.103341	0.127263	0.128156	0.124124	0.087530	0.120515	0.076974	
24230	0.114614	0.141934	0.113157	0.103259	0.125453	0.128826	0.122725	0.091868	0.118870	0.078890	
24240	0.115602	0.146659	0.111499	0.097510	0.116953	0.126134	0.123454	0.087918	0.116025	0.079960	
24250	0.116519	0.146882	0.114555	0.104011	0.136514	0.125735	0.116859	0.089916	0.119575	0.081993	
24260	0.121021	0.138795	0.110371	0.102636	0.131401	0.123560	0.113015	0.091409	0.119011	0.079877	
24270	0.121562	0.147153	0.114403	0.104246	0.130366	0.121103	0.109501	0.087459	0.119116	0.078067	
24280	0.123290	0.142075	0.111605	0.104881	0.137466	0.122761	0.107443	0.089211	0.114861	0.078596	
24290	0.120797	0.145343	0.115578	0.097346	0.135221	0.122373	0.099003	0.086496	0.111781	0.076962	
24300	0.120221	0.132635	0.114450	0.091327	0.134046	0.122032	0.096393	0.084062	0.115484	0.076574	
24310	0.115590	0.133458	0.116777	0.092068	0.139324	0.122396	0.098157	0.085449	0.112851	0.076386	
24320	0.113239	0.135974	0.119281	0.090069	0.152231	0.121115	0.102953	0.085438	0.111722	0.083333	
24330	0.106562	0.141898	0.119951	0.097675	0.147553	0.120680	0.105386	0.083251	0.110688	0.084650	
24340	0.106338	0.144661	0.127239	0.088811	0.158003	0.123243	0.105892	0.084568	0.113897	0.083404	
24350	0.110253	0.145366	0.125617	0.086496	0.156393	0.129884	0.106562	0.086002	0.111182	0.083498	
24360	0.108537	0.144061	0.126887	0.080841	0.148693	0.122643	0.102553	0.085579	0.110147	0.088153	
24370	0.104669	0.145601	0.128991	0.077127	0.149469	0.123807	0.103435	0.085649	0.112063	0.085990	
24380	0.115414	0.150362	0.133152	0.078232	0.146236	0.121820	0.105316	0.085179	0.110312	0.089164	
24390	0.116836	0.146930	0.126299	0.080712	0.136197	0.124688	0.107009	0.083568	0.106597	0.098709	
24400	0.119551	0.148469	0.120668	0.081394	0.144931	0.125194	0.106244	0.084086	0.109877	0.095206	
24410	0.131965	0.152678	0.128532	0.093419	0.147729	0.125335	0.104399	0.086401	0.103317	0.089658	
24420	0.132706	0.151538	0.133364	0.105668	0.145249	0.127204	0.109983	0.085520	0.099027	0.094712	
24430	0.141546	0.145578	0.132165	0.106832	0.145119	0.125076	0.112722	0.084356	0.096264	0.094595	
24440	0.143850	0.140394	0.140417	0.114920	0.141604	0.122173	0.112228	0.083380	0.091715	0.101742	
24450	0.139712	0.137008	0.140817	0.116448	0.135785	0.123901	0.108713	0.083451	0.100884	0.102259	
24460	0.141428	0.139582	0.136514	0.107020	0.134528	0.125758	0.109113	0.085590	0.104364	0.099297	
24470	0.150197	0.137619	0.135539	0.112651	0.138736	0.128485	0.107056	0.083980	0.102988	0.103599	
24480	0.153430	0.138430	0.129955	0.110641	0.139759	0.134069	0.109677	0.084579	0.108831	0.102342	
24490	0.158179	0.140088	0.125335	0.109559	0.142263	0.124677	0.112016	0.084309	0.107996	0.099744	
24500	0.141158	0.146189	0.123454	0.107561	0.142698	0.124159	0.119081	0.083851	0.106785	0.101789	
24510	0.152337	0.146318	0.116918	0.101531	0.140194	0.132741	0.115519	0.083416	0.110300	0.098933	
24520	0.154382	0.146377	0.117635	0.101319	0.132706	0.133987	0.113591	0.085990	0.104881	0.098239	
24530	0.154159	0.143673	0.113450	0.104610	0.136350	0.135386	0.114626	0.085720	0.103306	0.100061	
24540	0.147811	0.146847	0.111511	0.097792	0.142639	0.132470	0.113874	0.084086	0.100813	0.102636	
24550	0.143391	0.143803	0.108066	0.103611	0.144661	0.124712	0.110065	0.082217	0.101331	0.096205	
24560	0.147588	0.144520	0.112251	0.105809	0.145037	0.122467	0.111499	0.086848	0.096041	0.096276	
24570	0.139947	0.140805	0.112134	0.100978	0.149951	0.123160	0.113639	0.083627	0.100966	0.090739	
24580	0.146295	0.148105	0.115531	0.102048	0.149269	0.126052	0.111499	0.082781	0.101401	0.095042	
24590	0.157674	0.147705	0.116225	0.107820	0.147811	0.115237	0.111617	0.084191	0.096899	0.097545	
24600	0.163164	0.146130	0.113627	0.103176	0.147987	0.115860	0.113110	0.083780	0.097933	0.104916	
24610	0.147317	0.141299	0.116636	0.102083	0.147506	0.120750	0.111828	0.085684	0.098251	0.100696	
24620	0.134222	0.144014	0.117341	0.104563	0.147129	0.118682	0.111687	0.083404	0.100155	0.092385	
24630	0.131342	0.143779	0.112792	0.100614	0.150715	0.118964	0.106256	0.084368	0.096452	0.095324	
24640	0.121914	0.141181	0.112275	0.091891	0.148505	0.118153	0.110653	0.083851	0.100966	0.098874	
24650	0.120833	0.143368	0.112087	0.078678	0.150103	0.118376	0.108490	0.084744	0.096981	0.094665	
24660	0.122349	0.146130	0.113110	0.082757	0.148505	0.118282	0.107996	0.083510	0.089152	0.097216	
24670	0.122972	0.148822	0.111111	0.086225	0.149504	0.120692	0.111863	0.084732	0.094583	0.099626	
24680	0.133764	0.146283	0.113427	0.094830	0.153783	0.128956	0.109983	0.082499	0.096029	0.098639	
24690	0.132365	0.147376	0.114226	0.088482	0.155111	0.126134	0.114097	0.084403	0.094959	0.094101	
24700	0.126358	0.148481	0.116530	0.085837	0.157615	0.121221	0.111558	0.083980	0.094489	0.096006	
24710	0.118376	0.147893	0.112075	0.089728	0.157850	0.117471	0.107949	0.082781	0.096840	0.088588	
24720	0.116272	0.149880	0.111781	0.091962	0.156592	0.105457	0.109759	0.087130	0.097933	0.081617	
24730	0.115931	0.148740	0.110723	0.094854	0.154594	0.110288	0.108878	0.082510	0.099473	0.083604	
24740	0.118611	0.148046	0.112957	0.099650	0.152313	0.105668	0.109089	0.080971	0.099250	0.079971	
24750	0.119375	0.154535	0.115437	0.083028	0.153818	0.106867	0.108666	0.081711	0.104799	0.076574	
24760	0.115943	0.151385	0.113333	0.098874	0.153418	0.112322	0.107620	0.080606	0.098768	0.070461	
24770	0.113145	0.149598	0.114097	0.098968	0.153865	0.115331	0.111358	0.083133	0.099932	0.072048	
24780	0.117071	0.150433	0.120750	0.097569	0.157027	0.120198	0.116178	0.083557	0.100026	0.069756	
24790	0.118035	0.151197	0.124254	0.092397	0.159355	0.119422	0.112110	0.085085	0.094983	0.067323	
24800	0.114544	0.150668	0.119410	0.091527	0.160425	0.122079	0.109548	0.089270	0.101119	0.067840	
24810	0.116425	0.152020	0.117247	0.103176	0.157039	0.124653	0.104552	0.089093	0.100014	0.067217	
24820	0.116377	0.149739	0.117224	0.101248	0.159402	0.120445	0.105821	0.082957	0.102671	0.066511	
24830	0.113039	0.143579	0.118529	0.111311	0.156722	0.124688	0.104058	0.081829	0.102683	0.063220	
24840	0.115613	0.140711	0.118153	0.116154	0.158085	0.126710	0.104740	0.079384	0.101107	0.063255	
24850	0.114626	0.133646	0.120221	0.117659	0.156522	0.120750	0.105527	0.079536	0.101907	0.064584	
24860	0.114567	0.134469	0.124018	0.114508	0.153301	0.122267	0.102659	0.078808	0.102060	0.063173	
24870	0.115484	0.130308	0.123548	0.114238	0.151737	0.123078	0.105974	0.076186	0.101472	0.062068	
24880	0.115519	0.131847	0.118282	0.112651	0.152631	0.127192	0.109912	0.076739	0.099755	0.065124	
24890	0.116812	0.122902	0.119692	0.122984	0.152854	0.127474	0.111052	0.078126	0.099932	0.065042	
24900	0.114297	0.119469	0.111875	0.116895	0.153548	0.127204	0.110300	0.076398	0.101331	0.063949	
24910	0.116330	0.109806	0.116601	0.108713	0.156487	0.126287	0.109806	0.077808	0.103682	0.065019	
24920	0.114802	0.106609	0.110594	0.103353	0.161059	0.126240	0.110359	0.074870	0.104211	0.064102	
24930	0.114708	0.104846	0.111534	0.099779	0.154441	0.125464	0.111464	0.076186	0.100943	0.063514	
24940	0.114461	0.107537	0.108560	0.111699	0.151726	0.122232	0.105527	0.074775	0.101284	0.062691	
24950	0.115943	0.109571	0.112710	0.107573	0.150362	0.123337	0.108125	0.072918	0.104704	0.064925	
24960	0.117236	0.106021	0.112345	0.115590	0.142510	0.125946	0.104822	0.073659	0.100578	0.062421	
24970	0.119022	0.109395	0.113356	0.115590	0.144696	0.126381	0.105233	0.075105	0.104916	0.062303	
24980	0.118940	0.104281	0.113780	0.111123	0.144825	0.129297	0.105386	0.075046	0.106233	0.061915	
24990	0.117635	0.103529	0.112651	0.111957	0.144614	0.127733	0.102683	0.078855	0.104846	0.063655	
25000	0.117541	0.102154	0.110465	0.107808	0.145025	0.127533	0.103635	0.078608	0.103682	0.061351	
25010	0.127827	0.096217	0.112698	0.104716	0.146083	0.132130	0.108513	0.077855	0.102377	0.065183	
25020	0.127663	0.091997	0.113885	0.099979	0.141992	0.128556	0.108878	0.079348	0.099191	0.063302	
25030	0.121620	0.089952	0.115096	0.099720	0.145730	0.129108	0.108490	0.084391	0.099873	0.064795	
25040	0.118094	0.088459	0.114226	0.093220	0.149198	0.127651	0.112686	0.076468	0.102565	0.068827	
25050	0.120915	0.093055	0.116589	0.092303	0.155440	0.124959	0.115801	0.080030	0.101472	0.062973	
25060	0.118305	0.095065	0.116507	0.098310	0.150644	0.127698	0.118952	0.085238	0.103141	0.062397	
25070	0.115061	0.090951	0.116389	0.103870	0.151361	0.126922	0.120127	0.088118	0.099591	0.066323	
25080	0.117894	0.086731	0.115872	0.100884	0.148528	0.126910	0.127122	0.087201	0.101801	0.067111	
25090	0.120092	0.086601	0.116765	0.100449	0.150480	0.128497	0.132576	0.081488	0.103035	0.067546	
25100	0.119469	0.089575	0.118740	0.109454	0.151655	0.125958	0.125676	0.084720	0.103599	0.065677	
25110	0.116707	0.092585	0.119716	0.112204	0.152125	0.123619	0.135209	0.091879	0.103341	0.065265	
25120	0.116671	0.091821	0.125676	0.108490	0.161918	0.123019	0.131495	0.086084	0.099250	0.064043	
25130	0.116460	0.088611	0.121926	0.099050	0.157838	0.124430	0.126910	0.091456	0.101190	0.060211	
25140	0.115555	0.093737	0.124806	0.097263	0.153242	0.126475	0.128532	0.093149	0.101084	0.061927	
25150	0.116812	0.092597	0.127827	0.093290	0.151373	0.127439	0.116895	0.091315	0.103729	0.058389	
25160	0.120903	0.095194	0.121103	0.096770	0.154876	0.125535	0.119034	0.088788	0.103635	0.060046	
25170	0.119363	0.101448	0.118000	0.090551	0.154171	0.123419	0.116084	0.091468	0.100578	0.062315	
25180	0.120080	0.106362	0.118153	0.088529	0.150585	0.128591	0.118987	0.092420	0.103705	0.064066	
25190	0.115825	0.111981	0.120163	0.094677	0.153313	0.129167	0.114814	0.096664	0.103635	0.063784	
25200	0.110312	0.118058	0.118129	0.099238	0.158556	0.128250	0.114990	0.099332	0.104411	0.062044	
25210	0.114579	0.121268	0.117823	0.098921	0.157944	0.123971	0.111393	0.089187	0.102835	0.063055	
25220	0.114109	0.107573	0.116107	0.103047	0.157215	0.120515	0.110218	0.094818	0.102671	0.065583	
25230	0.111910	0.115073	0.115519	0.096570	0.153830	0.124736	0.107702	0.084920	0.101037	0.065477	
25240	0.113533	0.106538	0.115778	0.101401	0.154324	0.124547	0.104610	0.082816	0.104458	0.064666	
25250	0.113932	0.097158	0.111711	0.114932	0.158414	0.124289	0.105269	0.086249	0.103118	0.070414	
25260	0.110547	0.094007	0.110676	0.126593	0.160201	0.123489	0.103317	0.087013	0.105422	0.071296	
