T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
6400	0.082005	0.108913	0.116530	0.099720	0.074799	0.114908	0.131166	0.141922	0.058142	0.046010	
6410	0.080794	0.114003	0.117541	0.101930	0.074799	0.129167	0.115014	0.138607	0.059940	0.052358	
6420	0.081770	0.117283	0.115331	0.105128	0.073800	0.122866	0.117859	0.139289	0.063984	0.054474	
6430	0.081570	0.114567	0.115801	0.106679	0.070085	0.123478	0.112980	0.141851	0.069298	0.056531	
6440	0.082064	0.114885	0.115437	0.110030	0.068298	0.124524	0.122984	0.140053	0.062668	0.053722	
6450	0.079948	0.111005	0.115872	0.123795	0.069392	0.118834	0.129743	0.140793	0.062468	0.053816	
6460	0.084509	0.116495	0.117612	0.120903	0.069709	0.110147	0.152196	0.141522	0.064349	0.057131	
6470	0.081523	0.118493	0.114990	0.120797	0.070003	0.107643	0.129673	0.140476	0.065653	0.054192	
6480	0.081911	0.113298	0.115954	0.116530	0.068439	0.104857	0.140829	0.132318	0.059258	0.054968	
6490	0.080829	0.112557	0.115754	0.121033	0.071073	0.090868	0.132988	0.126146	0.058189	0.053733	
6500	0.079219	0.113756	0.115120	0.116472	0.070332	0.092491	0.121479	0.124877	0.060434	0.054662	
6510	0.082205	0.116789	0.113192	0.116848	0.073400	0.087906	0.113157	0.134328	0.059341	0.054768	
6520	0.083804	0.113591	0.116272	0.116883	0.075293	0.090974	0.122596	0.139865	0.058671	0.055849	
6530	0.085884	0.120703	0.115872	0.114414	0.079419	0.089834	0.114120	0.142980	0.057331	0.055215	
6540	0.091668	0.117906	0.117400	0.107208	0.080947	0.091397	0.123795	0.142333	0.057636	0.055238	
6550	0.094289	0.119998	0.118905	0.108478	0.082605	0.091362	0.123772	0.146248	0.056990	0.055908	
6560	0.097075	0.130848	0.116918	0.110794	0.079971	0.091068	0.123454	0.161882	0.059141	0.055638	
6570	0.089364	0.131906	0.118376	0.101436	0.069486	0.095383	0.120280	0.165538	0.060222	0.056026	
6580	0.080442	0.131683	0.116660	0.102530	0.070226	0.090410	0.122537	0.163328	0.061668	0.055332	
6590	0.082381	0.133070	0.117318	0.100837	0.069098	0.093702	0.118446	0.161330	0.060657	0.054498	
6600	0.080747	0.130049	0.115202	0.104763	0.065113	0.092314	0.105821	0.163034	0.059834	0.056308	
6610	0.079419	0.135198	0.118247	0.108278	0.061621	0.092585	0.108443	0.158191	0.062973	0.056531	
6620	0.079901	0.128815	0.117494	0.108925	0.062668	0.090704	0.106397	0.159132	0.061222	0.056743	
6630	0.081029	0.136115	0.115378	0.111887	0.069462	0.095559	0.114344	0.153947	0.060587	0.056355	
6640	0.082416	0.129167	0.116154	0.110688	0.066359	0.092197	0.119493	0.156745	0.057331	0.054133	
6650	0.081300	0.117976	0.116107	0.110112	0.066888	0.091127	0.115801	0.152525	0.055802	0.053851	
6660	0.080559	0.114979	0.116613	0.115261	0.067569	0.093972	0.117482	0.155887	0.056296	0.055685	
6670	0.085696	0.119740	0.117471	0.119305	0.066523	0.092855	0.120892	0.151361	0.057942	0.053886	
6680	0.082557	0.118070	0.118352	0.117917	0.070403	0.092620	0.126322	0.144202	0.058248	0.055485	
6690	0.080277	0.119763	0.115696	0.112134	0.067722	0.091421	0.129203	0.146730	0.058153	0.055638	
6700	0.082663	0.119787	0.114638	0.116683	0.067593	0.089963	0.116436	0.147893	0.059599	0.061939	
6710	0.089975	0.118552	0.114250	0.109313	0.067146	0.093560	0.127616	0.150280	0.060716	0.061045	
6720	0.091127	0.123007	0.113121	0.100696	0.067264	0.095935	0.124618	0.153054	0.060599	0.061468	
6730	0.088376	0.118258	0.116554	0.099050	0.067793	0.098592	0.123207	0.155899	0.059893	0.061151	
6740	0.091950	0.117976	0.115954	0.099062	0.067276	0.097781	0.134457	0.155476	0.062092	0.061492	
6750	0.095347	0.121244	0.115860	0.096323	0.067664	0.094889	0.143979	0.154911	0.063996	0.060399	
6760	0.098122	0.118176	0.111252	0.098968	0.067558	0.091527	0.141957	0.158203	0.067146	0.065524	
6770	0.097534	0.118153	0.109689	0.097910	0.067887	0.094807	0.141969	0.157662	0.066276	0.064983	
6780	0.088118	0.117236	0.113227	0.092796	0.066770	0.094936	0.136879	0.153771	0.069215	0.061081	
6790	0.092056	0.116883	0.115049	0.091680	0.064783	0.098592	0.115308	0.160954	0.069333	0.060458	
6800	0.098392	0.117624	0.114885	0.088071	0.063079	0.095817	0.122714	0.153712	0.072330	0.057354	
6810	0.105034	0.117870	0.114497	0.096617	0.068392	0.101248	0.106327	0.141957	0.065677	0.058565	
6820	0.116859	0.116060	0.116613	0.101683	0.068392	0.102753	0.103905	0.151984	0.063949	0.056884	
6830	0.099144	0.116883	0.112651	0.115425	0.065806	0.100073	0.106844	0.147247	0.068287	0.058624	
6840	0.100802	0.114732	0.110429	0.115355	0.069109	0.098592	0.114320	0.155299	0.070767	0.058365	
6850	0.106750	0.115202	0.116789	0.125852	0.069309	0.100484	0.113697	0.148317	0.061903	0.061139	
6860	0.115249	0.112357	0.116707	0.127263	0.069968	0.098792	0.115461	0.145719	0.068287	0.059564	
6870	0.109313	0.114085	0.112745	0.113615	0.069439	0.098839	0.106115	0.142251	0.064772	0.065959	
6880	0.108172	0.112992	0.111146	0.090716	0.069309	0.100202	0.097134	0.136796	0.063102	0.069180	
6890	0.114262	0.114838	0.111393	0.088541	0.068004	0.094372	0.091503	0.125723	0.065841	0.067123	
6900	0.109736	0.109795	0.114238	0.089622	0.069991	0.102683	0.089940	0.120598	0.065736	0.069027	
6910	0.096217	0.107032	0.113110	0.084991	0.066464	0.099262	0.095853	0.130049	0.059987	0.060693	
6920	0.087365	0.110900	0.113838	0.079936	0.066641	0.101648	0.097216	0.129344	0.058165	0.059964	
6930	0.084109	0.108795	0.110700	0.077585	0.069497	0.098180	0.095900	0.131495	0.057342	0.061351	
6940	0.081723	0.111146	0.116707	0.073212	0.068240	0.097228	0.090163	0.130343	0.058530	0.061351	
6950	0.079701	0.111287	0.116777	0.074164	0.070661	0.093502	0.089317	0.140617	0.057942	0.065477	
6960	0.080359	0.109571	0.118682	0.078608	0.069815	0.094348	0.089399	0.136338	0.057860	0.064654	
6970	0.078702	0.108431	0.117976	0.077444	0.074035	0.093643	0.088647	0.144614	0.058918	0.061621	
6980	0.084191	0.110429	0.115637	0.076762	0.069627	0.092444	0.086613	0.156251	0.056813	0.065383	
6990	0.085120	0.106303	0.114908	0.077996	0.068040	0.091738	0.089117	0.161412	0.060258	0.064125	
7000	0.083298	0.106879	0.112322	0.077209	0.069298	0.087871	0.091421	0.158273	0.058824	0.057272	
7010	0.080383	0.107279	0.114873	0.076598	0.069368	0.090010	0.095912	0.136620	0.057190	0.069497	
7020	0.082287	0.105280	0.115190	0.075340	0.069250	0.087930	0.098780	0.150574	0.056790	0.072601	
7030	0.080641	0.107561	0.113686	0.077503	0.068075	0.091503	0.098227	0.152172	0.055967	0.073659	
7040	0.081652	0.111311	0.117177	0.079478	0.070062	0.089799	0.095888	0.153853	0.055309	0.070638	
7050	0.082487	0.109066	0.118117	0.080395	0.070814	0.090210	0.095841	0.140217	0.057613	0.073659	
7060	0.082710	0.108772	0.119293	0.082628	0.071566	0.092220	0.095488	0.149045	0.057683	0.073424	
7070	0.081488	0.108055	0.122584	0.083416	0.070073	0.093995	0.095218	0.145354	0.056472	0.062385	
7080	0.080406	0.106621	0.121080	0.084791	0.068945	0.095794	0.099074	0.134657	0.057472	0.060399	
7090	0.081417	0.107197	0.116001	0.085167	0.069521	0.092162	0.096723	0.123913	0.057660	0.055896	
7100	0.083651	0.107455	0.114755	0.083921	0.070461	0.091315	0.093737	0.125594	0.056132	0.056684	
7110	0.080571	0.106585	0.115202	0.085931	0.069544	0.090457	0.094172	0.119869	0.056343	0.058130	
7120	0.086307	0.108748	0.116225	0.089999	0.068686	0.093455	0.092973	0.125500	0.060516	0.064560	
7130	0.085085	0.107114	0.115801	0.086025	0.068851	0.093619	0.094031	0.120515	0.062221	0.062562	
7140	0.084333	0.106609	0.116624	0.084297	0.071002	0.089411	0.091962	0.126428	0.060916	0.069450	
7150	0.083651	0.102048	0.118482	0.085731	0.069756	0.094148	0.092220	0.123889	0.059247	0.075833	
7160	0.082111	0.093278	0.118435	0.084297	0.068087	0.092056	0.093020	0.128568	0.060928	0.070132	
7170	0.086237	0.093760	0.116989	0.083804	0.070426	0.095806	0.094948	0.123748	0.060328	0.067558	
7180	0.083686	0.094842	0.115801	0.083192	0.070485	0.093431	0.095994	0.119058	0.061727	0.073189	
7190	0.084109	0.101989	0.112181	0.087107	0.069874	0.092209	0.097475	0.122949	0.058083	0.069662	
7200	0.087601	0.106421	0.113721	0.085602	0.067957	0.094724	0.098251	0.109360	0.064972	0.068051	
7210	0.089293	0.113145	0.116472	0.085555	0.070720	0.096229	0.097663	0.116025	0.063902	0.070532	
7220	0.088929	0.110829	0.114320	0.085861	0.070532	0.095159	0.102694	0.116095	0.060293	0.067734	
7230	0.086848	0.108396	0.115672	0.090175	0.068921	0.093843	0.105856	0.106491	0.078890	0.067005	
7240	0.087612	0.107737	0.116248	0.088271	0.068663	0.089775	0.109606	0.106009	0.079184	0.059576	
7250	0.088611	0.107161	0.117083	0.091033	0.068475	0.092538	0.114026	0.102330	0.073130	0.056661	
7260	0.086613	0.107937	0.117753	0.089822	0.067805	0.091879	0.110488	0.111758	0.078255	0.053310	
7270	0.083862	0.106832	0.117624	0.087236	0.067828	0.091010	0.103153	0.103447	0.072683	0.054886	
7280	0.085684	0.103517	0.116789	0.083545	0.068134	0.094430	0.101154	0.109853	0.067593	0.054697	
7290	0.084579	0.110112	0.120069	0.082605	0.070790	0.095547	0.098592	0.104340	0.065512	0.056508	
7300	0.082675	0.110453	0.117553	0.082428	0.070132	0.093584	0.100273	0.104070	0.070050	0.057507	
7310	0.085825	0.110347	0.116283	0.084144	0.068674	0.092644	0.100038	0.106961	0.064254	0.055814	
7320	0.089317	0.110864	0.117447	0.083862	0.068757	0.093784	0.099603	0.101871	0.057754	0.056766	
7330	0.087941	0.105998	0.115625	0.081699	0.069674	0.094513	0.098615	0.095288	0.059141	0.055932	
7340	0.089999	0.108901	0.116248	0.084168	0.072660	0.092514	0.096382	0.101531	0.061668	0.056085	
7350	0.089305	0.110382	0.122149	0.085661	0.072648	0.093772	0.099027	0.106926	0.058777	0.055614	
7360	0.090245	0.107914	0.119375	0.088153	0.071895	0.092785	0.093607	0.103588	0.060070	0.056472	
7370	0.088494	0.109113	0.119916	0.086695	0.075516	0.093372	0.088647	0.104422	0.060363	0.057131	
7380	0.090469	0.102259	0.123489	0.091327	0.072683	0.095136	0.088564	0.110523	0.062244	0.056226	
7390	0.090163	0.105139	0.121232	0.091010	0.072178	0.097428	0.089458	0.105081	0.061233	0.055438	
7400	0.093549	0.102941	0.115672	0.092420	0.071155	0.093831	0.089446	0.106585	0.066476	0.054991	
7410	0.091092	0.103270	0.118987	0.089787	0.073976	0.093678	0.090516	0.105245	0.064160	0.055603	
7420	0.094078	0.108819	0.115743	0.092773	0.068051	0.095383	0.094607	0.110700	0.063361	0.052217	
7430	0.091809	0.106738	0.118106	0.086401	0.070520	0.092973	0.093419	0.117071	0.063255	0.052546	
7440	0.090692	0.104422	0.112910	0.084662	0.070979	0.092068	0.094395	0.121432	0.060093	0.054427	
7450	0.091057	0.105951	0.117247	0.087330	0.067229	0.091597	0.096840	0.117706	0.059447	0.055979	
7460	0.089763	0.105339	0.116142	0.084650	0.068098	0.094372	0.095606	0.122655	0.065183	0.055473	
7470	0.086789	0.104528	0.115543	0.074540	0.068204	0.099203	0.096946	0.123113	0.069826	0.055661	
7480	0.090974	0.109971	0.117718	0.079513	0.068745	0.096135	0.097945	0.118905	0.072236	0.053804	
7490	0.089975	0.107878	0.117330	0.083169	0.068169	0.092832	0.097240	0.123372	0.062867	0.056390	
7500	0.087683	0.110664	0.116718	0.084450	0.067428	0.094313	0.098874	0.123325	0.070967	0.056038	
7510	0.090798	0.112945	0.118153	0.080324	0.069121	0.093255	0.098204	0.122008	0.072154	0.056519	
7520	0.093960	0.112063	0.117635	0.080536	0.068498	0.091280	0.096911	0.133270	0.077726	0.058130	
7530	0.091444	0.108584	0.116131	0.079630	0.069380	0.094195	0.096523	0.124783	0.077738	0.058412	
7540	0.097310	0.107655	0.117953	0.078220	0.068992	0.093102	0.095712	0.125547	0.072565	0.057178	
7550	0.095136	0.108302	0.116307	0.073518	0.070038	0.094571	0.099626	0.112616	0.071895	0.061304	
7560	0.095688	0.105939	0.116448	0.063725	0.068674	0.093208	0.097122	0.102436	0.069615	0.066653	
7570	0.096558	0.106174	0.116824	0.073071	0.067910	0.094289	0.102847	0.085555	0.068945	0.062785	
7580	0.096852	0.106139	0.116154	0.075069	0.070837	0.093831	0.097957	0.085567	0.068275	0.062456	
7590	0.098721	0.106009	0.117024	0.076645	0.067440	0.092502	0.093513	0.088129	0.078032	0.066018	
7600	0.099297	0.104046	0.114426	0.074517	0.068874	0.092667	0.091962	0.090257	0.069968	0.070050	
7610	0.098286	0.106103	0.114226	0.076997	0.070602	0.092502	0.091256	0.095383	0.064207	0.079290	
7620	0.097710	0.107455	0.118035	0.071837	0.069909	0.099473	0.093866	0.090245	0.064290	0.076621	
7630	0.096828	0.108078	0.115990	0.078866	0.072036	0.097346	0.090880	0.087224	0.063173	0.074141	
7640	0.099250	0.109630	0.115896	0.080230	0.067852	0.093725	0.094183	0.088776	0.063020	0.081053	
7650	0.101342	0.108537	0.116953	0.082228	0.071684	0.094395	0.094854	0.090410	0.065841	0.074858	
7660	0.101425	0.107079	0.117435	0.085132	0.070450	0.093455	0.094042	0.093854	0.064066	0.081617	
7670	0.099591	0.103670	0.115684	0.084873	0.068310	0.095324	0.094642	0.088717	0.065512	0.074270	
7680	0.101871	0.104081	0.116765	0.085473	0.066688	0.097933	0.104799	0.093408	0.060187	0.079513	
7690	0.107972	0.105927	0.117247	0.085767	0.066688	0.096488	0.100308	0.093678	0.059552	0.079395	
7700	0.102013	0.108631	0.117588	0.083804	0.065759	0.095124	0.103470	0.097628	0.064972	0.075257	
7710	0.104070	0.108631	0.116295	0.084579	0.062644	0.092996	0.099520	0.094912	0.066606	0.077620	
7720	0.099250	0.108349	0.117917	0.081217	0.062444	0.092855	0.100813	0.103188	0.064501	0.078232	
7730	0.100802	0.110159	0.117118	0.087718	0.067170	0.093760	0.099027	0.093713	0.065489	0.081594	
7740	0.111064	0.113157	0.117624	0.087013	0.063267	0.091292	0.105092	0.093796	0.068004	0.090445	
7750	0.112628	0.113262	0.117200	0.087530	0.062432	0.089234	0.099673	0.102130	0.069427	0.085614	
7760	0.100860	0.115061	0.114990	0.087953	0.067687	0.087612	0.099321	0.101883	0.068251	0.082005	
7770	0.100614	0.111346	0.118740	0.089728	0.068287	0.091774	0.103294	0.094266	0.064760	0.092585	
7780	0.102565	0.113015	0.118388	0.093243	0.069274	0.088365	0.099062	0.098333	0.070226	0.092867	
7790	0.110617	0.116754	0.117459	0.095030	0.069262	0.088858	0.098545	0.105363	0.067699	0.090633	
7800	0.108548	0.115743	0.118047	0.092350	0.067934	0.088717	0.093455	0.117729	0.071002	0.093078	
7810	0.106914	0.113403	0.117624	0.093243	0.066582	0.089834	0.093948	0.127239	0.064584	0.090504	
7820	0.109689	0.113180	0.117059	0.096323	0.067170	0.094454	0.094712	0.140617	0.066653	0.084885	
7830	0.100766	0.112005	0.115825	0.092444	0.069345	0.093020	0.094336	0.135233	0.061927	0.080101	
7840	0.098956	0.113051	0.116519	0.093960	0.069862	0.091045	0.094078	0.144296	0.056226	0.075351	
7850	0.098662	0.115026	0.116906	0.097134	0.070990	0.096335	0.094007	0.142721	0.059987	0.079442	
7860	0.099744	0.115320	0.117847	0.103658	0.071002	0.096088	0.090187	0.139912	0.055967	0.074329	
7870	0.100320	0.120221	0.117424	0.097451	0.070050	0.095688	0.093596	0.135680	0.058059	0.077620	
7880	0.101695	0.122643	0.115731	0.098404	0.068663	0.092350	0.099850	0.134116	0.055520	0.075927	
7890	0.100520	0.124101	0.115519	0.092538	0.069638	0.095735	0.096535	0.131342	0.055144	0.078431	
7900	0.096875	0.124489	0.114755	0.089458	0.071649	0.092573	0.095606	0.128662	0.055238	0.083451	
7910	0.097722	0.123360	0.116824	0.085038	0.073012	0.092984	0.101237	0.112816	0.053428	0.086496	
7920	0.097334	0.124935	0.113803	0.083862	0.076539	0.094595	0.101589	0.104340	0.052487	0.092326	
7930	0.097828	0.125664	0.113450	0.081088	0.081711	0.095864	0.103376	0.098674	0.056378	0.088835	
7940	0.099344	0.128615	0.114908	0.083792	0.080923	0.098815	0.101954	0.095723	0.058330	0.086284	
7950	0.100461	0.129614	0.115472	0.086190	0.084380	0.098886	0.106233	0.093490	0.055591	0.090974	
7960	0.100790	0.123842	0.113874	0.091139	0.084626	0.100884	0.102835	0.086590	0.056743	0.093067	
7970	0.098568	0.124453	0.114908	0.087365	0.074799	0.099803	0.108607	0.087307	0.058530	0.092173	
7980	0.098639	0.125888	0.115061	0.087836	0.069403	0.100379	0.109877	0.085308	0.056872	0.091832	
7990	0.097193	0.125476	0.113721	0.089528	0.067605	0.100002	0.114062	0.082910	0.058165	0.095959	
8000	0.097346	0.127228	0.116377	0.079419	0.066664	0.103811	0.112475	0.071108	0.058706	0.094995	
8010	0.097393	0.131154	0.113086	0.084015	0.069145	0.103541	0.111381	0.073823	0.058353	0.096147	
8020	0.098474	0.126934	0.114403	0.079525	0.067640	0.106644	0.103623	0.067722	0.058659	0.098204	
8030	0.096993	0.127674	0.113133	0.068357	0.069991	0.104399	0.103929	0.066676	0.057601	0.096405	
8040	0.096981	0.123948	0.114309	0.067628	0.069109	0.098368	0.104140	0.071143	0.058036	0.096676	
8050	0.100237	0.123830	0.112686	0.064960	0.065830	0.096241	0.101460	0.070579	0.058259	0.093784	
8060	0.101601	0.123960	0.113251	0.065030	0.064913	0.095159	0.100426	0.067711	0.057213	0.094795	
8070	0.100284	0.124077	0.112968	0.058471	0.065324	0.088224	0.100049	0.065806	0.056461	0.098721	
8080	0.099321	0.131213	0.111429	0.052864	0.064936	0.085919	0.099391	0.062668	0.056296	0.093607	
8090	0.098274	0.134069	0.115731	0.057284	0.063408	0.089035	0.101648	0.059940	0.055497	0.093737	
8100	0.099697	0.136761	0.114050	0.062985	0.064948	0.090868	0.103964	0.062797	0.058953	0.094736	
8110	0.100837	0.141534	0.113462	0.052558	0.066629	0.093890	0.102201	0.063984	0.058612	0.095712	
8120	0.102365	0.142145	0.114167	0.056931	0.067452	0.094759	0.102988	0.065383	0.058106	0.096288	
8130	0.104893	0.138642	0.119610	0.048761	0.068063	0.093560	0.105598	0.063878	0.059682	0.100943	
8140	0.103517	0.145025	0.118341	0.049255	0.071261	0.091821	0.103094	0.065642	0.058224	0.101378	
8150	0.097722	0.142439	0.117541	0.047809	0.069497	0.092902	0.108619	0.063761	0.059270	0.104516	
8160	0.102154	0.146930	0.116330	0.048220	0.067499	0.094571	0.106891	0.064678	0.058718	0.110700	
8170	0.101049	0.148046	0.117036	0.051864	0.069885	0.090081	0.106397	0.063220	0.059000	0.107902	
8180	0.099826	0.151444	0.113662	0.047985	0.074646	0.088294	0.108114	0.064396	0.059247	0.108090	
8190	0.099015	0.146694	0.113827	0.045658	0.081864	0.086037	0.106491	0.063608	0.057190	0.112416	
8200	0.100073	0.144484	0.113309	0.044999	0.073988	0.082734	0.108925	0.064313	0.057495	0.105398	
8210	0.101895	0.138231	0.114743	0.041249	0.073859	0.081500	0.110911	0.063655	0.059611	0.110852	
8220	0.098980	0.140570	0.113180	0.043495	0.073306	0.084862	0.113415	0.058847	0.061233	0.109806	
8230	0.097240	0.147235	0.113862	0.045963	0.071425	0.082522	0.110347	0.064349	0.060563	0.110852	
8240	0.099368	0.148516	0.112851	0.049607	0.071590	0.084403	0.106926	0.065618	0.061269	0.117118	
8250	0.100708	0.148599	0.114026	0.057754	0.079148	0.083862	0.109653	0.063620	0.059258	0.109007	
8260	0.099767	0.138595	0.112275	0.064396	0.089564	0.086378	0.111969	0.065242	0.057530	0.109336	
8270	0.098239	0.140970	0.110947	0.063173	0.085696	0.086507	0.117236	0.068275	0.057366	0.114508	
8280	0.098980	0.145625	0.110923	0.063149	0.077409	0.084591	0.116765	0.073894	0.056331	0.117964	
8290	0.097569	0.146412	0.112216	0.065665	0.074870	0.083592	0.114426	0.069215	0.054074	0.118776	
8300	0.100284	0.150421	0.112334	0.067593	0.073741	0.083122	0.106021	0.063479	0.057048	0.117189	
8310	0.100896	0.144825	0.111358	0.071531	0.071425	0.082369	0.108713	0.061245	0.058612	0.119081	
8320	0.106480	0.147317	0.111099	0.065077	0.073988	0.084815	0.109136	0.059787	0.061445	0.123489	
8330	0.104646	0.151596	0.114297	0.063561	0.079231	0.084803	0.108114	0.061445	0.060387	0.127992	
8340	0.103247	0.152819	0.115308	0.056472	0.083251	0.082746	0.109571	0.058177	0.059188	0.112522	
8350	0.108760	0.148634	0.116707	0.051900	0.089293	0.080618	0.112710	0.060034	0.059400	0.112463	
8360	0.107632	0.149880	0.112863	0.061598	0.086331	0.081840	0.113733	0.061104	0.060834	0.109653	
8370	0.107537	0.150503	0.113392	0.065548	0.095700	0.085249	0.108454	0.065183	0.059329	0.107032	
8380	0.107996	0.137231	0.113192	0.060281	0.104011	0.081217	0.110911	0.070367	0.057119	0.124994	
8390	0.100379	0.134140	0.111205	0.062315	0.107726	0.076210	0.110324	0.077973	0.056449	0.122761	
8400	0.099191	0.135221	0.110900	0.060881	0.108584	0.077573	0.108960	0.079795	0.059576	0.122725	
8410	0.099885	0.135456	0.114179	0.066594	0.107291	0.079607	0.108208	0.078902	0.058788	0.108184	
8420	0.099579	0.130590	0.112745	0.068616	0.110418	0.080065	0.107808	0.075728	0.067040	0.109771	
8430	0.101930	0.124665	0.112439	0.071613	0.104575	0.081864	0.107561	0.074047	0.066794	0.103376	
8440	0.103165	0.128850	0.110758	0.074082	0.104223	0.081159	0.108948	0.072612	0.060998	0.104669	
8450	0.099556	0.127204	0.114215	0.073553	0.094536	0.082699	0.109994	0.079431	0.059059	0.100132	
8460	0.100661	0.134880	0.110582	0.071660	0.091891	0.082793	0.112357	0.073447	0.059282	0.096734	
8470	0.102494	0.138407	0.110782	0.067440	0.092937	0.083416	0.111429	0.071178	0.062362	0.097052	
8480	0.099321	0.138971	0.110982	0.064407	0.090210	0.085720	0.110923	0.072718	0.060269	0.097745	
8490	0.099438	0.142451	0.111076	0.063291	0.094183	0.088059	0.109924	0.068957	0.061868	0.105022	
8500	0.103823	0.145119	0.112275	0.072377	0.093125	0.086496	0.111017	0.067581	0.064137	0.106256	
8510	0.103118	0.142627	0.114320	0.079137	0.096252	0.083921	0.109853	0.065089	0.065371	0.108678	
8520	0.104446	0.140358	0.113991	0.080759	0.097969	0.084521	0.107314	0.067393	0.063197	0.108784	
8530	0.103376	0.142368	0.113521	0.082311	0.109947	0.081170	0.107267	0.068098	0.063914	0.103376	
8540	0.102154	0.143097	0.112298	0.079689	0.106244	0.079701	0.103976	0.071366	0.057495	0.100237	
8550	0.099850	0.146542	0.113345	0.079548	0.107349	0.082699	0.099285	0.071366	0.056002	0.102718	
8560	0.099661	0.135762	0.115649	0.080818	0.114309	0.080406	0.099426	0.065442	0.055426	0.099062	
8570	0.099097	0.139430	0.115508	0.081206	0.104105	0.079995	0.102048	0.069051	0.055285	0.095194	
8580	0.098921	0.136644	0.112933	0.079207	0.121785	0.080606	0.097487	0.070579	0.056508	0.096217	
8590	0.099191	0.138795	0.111276	0.087365	0.117647	0.080653	0.094807	0.072742	0.052817	0.094971	
8600	0.098709	0.138971	0.113709	0.087483	0.118823	0.079148	0.098603	0.071049	0.054615	0.096429	
8610	0.101730	0.128403	0.109512	0.087154	0.113721	0.077891	0.098580	0.071813	0.053628	0.093255	
8620	0.100461	0.144144	0.113627	0.086836	0.108290	0.078102	0.097781	0.072236	0.056625	0.095782	
8630	0.102824	0.133387	0.114391	0.087918	0.110088	0.081535	0.096582	0.069509	0.057436	0.094583	
8640	0.106056	0.130919	0.114649	0.087988	0.112099	0.078655	0.100837	0.070026	0.055544	0.101660	
8650	0.107737	0.123971	0.114626	0.085567	0.109289	0.076116	0.104081	0.065148	0.057331	0.096205	
8660	0.106150	0.118505	0.115461	0.086307	0.111276	0.077691	0.102906	0.067993	0.055485	0.095100	
8670	0.107608	0.117647	0.110947	0.087236	0.117541	0.077985	0.101601	0.066535	0.058024	0.095641	
8680	0.104446	0.120845	0.113944	0.081840	0.116589	0.076715	0.101389	0.064854	0.055838	0.098251	
8690	0.104164	0.121797	0.109759	0.081711	0.112016	0.079525	0.104034	0.063996	0.055179	0.097017	
8700	0.112099	0.117565	0.112604	0.085637	0.101566	0.074305	0.109242	0.063702	0.058882	0.096088	
8710	0.110065	0.124218	0.110982	0.084897	0.109677	0.076362	0.104587	0.064478	0.060563	0.095853	
8720	0.120116	0.113780	0.109971	0.084579	0.111182	0.076551	0.107220	0.065254	0.059976	0.098698	
8730	0.118270	0.114932	0.112510	0.085943	0.110676	0.077785	0.103388	0.064619	0.060434	0.099250	
8740	0.112921	0.105833	0.113556	0.086778	0.110476	0.080453	0.104646	0.065160	0.061515	0.100484	
8750	0.118129	0.116660	0.116883	0.089058	0.107338	0.078114	0.105339	0.062914	0.065700	0.098603	
8760	0.116566	0.114696	0.115178	0.084250	0.104634	0.080500	0.104081	0.064772	0.069298	0.106597	
8770	0.114849	0.102694	0.111581	0.084097	0.109301	0.082052	0.101331	0.067922	0.071954	0.100802	
8780	0.108772	0.093243	0.113521	0.085731	0.113968	0.078079	0.103094	0.063867	0.074975	0.099661	
8790	0.109101	0.098662	0.112557	0.084979	0.108690	0.076903	0.102929	0.061468	0.079078	0.101777	
8800	0.108501	0.111017	0.113121	0.085132	0.118423	0.077820	0.104070	0.059223	0.077326	0.108302	
8810	0.108078	0.117212	0.113474	0.086155	0.114167	0.077832	0.102083	0.062092	0.088753	0.101119	
8820	0.108913	0.128062	0.116037	0.087859	0.118682	0.077514	0.101601	0.063314	0.089058	0.100931	
8830	0.106127	0.133740	0.111687	0.089293	0.117177	0.076715	0.104411	0.063467	0.067511	0.101307	
8840	0.106315	0.142439	0.114520	0.088753	0.120621	0.076233	0.102389	0.064384	0.064830	0.097839	
8850	0.106197	0.147764	0.112863	0.088482	0.115296	0.074317	0.104987	0.063420	0.062597	0.105457	
8860	0.111323	0.149010	0.111946	0.091292	0.119058	0.075046	0.103423	0.066911	0.058271	0.105210	
8870	0.104328	0.150832	0.108819	0.089881	0.122620	0.074388	0.100943	0.064055	0.059035	0.100884	
8880	0.106068	0.151737	0.111746	0.088905	0.119246	0.077561	0.102812	0.063561	0.062421	0.102060	
8890	0.104622	0.151208	0.111934	0.087318	0.119352	0.074094	0.101201	0.063843	0.057907	0.104481	
8900	0.104810	0.153125	0.109865	0.087883	0.126087	0.075152	0.103494	0.065794	0.056461	0.109642	
8910	0.108255	0.153301	0.108325	0.083968	0.123207	0.074411	0.102659	0.064008	0.057048	0.113768	
8920	0.110970	0.150785	0.109994	0.085426	0.127768	0.084815	0.100966	0.063514	0.057201	0.105480	
8930	0.105175	0.152737	0.108137	0.084238	0.128674	0.077056	0.101319	0.065430	0.059646	0.103235	
8940	0.101531	0.153113	0.108748	0.085532	0.121491	0.081347	0.103976	0.064243	0.059376	0.103388	
8950	0.105539	0.153900	0.110382	0.082146	0.125970	0.089799	0.100108	0.067558	0.059106	0.103306	
8960	0.110723	0.152161	0.108031	0.083733	0.134610	0.079454	0.092444	0.064102	0.055791	0.098603	
8970	0.111722	0.148869	0.106468	0.084403	0.132400	0.085426	0.090198	0.063831	0.056661	0.097922	
