T	s_1	s_2	s_3	s_4	s_5	s_6	s_7	s_8	s_9	s_10
8210	0.100084	0.138638	0.114483	0.043332	0.072336	0.082922	0.112519	0.062032	0.059098	0.111891
8220	0.099984	0.145832	0.114068	0.044397	0.072657	0.083273	0.112392	0.059886	0.060359	0.11256
8230	0.098367	0.145456	0.114776	0.044842	0.073896	0.084498	0.111658	0.064451	0.059542	0.111154
8240	0.100063	0.149147	0.113924	0.049285	0.07445	0.084147	0.107746	0.064906	0.059495	0.113354
8250	0.099984	0.147578	0.114019	0.056775	0.079419	0.085326	0.1084	0.065353	0.058635	0.106407
8260	0.100048	0.140484	0.11454	0.065732	0.09023	0.085069	0.106821	0.065031	0.057805	0.115455
8270	0.098926	0.142319	0.112548	0.062851	0.084604	0.086355	0.113179	0.069324	0.057054	0.115187
8280	0.098616	0.148428	0.111487	0.065836	0.078209	0.084291	0.114924	0.075484	0.055996	0.120328
8290	0.099622	0.147898	0.111358	0.064994	0.07465	0.082488	0.115296	0.069093	0.056079	0.120285
8300	0.099417	0.149874	0.111455	0.066	0.072388	0.084806	0.106817	0.062073	0.056259	0.116881
8310	0.100682	0.145189	0.113518	0.070359	0.073808	0.083252	0.108825	0.0594	0.058529	0.121517
8320	0.104008	0.148156	0.111465	0.063906	0.075777	0.084583	0.109525	0.059998	0.061364	0.128899
8330	0.10343	0.150046	0.114247	0.063577	0.076627	0.083994	0.107444	0.059916	0.058914	0.126851
8340	0.103334	0.152174	0.11517	0.054984	0.082629	0.083251	0.109955	0.057002	0.059207	0.114617
8350	0.1083	0.149113	0.11428	0.05335	0.090414	0.082131	0.11312	0.060601	0.05772	0.112501
8360	0.109173	0.150681	0.113168	0.06033	0.088807	0.082624	0.113553	0.061885	0.060899	0.111504
8370	0.105912	0.148242	0.114199	0.066432	0.09631	0.084097	0.109432	0.063934	0.059445	0.112266
8380	0.103755	0.139529	0.112652	0.060674	0.102854	0.081545	0.109708	0.071174	0.05769	0.120866
8390	0.100662	0.135626	0.112562	0.061354	0.107065	0.078225	0.110531	0.079608	0.057444	0.117118
8400	0.100391	0.135645	0.112641	0.062316	0.10991	0.078642	0.110517	0.079038	0.059172	0.118279
8410	0.100686	0.138251	0.113346	0.067687	0.108322	0.080885	0.108307	0.072665	0.061689	0.105862
8420	0.100273	0.128304	0.113404	0.069362	0.109185	0.080327	0.108546	0.077751	0.067493	0.109142
8430	0.100658	0.124503	0.111733	0.074919	0.101647	0.081595	0.108493	0.074265	0.065592	0.104299
8440	0.103028	0.127853	0.111065	0.073144	0.102173	0.080735	0.110603	0.073366	0.063354	0.106696
8450	0.101343	0.124952	0.111443	0.071661	0.093288	0.083218	0.110733	0.080186	0.059821	0.09958
8460	0.100266	0.132052	0.10996	0.072013	0.091387	0.08315	0.111846	0.078151	0.058651	0.0977
8470	0.101221	0.138039	0.110799	0.068027	0.095453	0.082722	0.111617	0.072332	0.060999	0.096808
8480	0.100302	0.141782	0.111883	0.063533	0.0904	0.086993	0.112011	0.07177	0.060686	0.09905
8490	0.100121	0.142843	0.112433	0.066817	0.094154	0.088674	0.111596	0.069125	0.063578	0.106095
8500	0.103717	0.14129	0.112411	0.073267	0.091591	0.085911	0.109016	0.067526	0.064829	0.1051
8510	0.105131	0.13895	0.11537	0.078933	0.098186	0.085071	0.1096	0.065077	0.065247	0.106252
8520	0.1035	0.140688	0.114756	0.078966	0.099569	0.083898	0.107445	0.066603	0.06448	0.107945
8530	0.101192	0.142116	0.114879	0.082467	0.110239	0.080573	0.104829	0.067696	0.062431	0.103593
8540	0.10273	0.14603	0.11311	0.078631	0.107396	0.08208	0.101773	0.070308	0.057712	0.099871
8550	0.100103	0.145698	0.11405	0.078561	0.109228	0.082672	0.098946	0.071381	0.056902	0.103011
8560	0.10004	0.139543	0.114538	0.07976	0.113216	0.080455	0.098696	0.066677	0.05588	0.099224
8570	0.099176	0.137938	0.113895	0.0817	0.107512	0.08066	0.10118	0.069842	0.056221	0.096326
8580	0.09947	0.135783	0.110996	0.080257	0.119833	0.082091	0.098493	0.070692	0.055894	0.096236
8590	0.098905	0.141235	0.111317	0.086657	0.117381	0.081007	0.095978	0.071523	0.054033	0.095784
8600	0.097651	0.133884	0.112631	0.087879	0.124686	0.080289	0.096686	0.069391	0.054603	0.0958
8610	0.100393	0.12943	0.111121	0.087252	0.114475	0.078539	0.098621	0.073079	0.054326	0.094934
8620	0.099797	0.142241	0.113159	0.086028	0.108199	0.080149	0.095867	0.072275	0.057996	0.096796
8630	0.103398	0.135596	0.112919	0.086888	0.111131	0.079409	0.095696	0.072173	0.055457	0.097334
8640	0.1047	0.129455	0.113795	0.086563	0.109869	0.079334	0.099836	0.068653	0.055497	0.10089
8650	0.106048	0.122552	0.11415	0.085972	0.109492	0.077811	0.102561	0.064642	0.055772	0.096391
8660	0.106284	0.120047	0.11361	0.085049	0.109401	0.076922	0.10295	0.067249	0.055289	0.095694
8670	0.107494	0.12286	0.112138	0.085854	0.115957	0.077873	0.103145	0.067522	0.058133	0.09581
8680	0.105638	0.118931	0.111949	0.081816	0.115415	0.078254	0.099565	0.066735	0.05701	0.096981
8690	0.106651	0.125519	0.11159	0.082861	0.11277	0.075432	0.101744	0.065074	0.056358	0.098392
8700	0.111567	0.120034	0.112102	0.084809	0.10474	0.074027	0.109058	0.06361	0.060962	0.096257
8710	0.112543	0.126062	0.111135	0.083335	0.111375	0.075558	0.10518	0.064923	0.059391	0.096773
8720	0.11572	0.111372	0.110258	0.084182	0.110672	0.075649	0.106967	0.065678	0.061394	0.098236
8730	0.116277	0.116173	0.111575	0.087704	0.111072	0.077632	0.105169	0.064017	0.058812	0.098633
8740	0.114815	0.111537	0.114017	0.085568	0.112063	0.078912	0.104567	0.064304	0.062611	0.101701
8750	0.113654	0.117155	0.116293	0.087273	0.10305	0.080191	0.104936	0.0633	0.067807	0.097962
8760	0.114153	0.111545	0.115987	0.085216	0.106957	0.080065	0.103063	0.063526	0.069189	0.105128
8770	0.113016	0.103011	0.113072	0.084866	0.110131	0.080255	0.102199	0.066095	0.071476	0.102091
8780	0.109837	0.095367	0.113766	0.0852	0.112164	0.077995	0.104261	0.063703	0.074752	0.101704
8790	0.108835	0.097946	0.115048	0.083691	0.110694	0.07838	0.105488	0.059665	0.080793	0.100622
8800	0.108657	0.111698	0.114218	0.086115	0.11677	0.078168	0.104328	0.059591	0.078198	0.10682
8810	0.108534	0.121819	0.114912	0.087779	0.115169	0.078309	0.101714	0.062102	0.086816	0.100739
8820	0.107929	0.132984	0.115295	0.088588	0.118886	0.076956	0.103759	0.062679	0.091135	0.10089
8830	0.108507	0.137368	0.1124	0.088879	0.119434	0.07786	0.101972	0.062816	0.069082	0.100454
8840	0.107177	0.144638	0.114052	0.086288	0.118711	0.078589	0.101694	0.065021	0.064403	0.101709
8850	0.105892	0.149496	0.115087	0.089073	0.114652	0.076053	0.103811	0.063233	0.061355	0.106386
8860	0.111504	0.150071	0.112498	0.092912	0.116659	0.076121	0.103143	0.065191	0.058723	0.10232
8870	0.105249	0.152149	0.111441	0.090576	0.120774	0.075416	0.1013	0.065707	0.057441	0.100324
8880	0.108096	0.15173	0.110167	0.088934	0.119798	0.07622	0.099427	0.064488	0.061411	0.102973
8890	0.105733	0.151568	0.109807	0.085593	0.11871	0.076391	0.09951	0.064016	0.058159	0.10625
8900	0.104847	0.153568	0.109493	0.086134	0.126383	0.077051	0.101347	0.065235	0.057988	0.105557
8910	0.108998	0.152317	0.110561	0.08501	0.123253	0.077957	0.102557	0.064306	0.057777	0.114268
8920	0.111857	0.152026	0.110427	0.08482	0.128734	0.082966	0.103383	0.065733	0.058471	0.106544
8930	0.10747	0.151636	0.110102	0.083773	0.129384	0.079012	0.101507	0.06454	0.057975	0.101146
8940	0.103683	0.152056	0.109481	0.083837	0.122208	0.081053	0.102387	0.065767	0.059424	0.101746
8950	0.106489	0.152173	0.108989	0.084203	0.128015	0.086136	0.095568	0.066647	0.058212	0.101682
8960	0.110048	0.151393	0.108313	0.082589	0.134591	0.081675	0.089721	0.065301	0.05623	0.099356
8970	0.11467	0.14858	0.108713	0.083905	0.132471	0.085912	0.08869	0.06446	0.056212	0.098184
8980	0.11273	0.149796	0.109112	0.0841	0.138833	0.085442	0.089752	0.065493	0.05949	0.09805
8990	0.116285	0.149704	0.108036	0.083497	0.139289	0.089352	0.090025	0.064589	0.057096	0.095826
9000	0.112437	0.150123	0.108243	0.084098	0.134418	0.106158	0.093491	0.068781	0.05769	0.100554
9010	0.11202	0.151277	0.109984	0.083656	0.127745	0.102803	0.093062	0.072995	0.057929	0.097503
9020	0.112248	0.15185	0.108302	0.08361	0.129148	0.103334	0.093839	0.066672	0.059369	0.098955
9030	0.110814	0.157537	0.106897	0.083602	0.1304	0.0944	0.095068	0.064561	0.059745	0.10125
9040	0.109166	0.15998	0.106178	0.083287	0.137342	0.083992	0.097101	0.066389	0.060069	0.100044
9050	0.11337	0.168785	0.107295	0.083946	0.137563	0.087651	0.096816	0.068195	0.057808	0.101411
9060	0.112985	0.167584	0.107584	0.083909	0.141285	0.085567	0.097815	0.067572	0.058744	0.102131
9070	0.11424	0.182765	0.108459	0.084684	0.140724	0.085952	0.093448	0.067677	0.05769	0.101637
9080	0.112079	0.174562	0.110466	0.083923	0.1365	0.078031	0.094397	0.065687	0.058288	0.099066
9090	0.113985	0.168197	0.110028	0.083352	0.132473	0.079423	0.095614	0.063035	0.060646	0.097328
9100	0.122289	0.171461	0.109156	0.083371	0.133516	0.07897	0.098112	0.065701	0.058928	0.094014
9110	0.119884	0.169694	0.1094	0.081762	0.134184	0.081565	0.098524	0.067392	0.058846	0.094158
9120	0.121426	0.161167	0.109147	0.08013	0.14228	0.08156	0.101342	0.064218	0.058878	0.094414
9130	0.128261	0.15697	0.10895	0.081727	0.138407	0.083423	0.102602	0.062125	0.06214	0.096873
9140	0.126203	0.160527	0.109781	0.078871	0.136271	0.083395	0.102128	0.070566	0.066407	0.097521
9150	0.130183	0.163976	0.109391	0.080418	0.135958	0.079054	0.103755	0.071062	0.064649	0.1002
9160	0.130377	0.161734	0.109112	0.080323	0.131976	0.081992	0.095363	0.07353	0.063511	0.10083
9170	0.129773	0.155936	0.108918	0.081917	0.132439	0.077633	0.096542	0.077933	0.065878	0.09778
9180	0.131272	0.155207	0.108788	0.081755	0.131388	0.076346	0.095354	0.072132	0.062271	0.095175
9190	0.131374	0.154506	0.111136	0.083968	0.128437	0.077629	0.097587	0.070289	0.06437	0.096588
9200	0.125427	0.153549	0.110471	0.083633	0.125545	0.078469	0.097254	0.072965	0.06497	0.089353
9210	0.122453	0.153083	0.107854	0.084159	0.130959	0.079699	0.099851	0.0748	0.06415	0.088763
9220	0.129155	0.153732	0.108735	0.084627	0.141963	0.080457	0.106771	0.076354	0.063616	0.0883
9230	0.12917	0.154902	0.108687	0.08384	0.136804	0.082935	0.107564	0.07539	0.066024	0.088772
9240	0.120874	0.155269	0.108697	0.085331	0.135197	0.086171	0.105436	0.079489	0.063463	0.085731
9250	0.116378	0.151289	0.108714	0.088655	0.134831	0.084244	0.098233	0.077339	0.059214	0.086508
9260	0.116914	0.145169	0.109252	0.087685	0.135981	0.085801	0.102822	0.078227	0.058532	0.083069
9270	0.116211	0.143147	0.109269	0.086186	0.142363	0.089232	0.116836	0.084131	0.06076	0.086946
9280	0.117006	0.148523	0.107659	0.090508	0.14042	0.085911	0.114771	0.082754	0.057721	0.084941
9290	0.108527	0.149895	0.110636	0.092101	0.132668	0.081721	0.112668	0.084416	0.057626	0.076978
9300	0.116499	0.144797	0.1105	0.090228	0.128149	0.079123	0.104299	0.084714	0.057703	0.078426
9310	0.118496	0.13747	0.11127	0.098583	0.120976	0.079338	0.105961	0.08855	0.056982	0.078013
9320	0.122033	0.132329	0.108765	0.096019	0.122022	0.079237	0.102888	0.087144	0.057983	0.077142
9330	0.117811	0.134752	0.108775	0.09474	0.115601	0.080988	0.105307	0.086856	0.05723	0.072347
9340	0.116058	0.128518	0.109164	0.089714	0.124231	0.080827	0.101371	0.094593	0.057766	0.069178
9350	0.107515	0.133647	0.109761	0.088104	0.126952	0.083884	0.100647	0.080089	0.05764	0.069679
9360	0.109811	0.131116	0.108942	0.084329	0.135399	0.085048	0.100967	0.084088	0.057793	0.067807
9370	0.107072	0.129054	0.107933	0.082924	0.150637	0.083933	0.101721	0.084386	0.05769	0.06861
9380	0.102931	0.125844	0.107266	0.082463	0.152474	0.083303	0.097985	0.081159	0.057597	0.068464
9390	0.105824	0.131098	0.106606	0.083643	0.153583	0.085365	0.097416	0.077731	0.058323	0.065578
9400	0.102529	0.118488	0.104899	0.081895	0.159497	0.082269	0.101554	0.072226	0.057893	0.064155
9410	0.110214	0.115206	0.105065	0.082242	0.16541	0.081724	0.102858	0.071262	0.05759	0.064594
9420	0.109386	0.112543	0.108365	0.084141	0.161996	0.082734	0.114936	0.074254	0.058273	0.059758
9430	0.099522	0.115228	0.107201	0.085837	0.163753	0.081033	0.108088	0.074455	0.058983	0.06401
9440	0.096269	0.116793	0.106698	0.089	0.16516	0.079802	0.108264	0.08155	0.057593	0.073211
9450	0.093314	0.113003	0.106427	0.087074	0.164014	0.077035	0.110066	0.072387	0.058098	0.073204
9460	0.091496	0.113844	0.108072	0.086968	0.161892	0.075146	0.104723	0.070521	0.057802	0.066257
9470	0.101193	0.115332	0.107313	0.086149	0.158171	0.074586	0.09952	0.073848	0.058895	0.063361
9480	0.101608	0.120049	0.105323	0.086125	0.151076	0.0733	0.100516	0.070892	0.062367	0.067154
9490	0.09219	0.111148	0.104227	0.089319	0.14847	0.072249	0.100935	0.071911	0.059298	0.068001
9500	0.096652	0.112639	0.103844	0.092293	0.146741	0.073534	0.104348	0.073	0.056754	0.071644
9510	0.103315	0.107127	0.10685	0.086738	0.143088	0.075086	0.102995	0.069629	0.05555	0.074098
9520	0.101159	0.105075	0.109712	0.084506	0.144087	0.077133	0.098913	0.069211	0.057721	0.077558
9530	0.109495	0.097004	0.109737	0.08814	0.13836	0.076651	0.107571	0.072215	0.057694	0.076467
9540	0.110139	0.094003	0.10863	0.084382	0.134406	0.077058	0.101425	0.075917	0.058284	0.079
9550	0.114542	0.09306	0.108417	0.088618	0.126875	0.076188	0.103913	0.07327	0.057916	0.080949
9560	0.099463	0.094867	0.11054	0.088541	0.129694	0.077317	0.105801	0.075233	0.056668	0.072586
9570	0.096467	0.093768	0.113518	0.078662	0.121819	0.079555	0.098577	0.072296	0.060129	0.077152
9580	0.096638	0.098293	0.110525	0.087571	0.125613	0.083311	0.100685	0.071474	0.059211	0.069706
9590	0.097022	0.099301	0.10911	0.08904	0.12804	0.086691	0.10433	0.070635	0.060424	0.073703
9600	0.087641	0.099235	0.106744	0.088595	0.129064	0.078876	0.105976	0.067761	0.059306	0.07248
9610	0.091623	0.099524	0.107543	0.092253	0.130667	0.078481	0.105446	0.063965	0.05976	0.073797
9620	0.085291	0.097819	0.105308	0.09256	0.122342	0.078812	0.108631	0.064822	0.057886	0.071573
9630	0.080463	0.098013	0.106202	0.093462	0.125443	0.078963	0.107674	0.062762	0.057785	0.075854
9640	0.073236	0.094194	0.104998	0.0964	0.128055	0.08006	0.106984	0.063626	0.060125	0.079365
9650	0.077688	0.09208	0.105788	0.097244	0.128134	0.086427	0.110854	0.062743	0.061799	0.073702
9660	0.079599	0.090172	0.104075	0.09749	0.129065	0.08384	0.117652	0.059438	0.060594	0.072484
9670	0.074467	0.088223	0.104103	0.105025	0.124779	0.080196	0.11043	0.060648	0.060577	0.074772
9680	0.074105	0.088349	0.104305	0.104358	0.121692	0.086314	0.111581	0.062504	0.065136	0.079312
9690	0.070718	0.090105	0.104524	0.098802	0.12346	0.082732	0.10518	0.061024	0.061369	0.080209
9700	0.067296	0.086846	0.104477	0.091452	0.107513	0.081309	0.101775	0.063115	0.064192	0.088425
9710	0.066219	0.089987	0.104957	0.094289	0.112357	0.077944	0.105817	0.068019	0.063288	0.088326
9720	0.064356	0.096258	0.103938	0.085549	0.113415	0.077606	0.107275	0.074489	0.059501	0.088149
9730	0.067112	0.098298	0.104078	0.085295	0.103775	0.077825	0.116328	0.072761	0.057414	0.085303
9740	0.070737	0.090334	0.103939	0.086775	0.099832	0.077889	0.11654	0.070375	0.057974	0.083039
9750	0.070317	0.092949	0.105158	0.08544	0.092518	0.077803	0.128913	0.08358	0.059292	0.080964
9760	0.070773	0.097376	0.104096	0.085588	0.091358	0.078275	0.127595	0.088182	0.057657	0.084298
9770	0.068035	0.096665	0.107406	0.088684	0.093795	0.078749	0.136462	0.082734	0.05731	0.080824
9780	0.069585	0.097524	0.105651	0.08447	0.097111	0.07805	0.136263	0.083927	0.057702	0.082597
9790	0.068735	0.097219	0.103923	0.080892	0.097105	0.078363	0.133085	0.081532	0.058862	0.07625
9800	0.068496	0.097758	0.103908	0.081316	0.103361	0.078411	0.126966	0.089737	0.06017	0.082389
9810	0.069582	0.103219	0.104415	0.085078	0.101587	0.077888	0.124028	0.078204	0.056586	0.084382
9820	0.070499	0.100043	0.104178	0.088687	0.099309	0.07988	0.125901	0.075288	0.054103	0.087714
9830	0.071374	0.097546	0.104	0.087581	0.095734	0.079999	0.126251	0.08421	0.056675	0.078564
9840	0.072981	0.096977	0.104178	0.091502	0.092197	0.082472	0.134647	0.087128	0.057126	0.077889
9850	0.07632	0.097671	0.104788	0.09236	0.0846	0.082864	0.126214	0.08221	0.057201	0.079333
9860	0.071656	0.098096	0.105647	0.091603	0.084985	0.082613	0.116488	0.088438	0.057063	0.084168
9870	0.070241	0.09896	0.10644	0.093544	0.083438	0.08547	0.122146	0.089247	0.056632	0.07427
9880	0.069226	0.093628	0.110686	0.092562	0.084816	0.082681	0.117749	0.094423	0.053949	0.071733
9890	0.066105	0.094606	0.105381	0.092314	0.089191	0.081295	0.1256	0.102926	0.056494	0.067064
9900	0.063475	0.09744	0.107196	0.096669	0.084491	0.080877	0.119742	0.098731	0.057057	0.067839
9910	0.065283	0.094342	0.109605	0.092871	0.085732	0.083309	0.118263	0.101046	0.05718	0.068558
9920	0.067523	0.095723	0.10883	0.09636	0.08842	0.086348	0.124515	0.098654	0.056993	0.068722
9930	0.068191	0.091973	0.113757	0.095452	0.085077	0.087926	0.128704	0.083838	0.057309	0.069193
9940	0.072076	0.094146	0.105081	0.087859	0.081574	0.08574	0.137627	0.08436	0.057888	0.070412
9950	0.069587	0.088082	0.103938	0.085056	0.079114	0.090977	0.133761	0.085843	0.057025	0.069392
9960	0.06962	0.089935	0.103831	0.084119	0.090275	0.095634	0.139922	0.08984	0.056703	0.069128
9970	0.069719	0.090331	0.103101	0.088775	0.096993	0.094549	0.137059	0.085279	0.054929	0.067929
9980	0.067412	0.09326	0.103659	0.086044	0.089726	0.094599	0.135135	0.085556	0.054305	0.070015
9990	0.066552	0.091932	0.104341	0.086832	0.082672	0.101326	0.132323	0.083862	0.054216	0.068852
10000	0.067441	0.087974	0.10502	0.085631	0.086684	0.093923	0.128627	0.082402	0.055737	0.067412
10010	0.069663	0.086396	0.104387	0.085434	0.08326	0.091857	0.137255	0.081697	0.054111	0.065245
10020	0.071341	0.089391	0.104061	0.086583	0.079285	0.088543	0.124534	0.081844	0.055398	0.069868
10030	0.071216	0.089382	0.103339	0.078342	0.078684	0.090723	0.115755	0.084078	0.05526	0.068939
10040	0.0727	0.082454	0.101209	0.078707	0.077859	0.091877	0.108259	0.083789	0.057534	0.068921
10050	0.074496	0.081492	0.099257	0.076875	0.077545	0.091903	0.102183	0.081392	0.057326	0.072176
10060	0.077077	0.078919	0.102006	0.07783	0.062598	0.092558	0.090616	0.080558	0.070651	0.071063
10070	0.07466	0.080636	0.10204	0.075664	0.063795	0.088859	0.08996	0.080113	0.067729	0.071906
10080	0.081504	0.078775	0.100877	0.070995	0.063286	0.092285	0.083113	0.081506	0.058954	0.071456
10090	0.085252	0.078888	0.101739	0.065271	0.059517	0.093129	0.081516	0.084035	0.060885	0.07221
10100	0.090944	0.079331	0.103737	0.070742	0.061414	0.08733	0.077851	0.086714	0.062075	0.073562
10110	0.091728	0.081181	0.103715	0.070823	0.064935	0.086172	0.079826	0.085953	0.06722	0.072611
10120	0.098182	0.085677	0.106304	0.07062	0.065731	0.085162	0.075209	0.086469	0.067391	0.070427
10130	0.100465	0.082789	0.107957	0.067385	0.070262	0.084719	0.069954	0.089041	0.068232	0.072782
10140	0.094309	0.079375	0.10436	0.072875	0.072062	0.084793	0.063551	0.089032	0.063641	0.073009
10150	0.094553	0.08116	0.104086	0.072672	0.070523	0.08633	0.062124	0.086108	0.059649	0.072193
10160	0.101394	0.08419	0.10363	0.077635	0.075502	0.083693	0.062106	0.084618	0.057619	0.071211
10170	0.100948	0.083388	0.102803	0.070087	0.080944	0.083387	0.06151	0.082397	0.05806	0.076588
10180	0.10224	0.083726	0.103687	0.063422	0.080762	0.089001	0.060423	0.078974	0.058876	0.075199
10190	0.095071	0.079269	0.103124	0.067281	0.081179	0.090001	0.060663	0.078136	0.058703	0.073471
10200	0.093182	0.081356	0.103824	0.078028	0.084445	0.092058	0.061396	0.079424	0.058655	0.074494
10210	0.087176	0.080692	0.104641	0.071692	0.086429	0.088547	0.067026	0.077192	0.058605	0.0753
10220	0.086403	0.080413	0.107577	0.076611	0.089275	0.088634	0.064954	0.079525	0.059147	0.076679
10230	0.083413	0.081412	0.106019	0.074689	0.090558	0.088313	0.062063	0.079258	0.057988	0.081452
10240	0.088082	0.080964	0.105878	0.07342	0.08875	0.084841	0.061223	0.079089	0.0604	0.082085
10250	0.088556	0.080343	0.108422	0.075973	0.090163	0.083826	0.062469	0.077895	0.062867	0.080941
10260	0.094004	0.080217	0.106617	0.077417	0.088147	0.083107	0.06027	0.077246	0.064323	0.076168
10270	0.098949	0.079434	0.106773	0.07724	0.087524	0.084838	0.060225	0.075902	0.064366	0.073666
10280	0.099156	0.082523	0.106746	0.079944	0.084454	0.082163	0.059947	0.075394	0.067408	0.072865
10290	0.098791	0.087322	0.106825	0.076544	0.084289	0.079504	0.056898	0.074733	0.06811	0.075488
10300	0.100589	0.095372	0.110529	0.07878	0.086522	0.080499	0.060527	0.073454	0.070232	0.072651
10310	0.099479	0.099681	0.110379	0.077507	0.083582	0.078223	0.06194	0.075141	0.070645	0.070243
10320	0.103595	0.09466	0.112341	0.08215	0.085587	0.080897	0.063788	0.073199	0.071939	0.072672
10330	0.109551	0.091789	0.112003	0.081574	0.085157	0.078434	0.06632	0.071334	0.07092	0.077654
10340	0.108805	0.086309	0.10976	0.08068	0.083912	0.078237	0.066691	0.075217	0.070164	0.075305
10350	0.10796	0.082629	0.110565	0.079947	0.083249	0.078374	0.061279	0.073849	0.070908	0.075833
10360	0.107786	0.081349	0.108146	0.078784	0.085837	0.078312	0.067553	0.075277	0.070731	0.079931
10370	0.103697	0.084658	0.107817	0.081728	0.084359	0.078876	0.068145	0.083615	0.071701	0.074336
10380	0.100266	0.083111	0.107275	0.081155	0.075479	0.079696	0.064377	0.077633	0.076631	0.073454
10390	0.099867	0.084751	0.104544	0.08457	0.079658	0.079397	0.076189	0.076387	0.071225	0.071884
10400	0.09395	0.090679	0.104357	0.082242	0.079506	0.079537	0.073894	0.075195	0.074317	0.071547
10410	0.095636	0.098651	0.102595	0.080836	0.072802	0.082361	0.067202	0.076157	0.075091	0.072934
10420	0.091654	0.094939	0.099615	0.082691	0.070268	0.085028	0.071188	0.07623	0.074488	0.072096
10430	0.092711	0.085119	0.102446	0.083923	0.074653	0.084431	0.079281	0.077037	0.06805	0.074264
10440	0.094244	0.082911	0.104819	0.085072	0.075419	0.083479	0.075892	0.074843	0.068377	0.069485
10450	0.088616	0.087755	0.107087	0.082623	0.074369	0.081384	0.080724	0.074494	0.069321	0.073448
10460	0.091621	0.094251	0.105651	0.081155	0.064882	0.086399	0.072952	0.078755	0.067921	0.078701
10470	0.090211	0.091174	0.108634	0.082801	0.065332	0.088931	0.073319	0.076764	0.068334	0.075736
10480	0.09637	0.091711	0.106448	0.079793	0.073044	0.086557	0.069131	0.075783	0.070476	0.073377
10490	0.093622	0.085285	0.105784	0.082745	0.071208	0.089171	0.069368	0.081694	0.071049	0.078035
10500	0.096771	0.085689	0.107781	0.084294	0.070867	0.088569	0.086545	0.08943	0.068564	0.071824
10510	0.099578	0.08559	0.111588	0.084433	0.072685	0.085446	0.08731	0.092242	0.068525	0.072078
10520	0.09839	0.088353	0.1087	0.084639	0.077142	0.088449	0.080882	0.091322	0.077117	0.073013
10530	0.086968	0.089961	0.111288	0.08172	0.073496	0.093135	0.081163	0.092162	0.070446	0.071896
10540	0.086416	0.089371	0.10931	0.082923	0.070257	0.09601	0.067483	0.086424	0.070727	0.073396
10550	0.091159	0.083713	0.106171	0.082974	0.064569	0.09449	0.063861	0.074396	0.069472	0.075709
10560	0.089401	0.081728	0.105221	0.080451	0.062917	0.095054	0.062801	0.073326	0.071421	0.074554
10570	0.086147	0.081882	0.106023	0.080785	0.06942	0.099188	0.064349	0.074899	0.07419	0.075457
10580	0.087979	0.080444	0.106072	0.082091	0.068982	0.103325	0.063399	0.072744	0.076417	0.075319
10590	0.089707	0.080446	0.108083	0.082566	0.061413	0.104712	0.061061	0.070435	0.067736	0.082164
10600	0.088485	0.07996	0.108495	0.081995	0.062653	0.108061	0.060125	0.069783	0.073826	0.090832
10610	0.088153	0.080563	0.112391	0.085238	0.064948	0.108494	0.059715	0.069425	0.0661	0.088582
10620	0.087713	0.081899	0.111959	0.090355	0.062995	0.110741	0.059296	0.068615	0.074135	0.083127
10630	0.093792	0.081729	0.109776	0.094787	0.062411	0.109775	0.057834	0.069427	0.070449	0.079233
10640	0.089937	0.083276	0.113264	0.096574	0.063658	0.107783	0.055143	0.066125	0.072391	0.073393
10650	0.091692	0.081716	0.110921	0.100837	0.06482	0.108824	0.056029	0.068917	0.074095	0.074548
10660	0.090517	0.079879	0.110636	0.094576	0.063083	0.106513	0.056964	0.068707	0.069548	0.071085
10670	0.091403	0.081004	0.108983	0.088844	0.066705	0.105912	0.059884	0.069111	0.067242	0.072476
10680	0.091628	0.084346	0.105145	0.088402	0.058966	0.102901	0.060511	0.06862	0.074046	0.070027
10690	0.096873	0.086442	0.103158	0.087551	0.063005	0.102616	0.056733	0.066433	0.079315	0.068918
10700	0.103184	0.084179	0.103678	0.091404	0.062779	0.101025	0.056851	0.067192	0.072194	0.06889
10710	0.101978	0.084145	0.104178	0.095495	0.067997	0.099094	0.058077	0.068278	0.069494	0.066765
10720	0.103151	0.081868	0.103464	0.100963	0.072824	0.099406	0.057345	0.066564	0.070255	0.06882
10730	0.1039	0.081954	0.103872	0.093016	0.06845	0.108942	0.057712	0.065387	0.067932	0.067212
10740	0.100124	0.080899	0.103465	0.09399	0.069643	0.109495	0.058684	0.069776	0.065278	0.064414
10750	0.101057	0.080903	0.101912	0.099138	0.071093	0.111781	0.057868	0.071184	0.063227	0.063835
10760	0.098111	0.080071	0.101973	0.101879	0.068802	0.112047	0.058024	0.071398	0.060804	0.067315
10770	0.100411	0.079597	0.102477	0.097887	0.068902	0.105924	0.057643	0.073193	0.059278	0.066771
10780	0.107949	0.079187	0.10515	0.098102	0.064031	0.10652	0.058633	0.070963	0.058321	0.067232
10790	0.103479	0.081518	0.104527	0.094601	0.060619	0.107273	0.060494	0.070437	0.058141	0.071519
10800	0.105114	0.081029	0.104272	0.092564	0.061065	0.112015	0.061771	0.073356	0.05769	0.07448
10810	0.102931	0.082757	0.104238	0.096328	0.058072	0.115597	0.066305	0.07396	0.05769	0.070215
10820	0.099804	0.086411	0.104773	0.099302	0.061091	0.112212	0.058396	0.070932	0.05769	0.071281
10830	0.100676	0.084786	0.109939	0.105804	0.05959	0.104739	0.059103	0.071021	0.057746	0.076018
