T	s_1	s_2	s_3	s_4	s_5	s_6	s_7	s_8	s_9	s_10
13720	0.141686	0.081681	0.129166	0.101348	0.092088	0.090376	0.059036	0.125302	0.144185	0.126181
13730	0.138834	0.080636	0.129604	0.100359	0.092464	0.093416	0.05619	0.124245	0.149725	0.126071
13740	0.130587	0.078891	0.128225	0.103524	0.092438	0.086972	0.058986	0.124991	0.147177	0.126551
13750	0.122864	0.077108	0.131443	0.103606	0.091707	0.092868	0.063561	0.124419	0.148195	0.126247
13760	0.115613	0.082812	0.133001	0.102755	0.090698	0.084939	0.065028	0.124833	0.149239	0.125682
13770	0.121653	0.085351	0.136929	0.103759	0.092127	0.085816	0.068804	0.123741	0.143389	0.124586
13780	0.119053	0.088412	0.128162	0.103768	0.088853	0.0854	0.067329	0.128209	0.147602	0.125604
13790	0.114126	0.088083	0.135749	0.103802	0.087309	0.084675	0.068942	0.127039	0.143238	0.127612
13800	0.104087	0.087754	0.133314	0.104713	0.091799	0.089678	0.066977	0.124339	0.125544	0.127559
13810	0.103013	0.087351	0.129687	0.104771	0.093118	0.082636	0.061685	0.124536	0.121021	0.126906
13820	0.099313	0.086287	0.118801	0.105593	0.090344	0.087166	0.058012	0.124517	0.110502	0.129485
13830	0.094322	0.084577	0.119285	0.107136	0.092477	0.082163	0.058128	0.121382	0.113427	0.128575
13840	0.094507	0.086836	0.123026	0.110782	0.091744	0.082249	0.057754	0.123156	0.11277	0.127777
13850	0.092754	0.084677	0.118281	0.111811	0.092102	0.080351	0.061015	0.129674	0.099204	0.126706
13860	0.090148	0.088234	0.121381	0.11442	0.095615	0.078757	0.058182	0.128759	0.09227	0.12619
13870	0.088365	0.089103	0.119123	0.115275	0.09016	0.078976	0.058271	0.134352	0.093689	0.129812
13880	0.087399	0.089678	0.121077	0.11973	0.090499	0.081958	0.058399	0.124295	0.099234	0.126596
13890	0.088063	0.0956	0.123904	0.11977	0.09101	0.079847	0.058077	0.124231	0.106763	0.127546
13900	0.090162	0.093897	0.125421	0.119423	0.091038	0.081847	0.056958	0.122071	0.10806	0.126627
13910	0.088938	0.092804	0.130783	0.1209	0.091785	0.081711	0.05705	0.122225	0.116938	0.129959
13920	0.090081	0.092457	0.132019	0.130618	0.090778	0.079214	0.05714	0.122597	0.116012	0.132085
13930	0.089097	0.093021	0.13515	0.123766	0.094824	0.081858	0.05615	0.122214	0.1017	0.129933
13940	0.089954	0.089633	0.13139	0.125557	0.096803	0.080288	0.059401	0.120502	0.100272	0.128373
13950	0.089161	0.09238	0.137046	0.122065	0.093605	0.081117	0.058722	0.122651	0.109617	0.129157
13960	0.087827	0.093103	0.13825	0.115444	0.09354	0.080389	0.057552	0.122868	0.11669	0.127498
13970	0.087747	0.091163	0.135241	0.115803	0.092156	0.081246	0.061864	0.122116	0.125952	0.126794
13980	0.089446	0.090271	0.139085	0.118414	0.092278	0.08445	0.059191	0.121238	0.13937	0.127082
13990	0.087744	0.087181	0.136716	0.121645	0.094	0.090039	0.059068	0.127798	0.117014	0.126949
14000	0.089267	0.089844	0.13629	0.122257	0.093542	0.084863	0.057795	0.124467	0.12539	0.1267
14010	0.088597	0.090757	0.140243	0.114589	0.093417	0.084811	0.056793	0.121067	0.116461	0.126722
14020	0.088841	0.090522	0.143625	0.108978	0.094024	0.086225	0.05806	0.120218	0.108439	0.128385
14030	0.083002	0.089943	0.145633	0.107501	0.096871	0.087316	0.057847	0.121911	0.109322	0.126862
14040	0.087828	0.087844	0.139978	0.111588	0.096839	0.081638	0.05641	0.120321	0.103648	0.126756
14050	0.086429	0.087396	0.147203	0.108899	0.098875	0.08228	0.058795	0.120814	0.111243	0.126584
14060	0.088071	0.088444	0.140188	0.110639	0.101129	0.079703	0.057682	0.121907	0.119036	0.126345
14070	0.084454	0.087069	0.137533	0.107182	0.099016	0.079273	0.059412	0.125382	0.12768	0.125905
14080	0.084631	0.086756	0.131837	0.111966	0.099487	0.077052	0.060401	0.127792	0.132755	0.127313
14090	0.081705	0.085868	0.128356	0.11459	0.099193	0.078705	0.05886	0.128231	0.124682	0.126034
14100	0.07878	0.086045	0.131192	0.108839	0.099448	0.079089	0.059799	0.122162	0.12878	0.125515
14110	0.07894	0.085094	0.128516	0.105545	0.099934	0.078773	0.059098	0.12192	0.134782	0.125849
14120	0.083969	0.08484	0.122058	0.107446	0.099126	0.07906	0.059588	0.129423	0.161819	0.126549
14130	0.08356	0.083675	0.123187	0.109182	0.100015	0.080979	0.060274	0.1309	0.155292	0.12694
14140	0.084269	0.084581	0.126885	0.107505	0.10035	0.080969	0.059015	0.128444	0.157557	0.127101
14150	0.087323	0.084601	0.123451	0.108467	0.099935	0.079779	0.059186	0.137541	0.160265	0.126822
14160	0.090178	0.086117	0.129813	0.110196	0.101967	0.081558	0.059928	0.12834	0.144467	0.126174
14170	0.093608	0.086626	0.131298	0.110035	0.10143	0.075931	0.05949	0.1211	0.140923	0.126004
14180	0.098737	0.087657	0.133678	0.110606	0.101174	0.080038	0.062216	0.123416	0.154779	0.125933
14190	0.094522	0.087278	0.133342	0.113105	0.103195	0.076662	0.0586	0.123081	0.146085	0.127251
14200	0.097966	0.08633	0.130843	0.116244	0.107684	0.078058	0.059682	0.128368	0.149057	0.125898
14210	0.101646	0.084052	0.129685	0.117387	0.109302	0.079228	0.059163	0.127276	0.131148	0.127826
14220	0.10744	0.086375	0.128257	0.121377	0.104631	0.085172	0.06254	0.12684	0.141646	0.126146
14230	0.100823	0.086753	0.12613	0.123225	0.098767	0.081851	0.063159	0.132819	0.142313	0.126879
14240	0.107174	0.086911	0.125328	0.117301	0.097674	0.091761	0.062268	0.133342	0.152869	0.125438
14250	0.101791	0.089279	0.12135	0.11946	0.100202	0.079937	0.065842	0.127846	0.169212	0.126684
14260	0.102404	0.091203	0.123043	0.122479	0.10196	0.083167	0.06577	0.122113	0.158222	0.126633
14270	0.106524	0.097065	0.123401	0.121887	0.104327	0.088556	0.062569	0.114968	0.157785	0.126159
14280	0.11216	0.095081	0.125799	0.121235	0.103806	0.07828	0.065354	0.120319	0.15499	0.124223
14290	0.105668	0.098662	0.12326	0.118339	0.104675	0.077548	0.061154	0.126066	0.145424	0.123166
14300	0.110747	0.099061	0.123386	0.11835	0.105583	0.079028	0.065222	0.123898	0.153507	0.126639
14310	0.110508	0.10505	0.122514	0.117865	0.102542	0.078145	0.064206	0.115928	0.160204	0.125673
14320	0.105926	0.111763	0.122463	0.119759	0.09968	0.07732	0.067849	0.118188	0.158176	0.120953
14330	0.107558	0.107497	0.122425	0.126516	0.098247	0.076943	0.069827	0.117359	0.151711	0.124058
14340	0.102946	0.09657	0.125687	0.123732	0.098273	0.076261	0.071729	0.120546	0.143573	0.119708
14350	0.104329	0.098039	0.123584	0.127306	0.096875	0.075538	0.071582	0.121911	0.138966	0.125409
14360	0.104633	0.086311	0.120985	0.130901	0.097955	0.074623	0.071443	0.121475	0.145463	0.129755
14370	0.104543	0.087375	0.118916	0.128311	0.098806	0.075195	0.081348	0.120529	0.147711	0.129768
14380	0.098948	0.08895	0.121763	0.129322	0.095913	0.074635	0.080419	0.120778	0.153057	0.127611
14390	0.103178	0.087202	0.121173	0.126689	0.096919	0.075174	0.077037	0.120355	0.159396	0.122966
14400	0.100864	0.086864	0.121166	0.126952	0.097025	0.080157	0.075017	0.119859	0.157391	0.12601
14410	0.101526	0.089961	0.120541	0.135754	0.096251	0.081456	0.069059	0.11654	0.160158	0.137652
14420	0.100641	0.089404	0.112136	0.141208	0.097034	0.077846	0.059946	0.113632	0.160183	0.141374
14430	0.110812	0.089004	0.113348	0.139603	0.095955	0.075075	0.058384	0.111393	0.149529	0.134809
14440	0.106457	0.089692	0.122799	0.135765	0.096821	0.079139	0.05749	0.105766	0.156907	0.129146
14450	0.104088	0.08965	0.118594	0.136016	0.095564	0.076411	0.057907	0.110699	0.163683	0.12762
14460	0.109299	0.090168	0.119306	0.131864	0.094966	0.076246	0.058352	0.107964	0.15878	0.132267
14470	0.118937	0.091128	0.120586	0.137091	0.094161	0.073328	0.058046	0.107275	0.163495	0.122983
14480	0.114947	0.089244	0.120859	0.118946	0.093645	0.073945	0.058195	0.111203	0.168259	0.114131
14490	0.114155	0.087445	0.118771	0.116713	0.095162	0.072591	0.058573	0.113515	0.159722	0.117774
14500	0.106743	0.088471	0.123255	0.111743	0.095146	0.069813	0.058918	0.114453	0.160356	0.118025
14510	0.103325	0.086336	0.122613	0.112394	0.096234	0.069642	0.05703	0.115365	0.145538	0.106512
14520	0.10166	0.086647	0.123438	0.112013	0.095909	0.07405	0.057636	0.11718	0.153045	0.111633
14530	0.108146	0.086604	0.116227	0.110899	0.09385	0.075307	0.05784	0.119283	0.156015	0.118021
14540	0.105381	0.087143	0.123053	0.130564	0.091519	0.07682	0.057526	0.120702	0.154501	0.122432
14550	0.102196	0.087542	0.130712	0.122382	0.091416	0.076373	0.05867	0.124194	0.174664	0.120273
14560	0.101166	0.088749	0.127009	0.1106	0.091979	0.076938	0.062206	0.122029	0.181624	0.121285
14570	0.09974	0.086588	0.112806	0.106321	0.092074	0.076286	0.062116	0.120581	0.167497	0.115409
14580	0.105434	0.087079	0.112994	0.094009	0.092088	0.077532	0.059715	0.11858	0.157231	0.114465
14590	0.104156	0.086043	0.106676	0.100181	0.092478	0.076677	0.060045	0.117795	0.15279	0.119005
14600	0.107546	0.086817	0.110323	0.098972	0.092943	0.076056	0.063381	0.118604	0.148119	0.119399
14610	0.105916	0.086963	0.107931	0.102351	0.092152	0.076578	0.064009	0.118553	0.136142	0.120092
14620	0.097452	0.088464	0.107658	0.104179	0.092302	0.080604	0.059976	0.117112	0.141316	0.122219
14630	0.09597	0.087784	0.105663	0.105944	0.090571	0.081578	0.060995	0.116602	0.129148	0.123141
14640	0.096941	0.087732	0.109136	0.108333	0.093226	0.082062	0.062657	0.115479	0.119987	0.124114
14650	0.099431	0.087593	0.104571	0.102676	0.098901	0.076354	0.062977	0.115955	0.123594	0.126822
14660	0.097962	0.087098	0.099918	0.097584	0.094235	0.076677	0.06354	0.114287	0.123518	0.125605
14670	0.095785	0.087799	0.096128	0.09665	0.092366	0.077477	0.066135	0.112258	0.116035	0.12398
14680	0.094456	0.087618	0.085262	0.092674	0.091746	0.076732	0.062255	0.109583	0.115785	0.12176
14690	0.092251	0.089038	0.091133	0.096899	0.092591	0.077234	0.064356	0.099264	0.1257	0.117306
14700	0.093002	0.087763	0.091353	0.100005	0.092027	0.076439	0.062499	0.104821	0.119324	0.114369
14710	0.091878	0.086647	0.086159	0.092994	0.092944	0.07698	0.062148	0.105237	0.11634	0.122489
14720	0.091891	0.086647	0.087212	0.086785	0.092616	0.076829	0.065299	0.11665	0.120747	0.124799
14730	0.09158	0.088403	0.093432	0.075921	0.092907	0.075592	0.065882	0.117101	0.115456	0.126031
14740	0.092168	0.090315	0.097563	0.079466	0.094053	0.077209	0.069787	0.124689	0.115984	0.125149
14750	0.091126	0.09227	0.100527	0.07728	0.097081	0.077366	0.076221	0.128039	0.120085	0.126192
14760	0.093346	0.09135	0.104577	0.069745	0.099267	0.077144	0.083215	0.139766	0.120455	0.125334
14770	0.093551	0.09201	0.104809	0.065916	0.104284	0.076348	0.087195	0.141266	0.118519	0.124059
14780	0.097367	0.092136	0.113614	0.067154	0.102115	0.077128	0.085582	0.142077	0.124894	0.126948
14790	0.095566	0.097146	0.117593	0.067283	0.103165	0.077433	0.087879	0.148348	0.127802	0.126625
14800	0.096324	0.104238	0.107623	0.066451	0.107715	0.077179	0.085218	0.141044	0.127699	0.124372
14810	0.095667	0.10602	0.093574	0.066544	0.110805	0.077975	0.082339	0.14921	0.130206	0.126776
14820	0.094383	0.108393	0.090618	0.078451	0.120469	0.079722	0.08457	0.142292	0.125514	0.12633
14830	0.095552	0.103719	0.08981	0.090947	0.126799	0.077113	0.089535	0.153197	0.124624	0.127625
14840	0.095704	0.104776	0.086841	0.083682	0.127107	0.077922	0.087372	0.15298	0.128793	0.131652
14850	0.098405	0.100862	0.087838	0.078236	0.129161	0.077826	0.090265	0.159942	0.135759	0.128619
14860	0.100472	0.103331	0.081976	0.072398	0.133913	0.078902	0.092617	0.14953	0.132626	0.126872
14870	0.097231	0.101049	0.07882	0.072781	0.13148	0.084932	0.092807	0.140074	0.132222	0.125879
14880	0.096512	0.102574	0.071696	0.076579	0.128887	0.088668	0.091201	0.144691	0.128558	0.12575
14890	0.08933	0.104008	0.068599	0.079605	0.126256	0.083444	0.094533	0.145354	0.128307	0.124464
14900	0.087041	0.107389	0.065319	0.083995	0.128069	0.084422	0.095443	0.159033	0.119447	0.12511
14910	0.087477	0.100968	0.064248	0.078596	0.131107	0.091803	0.092063	0.168951	0.12536	0.124133
14920	0.086931	0.105815	0.066451	0.080381	0.131995	0.089577	0.09179	0.151607	0.141797	0.123155
14930	0.097153	0.114785	0.066461	0.081154	0.137387	0.088528	0.086162	0.151334	0.154607	0.118676
14940	0.099224	0.115533	0.069053	0.08562	0.149231	0.088277	0.08554	0.153417	0.152703	0.114335
14950	0.096504	0.116717	0.069726	0.079246	0.134913	0.078775	0.08411	0.14201	0.153935	0.110702
14960	0.10684	0.122388	0.06454	0.084311	0.1206	0.082903	0.086517	0.142926	0.161007	0.108387
14970	0.096292	0.122052	0.060709	0.078635	0.118933	0.082229	0.086662	0.135769	0.165288	0.112207
14980	0.088726	0.120444	0.063628	0.074196	0.109911	0.085554	0.083917	0.131421	0.166223	0.12063
14990	0.086684	0.123246	0.069703	0.074141	0.108257	0.100151	0.085279	0.127371	0.16214	0.116999
15000	0.085985	0.115818	0.069392	0.07169	0.116087	0.094305	0.079356	0.122859	0.169344	0.116974
15010	0.081974	0.110188	0.06529	0.071901	0.118539	0.094531	0.080306	0.130002	0.168114	0.112368
15020	0.079003	0.105144	0.063233	0.07559	0.109974	0.08888	0.080192	0.129785	0.163495	0.116304
15030	0.080491	0.100005	0.059087	0.080661	0.114397	0.090328	0.08251	0.129015	0.156455	0.115438
15040	0.083168	0.094802	0.061231	0.07987	0.105995	0.081285	0.086725	0.126866	0.175038	0.117964
15050	0.086703	0.0932	0.058969	0.090593	0.107782	0.077034	0.085766	0.128693	0.165071	0.121646
15060	0.087738	0.087852	0.06385	0.098504	0.113634	0.075227	0.081713	0.135789	0.170388	0.125452
15070	0.089604	0.088234	0.061708	0.10727	0.109033	0.075909	0.077302	0.138095	0.168225	0.126453
15080	0.091504	0.087402	0.052615	0.123406	0.104582	0.073999	0.076361	0.134104	0.172152	0.127286
15090	0.094449	0.087231	0.050623	0.128036	0.117253	0.071109	0.078438	0.131913	0.16231	0.130898
15100	0.09462	0.088448	0.050011	0.137108	0.11946	0.069435	0.078654	0.121002	0.17222	0.128809
15110	0.09486	0.087857	0.049128	0.146208	0.115352	0.070276	0.080059	0.115185	0.151344	0.130666
15120	0.097668	0.087907	0.049961	0.151324	0.123055	0.072314	0.077529	0.110077	0.148246	0.133739
15130	0.099784	0.08827	0.050322	0.165612	0.118911	0.072056	0.075706	0.108977	0.151052	0.13371
15140	0.110691	0.088086	0.049584	0.138342	0.115551	0.071906	0.07775	0.107502	0.150932	0.127887
15150	0.109844	0.087169	0.049226	0.128387	0.112237	0.072087	0.078339	0.111981	0.153318	0.13242
15160	0.109299	0.087177	0.049227	0.129329	0.110152	0.066853	0.078907	0.103653	0.148899	0.140805
15170	0.109453	0.08797	0.049233	0.142222	0.099077	0.070082	0.074434	0.103063	0.143621	0.139115
15180	0.118139	0.088388	0.049043	0.121861	0.099177	0.075377	0.073849	0.103246	0.14355	0.139225
15190	0.118692	0.088872	0.04917	0.103205	0.109005	0.074446	0.071549	0.106245	0.14077	0.141571
15200	0.127151	0.08929	0.049527	0.096484	0.123452	0.076331	0.071924	0.107037	0.130909	0.1398
15210	0.125412	0.088563	0.052463	0.103784	0.12465	0.077833	0.069325	0.103012	0.131235	0.13086
15220	0.124319	0.087836	0.053388	0.091572	0.12195	0.07649	0.067525	0.102228	0.136536	0.130526
15230	0.114145	0.087203	0.052183	0.099029	0.119926	0.076723	0.066773	0.102943	0.131241	0.128247
15240	0.114306	0.08728	0.054442	0.126885	0.122683	0.076959	0.068515	0.108166	0.137164	0.125154
15250	0.114098	0.087262	0.05595	0.128377	0.105043	0.077022	0.067606	0.105857	0.137138	0.124641
15260	0.11551	0.086865	0.06464	0.122312	0.103341	0.077076	0.069904	0.104785	0.134227	0.125395
15270	0.121251	0.086401	0.055579	0.122206	0.104743	0.076594	0.071216	0.104913	0.144803	0.125287
15280	0.12248	0.085888	0.057572	0.123636	0.101045	0.077601	0.066157	0.105619	0.137048	0.126054
15290	0.125465	0.086012	0.055596	0.1252	0.098481	0.076097	0.068734	0.104339	0.122162	0.12651
15300	0.122574	0.087528	0.055804	0.126255	0.100862	0.077922	0.069557	0.10507	0.124002	0.123589
15310	0.125496	0.087136	0.053197	0.123401	0.105956	0.080339	0.068168	0.104824	0.130518	0.121567
15320	0.131308	0.080312	0.054043	0.131312	0.100155	0.082017	0.068295	0.105013	0.127466	0.127663
15330	0.126877	0.086195	0.053004	0.134531	0.098769	0.085596	0.068903	0.104812	0.125506	0.126305
15340	0.136116	0.088088	0.050929	0.131993	0.095361	0.085646	0.068584	0.109991	0.123266	0.12572
15350	0.132412	0.089562	0.050813	0.13436	0.094644	0.085905	0.068481	0.108743	0.125089	0.125895
15360	0.133434	0.087488	0.04975	0.136437	0.09605	0.081376	0.065834	0.10615	0.133999	0.126468
15370	0.128436	0.091844	0.049647	0.133904	0.098202	0.082712	0.071138	0.105571	0.138479	0.126772
15380	0.13315	0.088448	0.050695	0.127517	0.108607	0.08108	0.076762	0.105508	0.140467	0.126637
15390	0.124903	0.084134	0.050224	0.130384	0.109404	0.080054	0.070574	0.099994	0.143856	0.124618
15400	0.125973	0.085186	0.050107	0.12496	0.109503	0.076812	0.071086	0.098608	0.136461	0.125087
15410	0.135234	0.088367	0.049805	0.129588	0.10553	0.077398	0.07832	0.098948	0.136866	0.120708
15420	0.145156	0.088871	0.049418	0.124613	0.107256	0.077058	0.087625	0.102888	0.137082	0.120505
15430	0.143294	0.087514	0.04903	0.118977	0.107765	0.074577	0.085066	0.110234	0.129975	0.122993
15440	0.144854	0.087117	0.048732	0.12497	0.102892	0.076929	0.087913	0.107609	0.136501	0.123777
15450	0.139699	0.081309	0.048368	0.1145	0.104562	0.076804	0.093556	0.111732	0.135585	0.123537
15460	0.138673	0.077824	0.048907	0.119049	0.106355	0.077936	0.111724	0.108698	0.131342	0.121145
15470	0.132454	0.081513	0.049238	0.119989	0.106333	0.077558	0.106449	0.106129	0.133791	0.123761
15480	0.130704	0.085123	0.050575	0.119639	0.11019	0.077735	0.098744	0.108732	0.124398	0.11646
15490	0.127987	0.083302	0.050147	0.123492	0.114723	0.081466	0.089035	0.107784	0.123324	0.112918
15500	0.117283	0.081029	0.049044	0.130439	0.11475	0.080261	0.075925	0.105993	0.120746	0.117295
15510	0.123324	0.083469	0.050635	0.131811	0.110613	0.081186	0.087414	0.104914	0.119554	0.115423
15520	0.121159	0.083103	0.054057	0.132365	0.111448	0.078111	0.090733	0.102936	0.11277	0.110276
15530	0.121344	0.081381	0.051493	0.133082	0.112557	0.079799	0.090116	0.10397	0.117355	0.113199
15540	0.128021	0.085508	0.052219	0.134451	0.10784	0.079284	0.09318	0.103182	0.112858	0.109981
15550	0.145625	0.079678	0.051882	0.13529	0.103811	0.079022	0.090729	0.099811	0.113768	0.108677
15560	0.153086	0.086143	0.047979	0.133788	0.105485	0.079189	0.087561	0.09656	0.110535	0.106239
15570	0.149295	0.085796	0.050485	0.131317	0.106753	0.077763	0.095768	0.089101	0.111088	0.105682
15580	0.14204	0.08939	0.049361	0.129219	0.106815	0.077762	0.090617	0.079994	0.109402	0.099639
15590	0.142495	0.089902	0.049691	0.126776	0.097843	0.078869	0.090042	0.083405	0.105699	0.0945
15600	0.147653	0.092045	0.049868	0.124081	0.094628	0.079619	0.090778	0.088224	0.107816	0.09708
15610	0.143563	0.090427	0.052015	0.122031	0.09561	0.079008	0.095608	0.078144	0.111213	0.103452
15620	0.133328	0.092002	0.052325	0.12325	0.094511	0.080395	0.090997	0.082991	0.123224	0.094985
15630	0.138832	0.09078	0.055191	0.119447	0.095741	0.078369	0.092967	0.078527	0.114062	0.098078
15640	0.154132	0.087429	0.05949	0.116808	0.097912	0.081515	0.0938	0.079246	0.114769	0.091708
15650	0.155382	0.087854	0.05649	0.11157	0.097628	0.080749	0.084181	0.092708	0.11558	0.093944
15660	0.144981	0.086826	0.056249	0.107265	0.098773	0.082259	0.091626	0.098651	0.11206	0.094247
15670	0.15102	0.087386	0.055142	0.112129	0.102313	0.085724	0.091726	0.102638	0.108941	0.100354
15680	0.159382	0.087052	0.058456	0.108549	0.102538	0.083277	0.083522	0.101697	0.11512	0.101629
15690	0.154029	0.088699	0.053174	0.1086	0.102929	0.086412	0.081387	0.10767	0.114359	0.102244
15700	0.136816	0.088971	0.048627	0.107317	0.110996	0.083578	0.075833	0.111705	0.109758	0.101746
15710	0.14508	0.096273	0.048421	0.094449	0.109011	0.086816	0.071127	0.128601	0.108357	0.099643
15720	0.141045	0.102169	0.051219	0.087981	0.10836	0.08524	0.068578	0.149779	0.112375	0.095498
15730	0.135509	0.101031	0.053932	0.089297	0.10299	0.083734	0.069407	0.127154	0.111448	0.090901
15740	0.141409	0.097106	0.053157	0.083195	0.09463	0.08534	0.069135	0.124218	0.10952	0.087501
15750	0.144799	0.094342	0.050378	0.086019	0.095492	0.087378	0.072615	0.126545	0.107927	0.085345
15760	0.142664	0.100695	0.048667	0.085681	0.092699	0.086689	0.074825	0.1219	0.105357	0.086524
15770	0.14273	0.096086	0.045901	0.086753	0.087926	0.091963	0.07211	0.113287	0.104582	0.090223
15780	0.137352	0.094045	0.046935	0.092991	0.087711	0.094952	0.066307	0.11484	0.104268	0.094554
15790	0.147964	0.100012	0.047993	0.094178	0.08969	0.096627	0.065612	0.110076	0.104171	0.086939
15800	0.141833	0.097463	0.048215	0.096463	0.090356	0.098129	0.065732	0.117139	0.105463	0.088094
15810	0.141741	0.105143	0.048114	0.089951	0.088693	0.095535	0.068828	0.122839	0.105705	0.087272
15820	0.143702	0.108827	0.048356	0.08564	0.084583	0.097045	0.068242	0.11867	0.104679	0.091267
15830	0.143947	0.102909	0.048495	0.07531	0.084729	0.096736	0.060688	0.107257	0.104168	0.09561
15840	0.138567	0.103267	0.052202	0.078215	0.086337	0.096283	0.057844	0.108308	0.10438	0.098915
15850	0.141078	0.104116	0.056834	0.074409	0.092962	0.096936	0.057213	0.110056	0.10313	0.109725
15860	0.138939	0.104193	0.051591	0.068118	0.098775	0.097964	0.058026	0.110076	0.101274	0.099554
15870	0.141669	0.112209	0.052771	0.073685	0.099622	0.092824	0.055568	0.107955	0.097162	0.097157
15880	0.144196	0.096701	0.050578	0.066775	0.098931	0.092337	0.056474	0.105777	0.104631	0.094682
15890	0.149898	0.099039	0.048943	0.066557	0.103676	0.101597	0.05426	0.104225	0.10632	0.096425
15900	0.139021	0.094111	0.048903	0.062589	0.101824	0.104384	0.055625	0.105308	0.105643	0.096842
15910	0.138195	0.097934	0.0479	0.062168	0.101244	0.105961	0.055713	0.107768	0.106745	0.096177
15920	0.14714	0.096684	0.04995	0.061551	0.104053	0.099859	0.05686	0.102574	0.10531	0.09314
15930	0.139529	0.096241	0.048841	0.06164	0.101648	0.100281	0.056629	0.103471	0.105445	0.098828
15940	0.138268	0.093201	0.050615	0.061078	0.099525	0.099002	0.056747	0.102166	0.10719	0.097539
15950	0.138766	0.098647	0.050211	0.060719	0.101795	0.093868	0.057019	0.102706	0.105009	0.099678
15960	0.140055	0.098169	0.048178	0.062278	0.103319	0.086861	0.054939	0.102544	0.106322	0.097137
15970	0.140384	0.10177	0.0486	0.060343	0.103203	0.081056	0.054628	0.102601	0.107092	0.092449
15980	0.139796	0.121304	0.049784	0.059691	0.100424	0.08115	0.053881	0.103425	0.106225	0.091235
15990	0.132373	0.113509	0.050439	0.06139	0.103011	0.080576	0.056143	0.106035	0.105954	0.090587
16000	0.130139	0.113625	0.053946	0.069042	0.096924	0.079025	0.058605	0.107513	0.105636	0.085367
16010	0.129085	0.112464	0.05286	0.067266	0.096264	0.078674	0.060013	0.110261	0.104295	0.083206
16020	0.131549	0.10974	0.053256	0.076322	0.100108	0.077746	0.060532	0.109371	0.102467	0.087427
16030	0.130137	0.113162	0.051084	0.077612	0.102204	0.077606	0.05846	0.111027	0.107403	0.085525
16040	0.130069	0.118358	0.049945	0.07383	0.10451	0.076524	0.059061	0.114867	0.10405	0.093236
16050	0.129568	0.12303	0.047721	0.071345	0.10312	0.077153	0.058844	0.115563	0.100207	0.089724
16060	0.120112	0.123412	0.045344	0.069972	0.103638	0.077901	0.057562	0.11315	0.099733	0.084927
16070	0.12071	0.118914	0.044634	0.068077	0.103668	0.076572	0.056528	0.126746	0.101351	0.086517
16080	0.118378	0.114822	0.043486	0.073492	0.10888	0.076485	0.055422	0.11837	0.099645	0.085205
16090	0.115892	0.108774	0.045452	0.073194	0.106654	0.07589	0.056279	0.11835	0.09673	0.088698
16100	0.108574	0.122358	0.047498	0.067509	0.109645	0.075926	0.055677	0.124566	0.098397	0.086979
16110	0.115184	0.120156	0.046843	0.06075	0.110326	0.076578	0.053454	0.117236	0.096708	0.082883
16120	0.118611	0.122304	0.044854	0.059851	0.10511	0.080858	0.053655	0.119626	0.102341	0.085759
16130	0.113334	0.123958	0.046618	0.060476	0.10462	0.081712	0.052113	0.119202	0.104651	0.092819
16140	0.117161	0.117819	0.048711	0.05967	0.106987	0.082696	0.053342	0.121377	0.103834	0.085325
16150	0.118098	0.120182	0.051101	0.059348	0.097	0.081986	0.055087	0.116347	0.104011	0.090645
16160	0.117432	0.132537	0.049557	0.058683	0.09834	0.082368	0.054507	0.110326	0.105759	0.08519
16170	0.121069	0.127186	0.048173	0.058305	0.098698	0.083264	0.053153	0.107827	0.107082	0.086884
16180	0.116022	0.117071	0.046305	0.059681	0.096443	0.080457	0.053739	0.104804	0.105104	0.08865
16190	0.126053	0.123441	0.045972	0.064306	0.094043	0.081746	0.052246	0.106002	0.106565	0.086883
16200	0.129228	0.124427	0.047863	0.062263	0.093086	0.080684	0.058244	0.105099	0.10556	0.091729
16210	0.126253	0.11669	0.048232	0.0629	0.096437	0.081928	0.057262	0.106459	0.106607	0.085315
16220	0.125478	0.116092	0.047321	0.070666	0.097928	0.081989	0.054595	0.105369	0.105222	0.082653
16230	0.116447	0.109865	0.04681	0.066062	0.095532	0.082872	0.056677	0.105148	0.106639	0.082277
16240	0.119443	0.109525	0.046629	0.066337	0.092928	0.08069	0.057559	0.1041	0.106593	0.082739
16250	0.122129	0.110578	0.047286	0.069186	0.09019	0.085797	0.054795	0.102256	0.10527	0.080825
16260	0.123059	0.112448	0.047059	0.06714	0.092074	0.083303	0.054918	0.103609	0.105249	0.08425
16270	0.1173	0.105208	0.047871	0.074282	0.093399	0.080736	0.053579	0.102922	0.108175	0.080681
16280	0.107148	0.102537	0.048408	0.086073	0.093267	0.079021	0.054204	0.103581	0.112294	0.080354
16290	0.105098	0.100786	0.046815	0.077405	0.092819	0.084636	0.052244	0.102354	0.114102	0.081376
16300	0.09356	0.099282	0.045004	0.078925	0.092105	0.091364	0.053734	0.100932	0.109149	0.083074
16310	0.101148	0.096494	0.045304	0.073857	0.092439	0.09014	0.059567	0.101459	0.105943	0.08365
16320	0.09919	0.102407	0.046438	0.07986	0.092662	0.087802	0.065708	0.101642	0.105168	0.087338
16330	0.095891	0.105529	0.044671	0.09422	0.093584	0.084027	0.061114	0.102521	0.101985	0.091159
16340	0.106889	0.104549	0.043561	0.089693	0.091296	0.09109	0.061049	0.102706	0.101051	0.091783
