T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
4850	0.994200	0.995200	0.992800	0.990467	0.995533	0.998333	0.999400	0.994467	0.995933	0.995800	
4860	0.996267	0.995200	0.993267	0.988933	0.996333	0.998200	0.999467	0.994200	0.996067	0.996867	
4870	0.995133	0.995067	0.990000	0.989667	0.996333	0.998800	0.999400	0.996067	0.996800	0.997467	
4880	0.995000	0.994000	0.992667	0.988400	0.995667	0.998867	0.998467	0.996133	0.991867	0.997600	
4890	0.996933	0.993933	0.992133	0.990933	0.995667	0.997600	0.997533	0.994333	0.994333	0.997400	
4900	0.996000	0.991200	0.992933	0.991467	0.996000	0.997067	0.997067	0.996533	0.993600	0.997467	
4910	0.994533	0.992333	0.990467	0.991333	0.997667	0.997133	0.998600	0.995333	0.995200	0.997667	
4920	0.994400	0.990733	0.994200	0.993533	0.996333	0.997267	0.998067	0.995867	0.993133	0.995667	
4930	0.993467	0.992067	0.995133	0.994333	0.997667	0.998467	0.997533	0.997933	0.992467	0.995200	
4940	0.994333	0.994000	0.993267	0.991667	0.995200	0.998467	0.997133	0.997400	0.993933	0.995333	
4950	0.993667	0.994733	0.994000	0.989733	0.995867	0.998600	0.997667	0.997467	0.996000	0.992533	
4960	0.993800	0.994333	0.993800	0.993733	0.995467	0.998400	0.998933	0.997400	0.992133	0.994067	
4970	0.993267	0.995533	0.993267	0.994533	0.997133	0.999600	0.997600	0.996933	0.990267	0.994133	
4980	0.992933	0.995067	0.995267	0.991733	0.996133	0.999800	0.996733	0.996667	0.987067	0.995467	
4990	0.993333	0.995067	0.995600	0.989267	0.997133	0.999267	0.998400	0.997467	0.990267	0.992400	
5000	0.993267	0.993000	0.996333	0.988667	0.997000	0.998667	0.996133	0.996467	0.990533	0.991133	
5010	0.994467	0.994867	0.994067	0.992400	0.995533	0.998533	0.996867	0.996333	0.991267	0.992533	
5020	0.995600	0.994867	0.993133	0.992067	0.996200	0.996867	0.997533	0.995733	0.991200	0.992933	
5030	0.996200	0.997467	0.996533	0.993867	0.995867	0.998600	0.996733	0.995600	0.994400	0.992467	
5040	0.997333	0.997467	0.994600	0.992600	0.994933	0.997400	0.996733	0.997400	0.997200	0.994733	
5050	0.997800	0.996000	0.995000	0.992800	0.995267	0.997067	0.998533	0.996800	0.992467	0.996467	
5060	0.997133	0.997867	0.994733	0.992867	0.996400	0.998400	0.997267	0.997400	0.996000	0.997133	
5070	0.997667	0.996133	0.995800	0.993333	0.996600	0.998933	0.997267	0.997733	0.996400	0.998133	
5080	0.996867	0.996133	0.994867	0.992800	0.996333	0.997533	0.998800	0.997000	0.997200	0.997800	
5090	0.997267	0.995733	0.993400	0.992600	0.996667	0.996933	0.998000	0.997267	0.996333	0.996067	
5100	0.997000	0.994733	0.992800	0.991133	0.995067	0.998200	0.998333	0.997267	0.997933	0.997667	
5110	0.997000	0.996467	0.994067	0.989867	0.993267	0.999733	0.998533	0.995867	0.998867	0.998000	
5120	0.996733	0.997200	0.994733	0.989133	0.994533	0.998800	0.999067	0.995733	0.999333	0.996800	
5130	0.999067	0.997333	0.995533	0.987533	0.997200	0.999133	0.996467	0.996200	0.998933	0.997733	
5140	0.998533	0.995733	0.997467	0.988867	0.995800	0.999333	0.998733	0.997400	0.997067	0.996200	
5150	0.996933	0.996600	0.996067	0.988200	0.996133	0.998867	0.998000	0.997200	0.996200	0.996000	
5160	0.996267	0.996600	0.996600	0.986667	0.994533	0.998333	0.998400	0.997467	0.994867	0.994933	
5170	0.997667	0.996000	0.997467	0.987333	0.995333	0.999067	0.997400	0.998667	0.994067	0.994667	
5180	0.997200	0.996467	0.995467	0.989200	0.994733	0.999467	0.998133	0.999000	0.992267	0.995600	
5190	0.996467	0.996400	0.996200	0.988733	0.994600	0.999000	0.998733	0.999333	0.994133	0.996533	
5200	0.995933	0.997800	0.995600	0.988800	0.992467	0.999533	0.998600	0.998600	0.995933	0.994867	
5210	0.996133	0.997533	0.996467	0.990133	0.992467	0.998467	0.998733	0.998267	0.993133	0.995067	
5220	0.997267	0.997933	0.993867	0.991000	0.992000	0.998533	0.999067	0.997600	0.995267	0.995933	
5230	0.995000	0.997200	0.992200	0.991600	0.993400	0.999533	0.998600	0.996200	0.997333	0.996400	
5240	0.996667	0.998733	0.995467	0.990933	0.992867	0.999200	0.998600	0.994400	0.997400	0.996400	
5250	0.995933	0.997733	0.997733	0.991067	0.994467	0.999400	0.998333	0.996667	0.997200	0.997467	
5260	0.996067	0.998067	0.995800	0.991200	0.996200	0.999400	0.997267	0.996267	0.995000	0.996800	
5270	0.997667	0.998133	0.996000	0.992133	0.996400	0.999000	0.995867	0.997067	0.995067	0.995200	
5280	0.997867	0.998000	0.997467	0.990533	0.995267	0.998200	0.997133	0.997733	0.998800	0.997667	
5290	0.998333	0.997333	0.995733	0.988067	0.995800	0.998867	0.997133	0.996333	0.997467	0.997400	
5300	0.997333	0.996533	0.993600	0.988600	0.995733	0.999267	0.996733	0.996867	0.998133	0.998933	
5310	0.996067	0.994333	0.992933	0.987333	0.997000	0.999867	0.996933	0.996400	0.996800	0.996533	
5320	0.995667	0.996200	0.993400	0.990667	0.996133	0.999200	0.998133	0.998000	0.996733	0.995267	
5330	0.996600	0.993800	0.993400	0.990400	0.997000	0.998733	0.997933	0.997067	0.998067	0.996533	
5340	0.994533	0.995467	0.993533	0.990733	0.996667	0.998267	0.997933	0.996933	0.998000	0.998533	
5350	0.994533	0.996933	0.990933	0.985533	0.997133	0.996267	0.997267	0.996800	0.998000	0.998933	
5360	0.995800	0.996667	0.991400	0.985333	0.997667	0.998733	0.996467	0.998400	0.998267	0.998733	
5370	0.997533	0.997267	0.992400	0.983467	0.996533	0.998200	0.998200	0.997067	0.998400	0.997467	
5380	0.996733	0.997467	0.992333	0.983333	0.996667	0.998600	0.995667	0.996533	0.999533	0.997067	
5390	0.997333	0.996200	0.992333	0.984533	0.994533	0.997533	0.997800	0.996467	0.999133	0.996600	
5400	0.997933	0.996733	0.992933	0.987733	0.994867	0.997867	0.997533	0.995467	0.997667	0.996133	
5410	0.996333	0.996333	0.994133	0.986867	0.996467	0.999333	0.998200	0.996333	0.996933	0.996667	
5420	0.997467	0.997133	0.995133	0.985333	0.993867	0.998067	0.997667	0.996467	0.998667	0.998467	
5430	0.997533	0.996133	0.995933	0.988400	0.995667	0.998533	0.995467	0.998067	0.998267	0.998533	
5440	0.999267	0.996667	0.996200	0.990667	0.996600	0.998133	0.999267	0.997933	0.998000	0.998000	
5450	0.999333	0.996800	0.996933	0.989467	0.996467	0.999000	0.997933	0.997333	0.997733	0.998467	
5460	0.999200	0.995933	0.998200	0.991600	0.995867	0.997067	0.998533	0.998267	0.997600	0.996933	
5470	0.999467	0.996467	0.997733	0.994133	0.996733	0.995933	0.998733	0.997867	0.997800	0.996667	
5480	0.999667	0.997400	0.997800	0.994600	0.995733	0.995200	0.997067	0.996200	0.997400	0.994933	
5490	0.999333	0.997800	0.996933	0.995733	0.994933	0.998000	0.997000	0.996267	0.996133	0.995467	
5500	0.999000	0.998467	0.996000	0.995600	0.994200	0.996000	0.996800	0.996600	0.996467	0.993600	
5510	0.997733	0.997667	0.996533	0.995667	0.995133	0.995533	0.997400	0.996133	0.994333	0.994800	
5520	0.997533	0.998000	0.997133	0.996200	0.996667	0.992733	0.995467	0.995200	0.995133	0.995400	
5530	0.997800	0.997933	0.996733	0.996333	0.995867	0.996400	0.996400	0.997200	0.995333	0.997467	
5540	0.997867	0.995867	0.996333	0.994333	0.996600	0.997133	0.996133	0.997667	0.995333	0.995800	
5550	0.998267	0.996533	0.996933	0.992933	0.996267	0.997200	0.997200	0.996200	0.996000	0.997000	
5560	0.997133	0.996933	0.996600	0.992267	0.995200	0.997667	0.995000	0.997667	0.994333	0.995867	
5570	0.998267	0.996133	0.997067	0.993467	0.996467	0.998600	0.995733	0.997600	0.994333	0.994600	
5580	0.998067	0.994533	0.997467	0.992800	0.996800	0.998067	0.993400	0.997133	0.995133	0.997600	
5590	0.998333	0.994400	0.997000	0.989000	0.995800	0.997067	0.994400	0.996533	0.996933	0.996133	
5600	0.997600	0.995133	0.996533	0.990000	0.996000	0.998667	0.991533	0.996267	0.994933	0.995600	
5610	0.998133	0.996467	0.997933	0.992267	0.996667	0.998933	0.991867	0.996333	0.996400	0.995067	
5620	0.998467	0.996333	0.996267	0.995200	0.996733	0.998400	0.993867	0.995333	0.995800	0.993933	
5630	0.997733	0.994000	0.995867	0.994267	0.997267	0.999333	0.995733	0.997133	0.995800	0.995200	
5640	0.997600	0.994467	0.997067	0.993867	0.998000	0.999267	0.997800	0.996667	0.995267	0.995467	
5650	0.995133	0.992867	0.996533	0.993267	0.997533	0.999200	0.997667	0.996800	0.996667	0.995800	
5660	0.996267	0.995267	0.996533	0.994467	0.998200	0.999067	0.995667	0.997600	0.996667	0.995733	
5670	0.994000	0.996667	0.995467	0.996667	0.998467	0.998800	0.995933	0.998667	0.997667	0.997533	
5680	0.996533	0.996533	0.995600	0.997333	0.997333	0.999533	0.995933	0.997267	0.997867	0.997600	
5690	0.995467	0.996733	0.994000	0.998200	0.996867	1.000000	0.995933	0.997400	0.998933	0.998600	
5700	0.996933	0.997533	0.992400	0.997800	0.997267	0.999267	0.994200	0.996600	0.996800	0.998200	
5710	0.998000	0.998533	0.994733	0.998533	0.996733	0.999467	0.995667	0.997400	0.996533	0.998400	
5720	0.998533	0.998000	0.997067	0.998933	0.997000	0.998867	0.995467	0.998600	0.994467	0.996800	
5730	0.997333	0.997400	0.996533	0.996333	0.995267	0.999400	0.996200	0.999400	0.997400	0.999200	
5740	0.997133	0.998600	0.996733	0.996533	0.994533	0.999533	0.995533	0.999333	0.998667	0.998133	
5750	0.999133	0.997067	0.996933	0.997333	0.996533	0.999067	0.995933	0.999267	0.997400	0.998800	
5760	0.998600	0.998800	0.998267	0.998400	0.995600	0.998667	0.992867	0.998600	0.998533	0.999267	
5770	0.997333	0.999000	0.998067	0.998333	0.996267	0.998267	0.993400	0.997000	0.999067	0.999467	
5780	0.998267	0.997867	0.997733	0.998133	0.996533	0.997467	0.993200	0.996200	0.997733	0.999733	
5790	0.998933	0.996600	0.994733	0.998133	0.993533	0.997400	0.994533	0.995867	0.996067	0.997533	
5800	0.998333	0.997067	0.996867	0.997800	0.992667	0.996400	0.994333	0.997067	0.996200	0.998533	
5810	0.999200	0.996867	0.997400	0.997733	0.996067	0.995933	0.996733	0.998000	0.993467	0.998533	
5820	0.997133	0.997067	0.998133	0.998000	0.997133	0.995467	0.995667	0.995467	0.993000	0.998800	
5830	0.996733	0.996467	0.998400	0.997133	0.997267	0.996533	0.995200	0.997000	0.992467	0.999533	
5840	0.997000	0.993733	0.997933	0.996733	0.997667	0.996267	0.991933	0.996600	0.992400	0.999133	
5850	0.995467	0.993067	0.998533	0.995400	0.996533	0.996333	0.991533	0.994733	0.994467	0.998667	
5860	0.996933	0.993533	0.997667	0.996067	0.995133	0.998000	0.991600	0.996867	0.994000	0.999000	
5870	0.997933	0.994667	0.998400	0.996267	0.994733	0.998467	0.991733	0.997600	0.996000	0.998600	
5880	0.998467	0.995533	0.999400	0.995467	0.992533	0.999000	0.989467	0.997067	0.994200	0.998800	
5890	0.998200	0.994800	0.998800	0.996133	0.993667	0.997800	0.990400	0.997800	0.991867	0.998600	
5900	0.998667	0.996400	0.998733	0.996933	0.992933	0.997933	0.993000	0.997800	0.991800	0.998267	
5910	0.997933	0.997133	0.999600	0.996867	0.996200	0.997933	0.993400	0.997467	0.989667	0.998600	
5920	0.997333	0.997667	0.998533	0.996133	0.996800	0.997667	0.994000	0.997400	0.993733	0.997067	
5930	0.998600	0.997267	0.998133	0.993533	0.998400	0.997133	0.994867	0.997733	0.995133	0.998333	
5940	0.997933	0.997133	0.998333	0.995400	0.998800	0.997000	0.996133	0.995667	0.994867	0.998467	
5950	0.998133	0.996600	0.998200	0.996000	0.999000	0.997000	0.995867	0.996733	0.996133	0.997533	
5960	0.999200	0.997200	0.997733	0.997733	0.999667	0.997267	0.995267	0.996867	0.994733	0.998133	
5970	0.999200	0.997733	0.996200	0.997000	0.999133	0.997067	0.995133	0.997000	0.996400	0.998133	
5980	0.998467	0.996667	0.997533	0.998600	0.999867	0.997667	0.995533	0.997733	0.997333	0.995467	
5990	0.995267	0.997133	0.997000	0.997600	0.999133	0.997533	0.995000	0.996667	0.998000	0.995067	
6000	0.996867	0.997067	0.998600	0.996133	0.998200	0.996867	0.994467	0.997933	0.996733	0.994400	
6010	0.994933	0.997600	0.998533	0.995467	0.998867	0.998267	0.995667	0.998267	0.995933	0.993667	
6020	0.994733	0.997200	0.998933	0.994333	0.998400	0.998200	0.995467	0.997533	0.994800	0.996400	
6030	0.994200	0.996733	0.998667	0.992600	0.998867	0.997733	0.995267	0.997800	0.995000	0.994133	
6040	0.994733	0.996067	0.999600	0.995400	0.999200	0.997533	0.996133	0.998067	0.993867	0.994067	
6050	0.993400	0.996600	0.998733	0.994867	0.998067	0.997533	0.995600	0.997800	0.993600	0.993133	
6060	0.995400	0.996200	0.998667	0.995067	0.997467	0.998533	0.996467	0.998133	0.994933	0.994000	
6070	0.995200	0.997267	0.999133	0.994400	0.997400	0.998533	0.997400	0.997800	0.995133	0.996267	
6080	0.995200	0.997733	0.999933	0.995800	0.998000	0.998533	0.996000	0.998600	0.996200	0.994667	
6090	0.996400	0.996733	0.999600	0.993400	0.997067	0.999200	0.996800	0.997867	0.997000	0.991133	
6100	0.995800	0.995667	0.999267	0.996467	0.996800	0.998933	0.996333	0.998267	0.996667	0.993000	
6110	0.996000	0.996400	0.999200	0.993533	0.995333	0.999267	0.994667	0.998600	0.996867	0.992600	
6120	0.994333	0.996400	0.997667	0.993867	0.991133	0.998000	0.997333	0.997867	0.994600	0.995333	
6130	0.995200	0.995933	0.996867	0.995933	0.992400	0.997667	0.995867	0.998600	0.994733	0.997267	
6140	0.993800	0.997533	0.997533	0.996933	0.991267	0.997267	0.995333	0.996533	0.989067	0.999000	
6150	0.991133	0.995200	0.997200	0.996000	0.993733	0.997733	0.996200	0.997667	0.994600	0.999267	
6160	0.994733	0.994400	0.998533	0.996533	0.994400	0.996467	0.995667	0.998467	0.994533	0.998867	
6170	0.996000	0.995333	0.998267	0.997467	0.993733	0.996533	0.993867	0.998667	0.995800	0.997600	
6180	0.994600	0.995933	0.998000	0.997933	0.996733	0.997000	0.994000	0.999533	0.998267	0.997533	
6190	0.995400	0.995867	0.998933	0.997200	0.995733	0.997467	0.994600	0.999800	0.998267	0.998133	
6200	0.996400	0.994067	0.998400	0.996067	0.995467	0.997933	0.996200	0.998533	0.998000	0.998133	
6210	0.998200	0.996733	0.998800	0.995867	0.995400	0.997267	0.995800	0.999600	0.998267	0.997200	
6220	0.996400	0.997667	0.998000	0.996733	0.993733	0.996933	0.997000	0.998867	0.997800	0.997600	
6230	0.997133	0.997800	0.997733	0.996467	0.994200	0.997067	0.997667	0.998733	0.995600	0.999067	
6240	0.995400	0.998400	0.997533	0.996600	0.994133	0.995800	0.998400	0.997000	0.996133	0.997000	
6250	0.996667	0.997533	0.996133	0.996067	0.995800	0.995000	0.997867	0.995800	0.996867	0.997933	
6260	0.995533	0.998933	0.996600	0.995333	0.993067	0.993200	0.998400	0.996133	0.997267	0.998067	
6270	0.994667	0.997600	0.995867	0.996133	0.993067	0.994533	0.996267	0.993533	0.995800	0.997200	
6280	0.994400	0.997467	0.996467	0.997200	0.994733	0.991467	0.996133	0.994400	0.997733	0.998067	
6290	0.996200	0.996933	0.996933	0.997133	0.993000	0.992200	0.994533	0.994267	0.996133	0.999200	
6300	0.995000	0.996067	0.997133	0.997133	0.994200	0.994467	0.994067	0.994600	0.995067	0.999000	
6310	0.996267	0.995333	0.996867	0.995867	0.994800	0.993200	0.994200	0.991667	0.996800	0.997800	
6320	0.995000	0.994733	0.997267	0.995667	0.994400	0.996067	0.993933	0.992200	0.995733	0.996667	
6330	0.996333	0.992600	0.997533	0.995333	0.993000	0.995133	0.995067	0.992533	0.995400	0.997733	
6340	0.997400	0.997200	0.996867	0.996267	0.994000	0.994267	0.993400	0.993067	0.994667	0.996933	
6350	0.997400	0.997533	0.995800	0.997000	0.996200	0.996533	0.994600	0.991867	0.995000	0.996067	
6360	0.996133	0.997200	0.996000	0.996600	0.996667	0.998000	0.995533	0.993067	0.997133	0.996133	
6370	0.994467	0.997600	0.995533	0.996333	0.995400	0.998600	0.993867	0.994667	0.998800	0.993067	
6380	0.995000	0.998467	0.994133	0.997000	0.995400	0.998200	0.993333	0.995867	0.998200	0.991933	
6390	0.996067	0.997267	0.994733	0.996400	0.996400	0.997867	0.991467	0.995333	0.997667	0.995800	
6400	0.996000	0.998333	0.995267	0.996000	0.995267	0.997200	0.995133	0.995600	0.998333	0.997867	
6410	0.996333	0.998200	0.994867	0.995800	0.995067	0.996267	0.993667	0.995200	0.996067	0.999067	
6420	0.994200	0.997533	0.992933	0.994067	0.994667	0.995467	0.991867	0.996800	0.997467	0.999333	
6430	0.996867	0.997133	0.994933	0.995400	0.994667	0.996867	0.992333	0.995867	0.998733	0.999733	
6440	0.997467	0.997733	0.995733	0.996133	0.995933	0.997667	0.993600	0.996000	0.998467	0.999267	
6450	0.996933	0.996600	0.996000	0.995600	0.994600	0.996733	0.995067	0.995400	0.998200	0.999600	
6460	0.995200	0.997533	0.995733	0.995067	0.995867	0.995867	0.995867	0.996867	0.996733	0.999333	
6470	0.997533	0.998200	0.996200	0.995400	0.994533	0.997533	0.996467	0.996733	0.998400	0.999333	
6480	0.998333	0.998267	0.995133	0.996200	0.995467	0.995867	0.997333	0.995000	0.997133	0.998267	
6490	0.999067	0.998133	0.993600	0.995600	0.996067	0.997200	0.997400	0.995933	0.997333	0.996667	
6500	0.999133	0.998867	0.993400	0.996000	0.996467	0.996667	0.995733	0.997000	0.996267	0.998533	
6510	0.999067	0.997600	0.993467	0.995133	0.996467	0.997067	0.994800	0.996000	0.997000	0.997600	
6520	0.997867	0.998400	0.992933	0.996067	0.995933	0.997000	0.995800	0.996600	0.998000	0.997533	
6530	0.998067	0.996800	0.994733	0.995867	0.995400	0.996667	0.997267	0.997667	0.996800	0.997933	
6540	0.997333	0.995867	0.993333	0.996533	0.993667	0.997333	0.996667	0.997267	0.997133	0.999000	
6550	0.998333	0.995400	0.994467	0.996067	0.995600	0.996200	0.996933	0.998333	0.995867	0.999000	
6560	0.997867	0.997600	0.994333	0.996400	0.996067	0.998067	0.996000	0.998533	0.996067	0.999400	
6570	0.995733	0.997867	0.992667	0.996867	0.996200	0.997333	0.996467	0.996467	0.995267	0.999067	
6580	0.998133	0.998400	0.994400	0.995800	0.996333	0.997133	0.996600	0.996333	0.997133	0.998933	
6590	0.998933	0.997400	0.996600	0.996867	0.995400	0.996200	0.995533	0.997933	0.997867	0.997667	
6600	0.998800	0.997600	0.997467	0.996400	0.995133	0.998533	0.996067	0.997933	0.996800	0.996467	
6610	0.998400	0.996867	0.996133	0.995400	0.996600	0.997000	0.996867	0.996400	0.996067	0.995733	
6620	0.997933	0.996667	0.997200	0.996200	0.996333	0.996800	0.997067	0.998667	0.998133	0.993333	
6630	0.997067	0.996800	0.999000	0.994200	0.996400	0.997200	0.996067	0.999067	0.997800	0.996600	
6640	0.996933	0.994333	0.997800	0.995667	0.997600	0.997933	0.996533	0.998733	0.998333	0.995533	
6650	0.999200	0.995000	0.996133	0.993000	0.997933	0.998000	0.997667	0.998600	0.998200	0.993333	
6660	0.999400	0.995867	0.998400	0.995133	0.995467	0.996333	0.998400	0.997667	0.997933	0.995600	
6670	0.998533	0.997667	0.997533	0.996933	0.996800	0.995533	0.999000	0.997200	0.997600	0.995867	
6680	0.998333	0.998000	0.998933	0.993867	0.997267	0.996133	0.997667	0.997733	0.997600	0.997400	
6690	0.998067	0.999133	0.999667	0.992133	0.996867	0.995933	0.997867	0.997600	0.997667	0.994800	
6700	0.996867	0.999800	0.998800	0.990667	0.995467	0.994600	0.999000	0.996400	0.997067	0.995200	
6710	0.996933	0.999667	0.999133	0.991733	0.998533	0.994400	0.998400	0.995467	0.996267	0.994067	
6720	0.998133	0.999733	0.999467	0.992133	0.998933	0.998267	0.998600	0.996067	0.995933	0.993333	
6730	0.994800	0.999600	0.997533	0.993733	0.998533	0.997933	0.998667	0.995867	0.998133	0.990333	
6740	0.995267	0.999600	0.997800	0.995733	0.999467	0.998867	0.996933	0.994800	0.997800	0.989867	
6750	0.996200	0.999467	0.998933	0.996000	0.999400	0.998600	0.996667	0.995133	0.997733	0.989667	
6760	0.996800	0.999400	0.999200	0.995733	0.999000	0.997333	0.996600	0.994667	0.998133	0.990467	
6770	0.996867	0.999667	0.999333	0.994733	0.997333	0.996733	0.998267	0.995533	0.996467	0.991400	
6780	0.997267	0.999600	0.999000	0.995267	0.998467	0.998733	0.998000	0.993133	0.998067	0.990200	
6790	0.997733	0.999133	0.997800	0.993267	0.998800	0.998067	0.998000	0.992800	0.998600	0.988933	
6800	0.998133	0.998933	0.997800	0.994333	0.998400	0.998067	0.999067	0.991867	0.998733	0.991533	
6810	0.995267	0.998400	0.995200	0.993200	0.997333	0.997467	0.997933	0.994867	0.998933	0.993000	
6820	0.997867	0.998133	0.995867	0.994733	0.998533	0.996733	0.997867	0.993600	0.998333	0.991800	
6830	0.997333	0.997067	0.996200	0.995867	0.999200	0.997867	0.996933	0.990867	0.998267	0.988733	
6840	0.997600	0.996467	0.997867	0.996400	0.998067	0.997600	0.998333	0.992400	0.998467	0.992133	
6850	0.997333	0.997667	0.998467	0.994400	0.998133	0.997800	0.998133	0.994467	0.997600	0.990600	
6860	0.998333	0.997667	0.999267	0.996000	0.997733	0.996600	0.997933	0.995067	0.997733	0.988800	
6870	0.999200	0.999467	0.999600	0.993933	0.996667	0.998000	0.998267	0.993467	0.995933	0.986267	
6880	0.999267	0.998800	0.999400	0.994267	0.995533	0.996467	0.997133	0.994200	0.999067	0.985600	
6890	0.998533	0.997933	0.999467	0.989800	0.996733	0.997267	0.997867	0.992733	0.997667	0.982467	
6900	0.999400	0.997467	0.998867	0.989667	0.997600	0.997867	0.997933	0.994067	0.995933	0.986000	
6910	0.999600	0.997200	0.998933	0.990400	0.999200	0.997267	0.995733	0.991000	0.995467	0.985800	
6920	0.997933	0.996933	0.999333	0.990133	0.999400	0.996533	0.994733	0.990133	0.995533	0.985867	
6930	0.998533	0.997000	0.999200	0.990400	0.999400	0.996867	0.993467	0.984933	0.995000	0.987867	
6940	0.999267	0.995800	0.999067	0.991333	0.999600	0.996333	0.994933	0.988000	0.993933	0.987000	
6950	0.999067	0.994867	0.999733	0.990600	0.999400	0.996333	0.994200	0.987400	0.994533	0.990067	
6960	0.999467	0.996600	0.998400	0.990533	0.999400	0.996133	0.994000	0.988467	0.994000	0.989867	
6970	0.998867	0.997800	0.996600	0.989067	0.998867	0.993933	0.993133	0.990067	0.993400	0.989600	
6980	0.997933	0.996800	0.995800	0.988933	0.997867	0.995933	0.994067	0.991600	0.995733	0.991533	
6990	0.995867	0.997267	0.996467	0.988467	0.997733	0.995000	0.992267	0.990533	0.993867	0.991800	
7000	0.995333	0.994333	0.997333	0.986000	0.998467	0.994733	0.991267	0.988667	0.996933	0.991467	
7010	0.995000	0.994333	0.995933	0.987067	0.999267	0.994867	0.989333	0.992733	0.995400	0.991733	
7020	0.996133	0.997133	0.995667	0.984667	0.998333	0.994600	0.990400	0.989533	0.997133	0.992267	
7030	0.995400	0.997067	0.995600	0.987467	0.998400	0.993267	0.990333	0.992200	0.997133	0.992000	
7040	0.995733	0.996467	0.997000	0.987667	0.999067	0.993467	0.990800	0.993333	0.997333	0.993867	
7050	0.996733	0.996533	0.997933	0.982200	0.999267	0.992267	0.990067	0.993600	0.996800	0.995067	
7060	0.996667	0.997400	0.998133	0.979933	0.998400	0.992933	0.993533	0.991600	0.997733	0.993933	
7070	0.996200	0.997867	0.997067	0.984667	0.998067	0.996133	0.994200	0.992267	0.998200	0.995467	
7080	0.995933	0.999200	0.997333	0.982933	0.997533	0.996133	0.995933	0.991800	0.998733	0.994733	
7090	0.996067	0.997267	0.998933	0.985000	0.996800	0.996800	0.996467	0.989733	0.997333	0.996800	
7100	0.996200	0.995733	0.999467	0.983133	0.996600	0.998400	0.997533	0.988400	0.996267	0.995467	
7110	0.995733	0.996067	0.999267	0.981333	0.998333	0.996933	0.997533	0.989600	0.997867	0.995600	
7120	0.997000	0.996600	0.999400	0.982267	0.997733	0.997600	0.998667	0.990133	0.997533	0.993667	
7130	0.997800	0.995733	0.999400	0.983533	0.996733	0.997600	0.998733	0.989667	0.997867	0.991667	
7140	0.995933	0.996733	0.998800	0.982800	0.998467	0.998067	0.998467	0.989000	0.997800	0.993000	
7150	0.997067	0.998667	0.998733	0.987133	0.998067	0.998467	0.998400	0.992133	0.998600	0.996400	
7160	0.998000	0.997867	0.999200	0.987000	0.998400	0.999067	0.996333	0.991600	0.997867	0.997200	
7170	0.998200	0.996600	0.999067	0.986000	0.996733	0.998800	0.996467	0.992067	0.998800	0.996533	
7180	0.999267	0.997467	0.998200	0.987333	0.996400	0.999133	0.998200	0.992867	0.998067	0.996333	
7190	0.997800	0.997800	0.998267	0.989400	0.996600	0.999067	0.997733	0.992400	0.997867	0.996533	
7200	0.996867	0.997533	0.998267	0.988667	0.998467	0.999333	0.997667	0.993867	0.998000	0.997000	
7210	0.997267	0.996600	0.997267	0.987467	0.998800	0.998333	0.998000	0.991800	0.998000	0.996867	
7220	0.998333	0.998133	0.997800	0.989933	0.998667	0.999267	0.998533	0.992000	0.997733	0.997667	
7230	0.997600	0.998000	0.996867	0.989200	0.998333	0.999200	0.997400	0.988733	0.997067	0.998333	
7240	0.997333	0.998067	0.996933	0.991267	0.998400	0.999000	0.996867	0.991133	0.997267	0.997733	
7250	0.998267	0.998067	0.996200	0.991200	0.997067	0.999200	0.996467	0.987667	0.997800	0.998933	
7260	0.997800	0.998133	0.995733	0.988533	0.996600	0.998067	0.997733	0.988933	0.997667	0.997133	
7270	0.998933	0.998333	0.995533	0.988733	0.995600	0.998333	0.997667	0.987467	0.998533	0.994933	
7280	0.999000	0.998400	0.998267	0.989133	0.995467	0.998667	0.998533	0.989267	0.997667	0.993733	
7290	0.998667	0.997667	0.997467	0.986933	0.997200	0.998733	0.997533	0.990667	0.998733	0.996067	
7300	0.998200	0.995400	0.997533	0.987533	0.997133	0.996000	0.995267	0.990867	0.997533	0.995867	
7310	0.997533	0.995667	0.997867	0.988067	0.998200	0.997067	0.995133	0.991000	0.998400	0.996933	
7320	0.999067	0.996467	0.998133	0.988933	0.998600	0.996667	0.994333	0.990600	0.996000	0.998400	
7330	0.998667	0.995533	0.998133	0.990200	0.999133	0.997933	0.994333	0.990667	0.995933	0.997267	
7340	0.997933	0.997667	0.998533	0.990533	0.999333	0.995800	0.995400	0.991067	0.996600	0.997267	
7350	0.998067	0.997600	0.997067	0.991000	0.997400	0.997533	0.995867	0.991733	0.997733	0.996933	
7360	0.997933	0.997200	0.996800	0.993933	0.998667	0.997067	0.994933	0.994200	0.998933	0.996200	
7370	0.997733	0.995933	0.995000	0.994467	0.998200	0.997667	0.994933	0.994733	0.999600	0.997267	
7380	0.996733	0.996867	0.995533	0.993400	0.998933	0.996867	0.997333	0.994733	0.999067	0.996533	
7390	0.997200	0.996533	0.995800	0.992667	0.999133	0.996267	0.997200	0.994467	1.000000	0.993400	
7400	0.996867	0.994933	0.995933	0.990867	0.999200	0.993600	0.996733	0.994200	0.999133	0.996133	
7410	0.996600	0.996133	0.994333	0.990267	0.999133	0.989667	0.997800	0.994533	0.999667	0.996667	
7420	0.997133	0.996533	0.994733	0.991533	0.998333	0.987667	0.997800	0.994267	0.999400	0.997133	
