T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
22260	0.996800	0.998600	0.997600	0.988200	0.989733	0.997733	0.996733	0.994667	0.996467	0.997400	
22270	0.996400	0.998333	0.996200	0.991800	0.990067	0.997267	0.996933	0.994733	0.996533	0.997800	
22280	0.998000	0.998600	0.996400	0.993667	0.989800	0.996867	0.998000	0.996733	0.995467	0.997933	
22290	0.996600	0.998867	0.995667	0.993800	0.992400	0.997400	0.997733	0.996133	0.995000	0.997200	
22300	0.996400	0.999000	0.996333	0.991600	0.993133	0.997600	0.998333	0.997600	0.994533	0.997200	
22310	0.995333	0.998467	0.993933	0.993933	0.995000	0.996000	0.997200	0.997133	0.993800	0.997200	
22320	0.997600	0.999000	0.995400	0.992933	0.994667	0.994667	0.996800	0.996867	0.993200	0.997000	
22330	0.997800	0.997800	0.995867	0.991867	0.996333	0.994867	0.996533	0.994867	0.993733	0.997200	
22340	0.996600	0.996000	0.996067	0.993933	0.996200	0.995200	0.997000	0.995000	0.994467	0.996733	
22350	0.996267	0.998000	0.996200	0.995133	0.996800	0.993867	0.997733	0.994867	0.993600	0.997067	
22360	0.996800	0.997933	0.998133	0.996267	0.995267	0.993933	0.998533	0.995600	0.995533	0.996333	
22370	0.995733	0.996867	0.997600	0.996400	0.995133	0.995000	0.998467	0.993200	0.996133	0.997867	
22380	0.998333	0.996800	0.998067	0.997333	0.995067	0.995467	0.999467	0.994400	0.996933	0.996067	
22390	0.996400	0.997733	0.998000	0.995267	0.995133	0.995667	0.997867	0.994467	0.996133	0.997067	
22400	0.995400	0.997800	0.999267	0.994600	0.995400	0.996533	0.996467	0.993800	0.996333	0.997133	
22410	0.995333	0.997733	0.999733	0.993000	0.995133	0.996533	0.996867	0.994533	0.997067	0.997733	
22420	0.995333	0.997067	0.999800	0.994000	0.996600	0.995200	0.995667	0.994000	0.996333	0.996933	
22430	0.997800	0.996667	0.999267	0.996733	0.995200	0.995333	0.997067	0.994733	0.997467	0.996667	
22440	0.996667	0.996400	0.999200	0.995800	0.993067	0.992667	0.996933	0.996600	0.997800	0.995867	
22450	0.996467	0.998000	0.999600	0.996600	0.995533	0.990533	0.998800	0.997400	0.997400	0.995733	
22460	0.998000	0.997067	0.999200	0.996400	0.996267	0.990400	0.997600	0.993867	0.997867	0.995000	
22470	0.998267	0.997533	0.996867	0.997133	0.996800	0.993733	0.997400	0.991933	0.997200	0.995600	
22480	0.997800	0.997133	0.997067	0.998000	0.998067	0.992267	0.997400	0.991400	0.997333	0.993667	
22490	0.998267	0.996933	0.995933	0.997400	0.996867	0.993400	0.998733	0.993733	0.997667	0.994933	
22500	0.999400	0.998467	0.995800	0.996933	0.997867	0.994000	0.994800	0.994467	0.996533	0.996133	
22510	0.998333	0.996333	0.995667	0.996800	0.997867	0.995467	0.997200	0.995533	0.995867	0.997200	
22520	0.997000	0.998200	0.996867	0.996333	0.996800	0.996133	0.996667	0.995600	0.996000	0.997200	
22530	0.997200	0.998000	0.998000	0.994467	0.996933	0.995067	0.997267	0.993200	0.997067	0.997267	
22540	0.996533	0.997867	0.998067	0.992933	0.998133	0.993867	0.997133	0.990933	0.996800	0.997533	
22550	0.997733	0.997600	0.999333	0.993800	0.998333	0.996000	0.998600	0.991000	0.995400	0.997533	
22560	0.997267	0.998267	0.998933	0.995333	0.997867	0.997133	0.998333	0.993133	0.995667	0.998933	
22570	0.997600	0.998200	0.999333	0.995667	0.998067	0.996733	0.999067	0.992200	0.995467	0.998200	
22580	0.996400	0.997467	0.999133	0.996400	0.999200	0.997400	0.998267	0.993200	0.994867	0.997800	
22590	0.997467	0.998000	0.999133	0.995600	0.999533	0.997533	0.998800	0.990867	0.996000	0.997667	
22600	0.996867	0.997600	0.997800	0.997200	0.998600	0.996067	0.998733	0.991867	0.997400	0.996800	
22610	0.996200	0.997467	0.995867	0.998667	0.999467	0.997267	0.998267	0.994467	0.996733	0.995733	
22620	0.997600	0.995933	0.995733	0.998667	0.998867	0.995133	0.998467	0.992933	0.996533	0.997000	
22630	0.999067	0.997133	0.994933	0.998067	0.999067	0.993867	0.999000	0.994600	0.994667	0.996133	
22640	0.998867	0.997533	0.996000	0.996467	0.998600	0.994000	0.999533	0.995000	0.996200	0.996533	
22650	0.999533	0.997267	0.994267	0.997133	0.998800	0.995467	0.998400	0.995067	0.996200	0.996867	
22660	0.998867	0.997200	0.997400	0.997067	0.998267	0.993600	0.998533	0.996733	0.994400	0.996667	
22670	0.999467	0.997800	0.996333	0.995467	0.996600	0.995333	0.998733	0.998533	0.996267	0.997200	
22680	0.998133	0.997733	0.997400	0.995533	0.998000	0.995400	0.998267	0.998133	0.996600	0.995200	
22690	0.998667	0.996867	0.996400	0.995133	0.997733	0.993467	0.995667	0.997600	0.997133	0.997133	
22700	0.998667	0.996667	0.995733	0.995467	0.997067	0.996400	0.997600	0.998600	0.996467	0.998133	
22710	0.998200	0.997267	0.995800	0.996200	0.993600	0.995733	0.997267	0.996933	0.996267	0.998200	
22720	0.998200	0.995333	0.996000	0.998200	0.998000	0.996400	0.997200	0.997067	0.997267	0.997133	
22730	0.997667	0.993267	0.998000	0.996400	0.995533	0.997067	0.996867	0.997600	0.997600	0.997333	
22740	0.998467	0.994800	0.997533	0.994867	0.997267	0.997267	0.996800	0.997467	0.997800	0.998333	
22750	0.998267	0.995267	0.998267	0.997200	0.997333	0.995867	0.997200	0.997400	0.996667	0.999067	
22760	0.998800	0.993067	0.999000	0.998267	0.998133	0.995733	0.993800	0.996400	0.997333	0.998933	
22770	0.997400	0.992600	0.998733	0.998867	0.995933	0.994133	0.995267	0.997400	0.997867	0.998800	
22780	0.997400	0.991800	0.998667	0.997933	0.997667	0.994133	0.996733	0.996133	0.997200	0.998667	
22790	0.997000	0.992133	0.997933	0.998000	0.997733	0.994533	0.994733	0.996667	0.996200	0.999667	
22800	0.996000	0.992267	0.998267	0.998200	0.999067	0.991933	0.994867	0.994600	0.997067	0.999267	
22810	0.995067	0.993267	0.998933	0.997400	0.999267	0.994667	0.993200	0.995133	0.996867	0.998600	
22820	0.995600	0.993733	0.998200	0.998933	0.998933	0.992667	0.993067	0.994867	0.997467	0.998533	
22830	0.995133	0.996133	0.998467	0.998800	0.999000	0.990267	0.993667	0.993533	0.995933	0.998867	
22840	0.995000	0.996267	0.997067	0.999467	0.998200	0.991667	0.991933	0.990667	0.994733	0.999067	
22850	0.994467	0.996067	0.996067	0.998933	0.998867	0.991533	0.994867	0.991600	0.996133	0.998400	
22860	0.994600	0.995733	0.996867	0.999200	0.996667	0.991333	0.995933	0.992733	0.996000	0.997600	
22870	0.995067	0.994667	0.996400	0.999133	0.998000	0.987800	0.996667	0.989267	0.997600	0.997533	
22880	0.993533	0.996133	0.996200	0.999800	0.998200	0.988467	0.995667	0.989467	0.993600	0.996267	
22890	0.994933	0.996133	0.996933	0.998733	0.998400	0.987333	0.993800	0.992533	0.995400	0.993333	
22900	0.995867	0.995733	0.996133	0.997667	0.997533	0.988133	0.994867	0.992000	0.994667	0.993533	
22910	0.996333	0.996267	0.996467	0.996867	0.997533	0.989067	0.996400	0.994067	0.997200	0.992000	
22920	0.995933	0.996467	0.996000	0.994800	0.996933	0.989533	0.994867	0.992467	0.995600	0.991867	
22930	0.993867	0.996867	0.994533	0.995333	0.997667	0.988933	0.993867	0.991200	0.996000	0.991000	
22940	0.995400	0.996333	0.994533	0.992800	0.998733	0.988333	0.995067	0.992333	0.995933	0.993933	
22950	0.993467	0.997067	0.996800	0.993333	0.998933	0.991200	0.997333	0.994667	0.997067	0.993667	
22960	0.993867	0.995067	0.995667	0.994867	0.998333	0.990733	0.994333	0.994267	0.997867	0.992533	
22970	0.998533	0.995600	0.995067	0.993333	0.998267	0.989067	0.996400	0.993467	0.996467	0.993933	
22980	0.999800	0.995000	0.994000	0.992933	0.998867	0.989267	0.997200	0.992533	0.997333	0.995000	
22990	0.999933	0.994400	0.995000	0.991933	0.999267	0.988600	0.996533	0.992667	0.998400	0.995400	
23000	0.998800	0.992267	0.995933	0.990333	0.997400	0.990533	0.994600	0.994333	0.997800	0.995600	
23010	0.997533	0.992333	0.995800	0.988667	0.998133	0.990333	0.996067	0.994933	0.996600	0.997600	
23020	0.998400	0.992867	0.994333	0.991000	0.997667	0.993267	0.998067	0.994867	0.998533	0.997733	
23030	0.998667	0.992267	0.994733	0.990133	0.997933	0.990333	0.997467	0.995200	0.998333	0.998267	
23040	0.998067	0.995067	0.994600	0.988467	0.997800	0.990000	0.998733	0.995067	0.998133	0.995400	
23050	0.998733	0.992333	0.994200	0.990867	0.997667	0.991267	0.999133	0.994667	0.998400	0.994733	
23060	0.998467	0.992867	0.995667	0.990800	0.997200	0.992800	0.999533	0.996200	0.999400	0.995200	
23070	0.999467	0.994467	0.996000	0.991733	0.997733	0.991533	0.997600	0.995000	0.998733	0.997467	
23080	0.998400	0.995467	0.995867	0.993000	0.998800	0.991333	0.997333	0.995067	0.997800	0.997733	
23090	0.999133	0.993267	0.995133	0.991467	0.999133	0.992067	0.996267	0.995533	0.998067	0.997067	
23100	0.999667	0.994933	0.995867	0.992067	0.999333	0.990933	0.996733	0.997200	0.997067	0.997400	
23110	0.997133	0.997467	0.995533	0.991133	0.999000	0.992067	0.997400	0.998400	0.998333	0.997533	
23120	0.998400	0.996867	0.995267	0.989800	0.998600	0.994667	0.997267	0.997133	0.998133	0.996667	
23130	0.998867	0.997000	0.995400	0.992400	0.997067	0.991400	0.996667	0.997200	0.998400	0.996067	
23140	0.998200	0.996533	0.994733	0.993267	0.996267	0.990400	0.998267	0.995533	0.998867	0.995933	
23150	0.998533	0.996067	0.994733	0.992467	0.993800	0.992400	0.998800	0.996333	0.998867	0.995067	
23160	0.998867	0.997200	0.995200	0.990933	0.995467	0.995867	0.998400	0.997000	0.998000	0.996467	
23170	0.998867	0.998267	0.991600	0.991667	0.995667	0.992600	0.996133	0.996333	0.997067	0.996333	
23180	0.998800	0.998267	0.994667	0.992133	0.997200	0.995867	0.999467	0.997600	0.997933	0.995667	
23190	0.999533	0.997267	0.993133	0.993867	0.997667	0.996333	0.998933	0.996600	0.997533	0.995133	
23200	0.999600	0.997600	0.992800	0.994067	0.997533	0.996667	0.999533	0.995667	0.998467	0.993467	
23210	0.999467	0.998333	0.991933	0.992733	0.997333	0.996133	0.998667	0.995600	0.998200	0.995333	
23220	0.998533	0.997000	0.993200	0.993067	0.999133	0.995000	0.998067	0.997867	0.997800	0.996067	
23230	0.997067	0.997067	0.993600	0.995667	0.997667	0.994533	0.997533	0.994267	0.997533	0.994600	
23240	0.997400	0.996200	0.993200	0.995200	0.998267	0.992933	0.996400	0.995733	0.997800	0.995600	
23250	0.997533	0.997267	0.994067	0.995733	0.997667	0.994933	0.996133	0.997533	0.997800	0.996267	
23260	0.998133	0.994267	0.993600	0.994933	0.997400	0.994467	0.995467	0.997133	0.997400	0.993467	
23270	0.998467	0.993000	0.993400	0.995400	0.996867	0.996200	0.995867	0.997400	0.997533	0.995800	
23280	0.999933	0.994533	0.993400	0.994733	0.998067	0.998200	0.996000	0.998933	0.998533	0.995133	
23290	0.999667	0.995400	0.993600	0.995133	0.997933	0.998200	0.997467	0.998067	0.997733	0.996200	
23300	0.999533	0.995733	0.994800	0.995333	0.996400	0.998933	0.997133	0.998600	0.997933	0.995333	
23310	0.998133	0.994200	0.997133	0.991933	0.997600	0.998400	0.997467	0.998400	0.995867	0.995400	
23320	0.997533	0.993067	0.995333	0.994067	0.997800	0.996867	0.998533	0.998667	0.997467	0.996267	
23330	0.998333	0.994400	0.996267	0.994600	0.998200	0.997200	0.998667	0.999467	0.995333	0.994933	
23340	0.997733	0.994133	0.996200	0.994267	0.998267	0.997467	0.998533	0.999267	0.995467	0.997133	
23350	0.996600	0.995467	0.996733	0.995600	0.998267	0.997467	0.999200	0.997800	0.996333	0.996733	
23360	0.997067	0.993333	0.997400	0.995733	0.998667	0.997667	0.998533	0.997733	0.996267	0.996467	
23370	0.997200	0.991000	0.996867	0.996200	0.998133	0.997867	0.997333	0.997800	0.995133	0.996000	
23380	0.997000	0.995467	0.996333	0.995333	0.998200	0.999000	0.996933	0.998600	0.995200	0.995133	
23390	0.996200	0.996733	0.997467	0.994400	0.998933	0.998467	0.997600	0.998667	0.992333	0.997133	
23400	0.996133	0.995600	0.995667	0.994067	0.999133	0.997400	0.998267	0.999333	0.991733	0.995867	
23410	0.998200	0.996067	0.995867	0.993933	0.998733	0.998667	0.995667	0.996400	0.992333	0.996067	
23420	0.997133	0.994933	0.995533	0.996200	0.997933	0.997000	0.993200	0.998800	0.993000	0.997333	
23430	0.997067	0.994667	0.993267	0.993733	0.996667	0.997133	0.992333	0.998333	0.992000	0.998333	
23440	0.997733	0.992733	0.990533	0.996133	0.995600	0.997933	0.994933	0.999600	0.991133	0.998200	
23450	0.997067	0.992667	0.992133	0.996000	0.996133	0.997933	0.996933	0.998667	0.988533	0.997733	
23460	0.997667	0.991533	0.994667	0.996000	0.994800	0.998467	0.997267	0.998333	0.988067	0.996533	
23470	0.997667	0.992467	0.994333	0.996733	0.997667	0.997933	0.997667	0.997733	0.988533	0.997467	
23480	0.995933	0.994000	0.995200	0.995867	0.998067	0.997133	0.997867	0.996067	0.990000	0.998067	
23490	0.995467	0.991867	0.993667	0.995933	0.997333	0.996733	0.998000	0.997600	0.990600	0.999000	
23500	0.995600	0.993267	0.996067	0.997000	0.997200	0.995800	0.997800	0.997267	0.990200	0.998000	
23510	0.995600	0.991800	0.995600	0.998133	0.996800	0.995467	0.997933	0.997533	0.991333	0.998000	
23520	0.994400	0.993533	0.995200	0.997000	0.994800	0.996400	0.997467	0.997133	0.992200	0.998067	
23530	0.995867	0.994333	0.994600	0.997200	0.995333	0.997800	0.998400	0.997867	0.991667	0.997000	
23540	0.996267	0.991867	0.992800	0.996133	0.995000	0.998867	0.997933	0.998467	0.992400	0.997533	
23550	0.994067	0.992800	0.993933	0.995400	0.994200	0.997533	0.997933	0.997933	0.993667	0.998200	
23560	0.994867	0.992200	0.993533	0.997867	0.997000	0.997067	0.997267	0.996600	0.993267	0.998467	
23570	0.994200	0.993933	0.994600	0.999467	0.998133	0.996733	0.996400	0.998067	0.994800	0.998467	
23580	0.993733	0.991067	0.995533	0.998667	0.998267	0.996933	0.995200	0.998267	0.992533	0.997200	
23590	0.993933	0.990933	0.994133	0.998467	0.996800	0.998667	0.995933	0.998467	0.994800	0.996600	
23600	0.994333	0.992000	0.994733	0.997200	0.998733	0.997267	0.996800	0.999067	0.996333	0.997800	
23610	0.992533	0.992200	0.994933	0.995733	0.998933	0.996800	0.996933	0.999467	0.994600	0.997800	
23620	0.994000	0.992800	0.994200	0.995333	0.998400	0.996333	0.997267	0.997533	0.997933	0.997267	
23630	0.992467	0.996733	0.994800	0.993733	0.998200	0.996867	0.996933	0.997933	0.995933	0.996867	
23640	0.994533	0.996467	0.996333	0.996867	0.998867	0.997267	0.995733	0.998600	0.993333	0.995800	
23650	0.993533	0.996600	0.995400	0.996067	0.998267	0.996733	0.996400	0.996933	0.996200	0.995933	
23660	0.995400	0.995267	0.996000	0.996800	0.997200	0.996467	0.997467	0.994000	0.998333	0.995200	
23670	0.996400	0.997067	0.996733	0.996067	0.997533	0.994133	0.998333	0.994867	0.998533	0.994933	
23680	0.995600	0.996000	0.996600	0.995133	0.997467	0.996733	0.997867	0.997200	0.998000	0.995400	
23690	0.997000	0.993867	0.996667	0.995667	0.997267	0.995867	0.997133	0.998333	0.997867	0.995333	
23700	0.996267	0.994133	0.996400	0.996333	0.996400	0.998067	0.997667	0.998133	0.996467	0.995600	
23710	0.994667	0.994000	0.997200	0.996733	0.996733	0.997333	0.999067	0.998067	0.996800	0.993467	
23720	0.996800	0.993800	0.997400	0.998400	0.994000	0.994867	0.996933	0.998533	0.996333	0.993733	
23730	0.994400	0.993867	0.996200	0.997800	0.994400	0.996067	0.998867	0.997600	0.994933	0.993600	
23740	0.994867	0.993333	0.995733	0.997933	0.991933	0.995000	0.998467	0.998333	0.993867	0.994600	
23750	0.993267	0.993000	0.994133	0.998333	0.993467	0.996200	0.998200	0.998067	0.993533	0.992933	
23760	0.994400	0.994667	0.995067	0.997267	0.995667	0.996933	0.996933	0.998667	0.994933	0.991667	
23770	0.995867	0.997000	0.996000	0.996067	0.992600	0.997533	0.997733	0.997733	0.995333	0.990400	
23780	0.995800	0.994733	0.996600	0.997600	0.991867	0.997800	0.997733	0.996800	0.993800	0.992933	
23790	0.998067	0.994400	0.995867	0.996800	0.991667	0.997333	0.997533	0.995000	0.994733	0.991400	
23800	0.995867	0.993667	0.994867	0.996733	0.990467	0.997600	0.997800	0.995533	0.994067	0.992267	
23810	0.996267	0.994200	0.994133	0.998933	0.988933	0.997267	0.998467	0.996667	0.995067	0.995867	
23820	0.996533	0.995733	0.993267	0.999600	0.989467	0.998400	0.997933	0.996000	0.995467	0.994533	
23830	0.996467	0.996333	0.991467	0.999533	0.990400	0.998200	0.998467	0.995600	0.997467	0.994200	
23840	0.997533	0.996867	0.988133	0.997733	0.991667	0.996667	0.998467	0.994733	0.994800	0.993800	
23850	0.998067	0.997400	0.990533	0.998200	0.992200	0.997600	0.996933	0.995400	0.996800	0.994800	
23860	0.997533	0.996533	0.990200	0.998400	0.990000	0.997467	0.997667	0.995267	0.996467	0.996733	
23870	0.996333	0.996200	0.992000	0.998133	0.989733	0.997267	0.998067	0.995800	0.997067	0.994400	
23880	0.996733	0.996000	0.990333	0.997333	0.990333	0.997933	0.995133	0.996133	0.996933	0.993867	
23890	0.994533	0.996400	0.992400	0.996933	0.989467	0.999067	0.994600	0.998200	0.997933	0.993733	
23900	0.992600	0.995867	0.992333	0.997133	0.987333	0.998667	0.995600	0.996400	0.996400	0.996133	
23910	0.993800	0.996400	0.991933	0.997000	0.988667	0.998200	0.998067	0.994600	0.995400	0.996333	
23920	0.993400	0.995867	0.991267	0.997400	0.988400	0.997400	0.997067	0.994667	0.997467	0.994867	
23930	0.994200	0.995200	0.993133	0.997533	0.988000	0.998000	0.997467	0.994333	0.996867	0.995200	
23940	0.993867	0.997933	0.992667	0.996867	0.988733	0.998800	0.998467	0.993333	0.995200	0.994600	
23950	0.995000	0.997067	0.993733	0.998067	0.990600	0.998667	0.998733	0.993000	0.996733	0.994333	
23960	0.995467	0.996467	0.994067	0.997200	0.991933	0.997333	0.997867	0.996400	0.996400	0.993400	
23970	0.995267	0.996867	0.992200	0.998733	0.991267	0.997267	0.999333	0.995733	0.995600	0.992133	
23980	0.996733	0.997467	0.993333	0.999000	0.989600	0.996933	0.999733	0.997667	0.996000	0.990867	
23990	0.994400	0.996533	0.992600	0.997400	0.990267	0.995000	0.999600	0.996133	0.996533	0.989667	
24000	0.996733	0.997333	0.993067	0.997867	0.991133	0.994133	0.998200	0.997000	0.997867	0.990267	
24010	0.995467	0.995933	0.992867	0.997067	0.991533	0.995067	0.997533	0.996333	0.997400	0.989933	
24020	0.995400	0.996533	0.993400	0.998600	0.992733	0.994267	0.998200	0.995800	0.997933	0.992867	
24030	0.997133	0.997333	0.992933	0.998533	0.993333	0.993000	0.998333	0.996133	0.997467	0.993333	
24040	0.997800	0.996400	0.991200	0.998667	0.992667	0.995467	0.998333	0.997467	0.995267	0.991400	
24050	0.996733	0.996600	0.991200	0.999067	0.991467	0.994267	0.997267	0.998133	0.993400	0.991600	
24060	0.996733	0.997333	0.993067	0.998733	0.995933	0.994733	0.997667	0.998467	0.991733	0.991800	
24070	0.996600	0.996333	0.992200	0.998133	0.992267	0.995867	0.999267	0.996600	0.991600	0.993467	
24080	0.996667	0.996533	0.993067	0.998867	0.994000	0.995133	0.999067	0.997867	0.994600	0.992733	
24090	0.998200	0.997667	0.991067	0.998467	0.992867	0.996067	0.998733	0.996200	0.993933	0.992400	
24100	0.997667	0.997067	0.993733	0.997933	0.992267	0.996400	0.999467	0.997000	0.993133	0.991133	
24110	0.996067	0.996400	0.994067	0.998200	0.992200	0.994067	0.999733	0.996800	0.993400	0.993933	
24120	0.997133	0.996267	0.991267	0.996667	0.992467	0.997467	0.998200	0.993533	0.992933	0.985800	
24130	0.996133	0.996667	0.992067	0.998600	0.994600	0.995800	0.997333	0.994533	0.995333	0.987600	
24140	0.995000	0.995933	0.992267	0.999200	0.993200	0.995067	0.997333	0.995467	0.993600	0.984800	
24150	0.994467	0.997867	0.993533	0.998333	0.994000	0.993800	0.997800	0.997667	0.993800	0.986733	
24160	0.993533	0.998000	0.993733	0.997133	0.994000	0.993533	0.997600	0.995867	0.992600	0.989400	
24170	0.994733	0.997800	0.995533	0.996067	0.996733	0.993333	0.998333	0.995933	0.994333	0.987600	
24180	0.993133	0.998067	0.995067	0.995533	0.995133	0.994733	0.998333	0.995600	0.994867	0.985867	
24190	0.994067	0.997067	0.995333	0.996267	0.997000	0.994733	0.996467	0.996133	0.994133	0.987533	
24200	0.994333	0.997067	0.994400	0.998267	0.995733	0.994467	0.996133	0.994600	0.995400	0.987067	
24210	0.995600	0.996467	0.991467	0.996733	0.994733	0.993733	0.998067	0.995467	0.995000	0.986133	
24220	0.997333	0.995400	0.992867	0.997467	0.995333	0.993267	0.997667	0.995067	0.995800	0.987533	
24230	0.995267	0.992600	0.993600	0.997467	0.995267	0.992867	0.998867	0.996400	0.992800	0.988533	
24240	0.995400	0.993600	0.993933	0.995667	0.992400	0.995333	0.997667	0.995133	0.996333	0.988133	
24250	0.994667	0.988800	0.994067	0.995667	0.993467	0.995000	0.995800	0.993933	0.995533	0.990600	
24260	0.995667	0.991067	0.993800	0.995667	0.993667	0.994333	0.994733	0.994133	0.998133	0.990533	
24270	0.996133	0.993000	0.995800	0.997267	0.995467	0.994067	0.995667	0.994733	0.994533	0.991667	
24280	0.996533	0.991667	0.995867	0.997733	0.993533	0.994467	0.996533	0.993933	0.993933	0.988067	
24290	0.996800	0.994800	0.996267	0.998867	0.994733	0.994000	0.997267	0.992867	0.995467	0.987933	
24300	0.994667	0.993733	0.996600	0.998467	0.994867	0.997333	0.996067	0.993333	0.994267	0.988400	
24310	0.995000	0.994333	0.996800	0.998867	0.994400	0.997800	0.996200	0.993600	0.996000	0.989133	
24320	0.995933	0.993067	0.996267	0.997867	0.992933	0.997267	0.994600	0.994933	0.995000	0.987133	
24330	0.995600	0.994067	0.996333	0.997800	0.992267	0.997933	0.993933	0.995333	0.992800	0.987400	
24340	0.993600	0.994067	0.993933	0.997133	0.992667	0.997000	0.996133	0.995400	0.990133	0.987533	
24350	0.995867	0.993867	0.995533	0.998133	0.992733	0.996867	0.996867	0.996933	0.990333	0.985667	
24360	0.995667	0.993933	0.994933	0.999000	0.991800	0.997133	0.997000	0.996933	0.991000	0.988067	
24370	0.994267	0.995067	0.994400	0.997667	0.993067	0.998000	0.997867	0.996733	0.991533	0.986867	
24380	0.994267	0.996000	0.993733	0.997400	0.988867	0.999067	0.996467	0.997400	0.993867	0.986800	
24390	0.993733	0.994467	0.993067	0.998533	0.985400	0.998267	0.996867	0.995067	0.995600	0.989067	
24400	0.994867	0.995267	0.993467	0.998733	0.983133	0.998333	0.997200	0.996600	0.994400	0.989267	
24410	0.995267	0.996600	0.994133	0.997533	0.983133	0.997133	0.996467	0.996867	0.995800	0.987600	
24420	0.995600	0.993667	0.994467	0.997933	0.986000	0.998733	0.995600	0.993733	0.996600	0.989000	
24430	0.996333	0.995600	0.994000	0.999000	0.985467	0.998733	0.994800	0.993333	0.994067	0.991333	
24440	0.995600	0.995067	0.994200	0.999533	0.985867	0.997667	0.995133	0.996067	0.994000	0.990533	
24450	0.996867	0.994333	0.994000	0.999200	0.984800	0.996867	0.995600	0.996600	0.992600	0.992000	
24460	0.996933	0.995600	0.994667	0.998600	0.981667	0.998067	0.993933	0.996333	0.995400	0.993400	
24470	0.998600	0.996733	0.995333	0.997933	0.985400	0.998333	0.993533	0.996067	0.995000	0.995200	
24480	0.998267	0.994867	0.994667	0.996467	0.984133	0.996800	0.995733	0.996267	0.994200	0.994867	
24490	0.997667	0.994867	0.995200	0.998133	0.986533	0.996067	0.995867	0.995467	0.991467	0.992333	
24500	0.999533	0.995200	0.995467	0.999333	0.986600	0.997400	0.995667	0.993333	0.992400	0.992133	
24510	0.999133	0.995400	0.996600	0.999333	0.985133	0.996400	0.997333	0.993000	0.994800	0.993933	
24520	0.999267	0.994600	0.995667	0.998800	0.990267	0.994800	0.996733	0.992467	0.991733	0.993533	
24530	0.999533	0.992600	0.995667	0.997933	0.990733	0.995467	0.994800	0.993200	0.993333	0.993067	
24540	0.999200	0.992800	0.997667	0.997867	0.989800	0.995067	0.992800	0.995400	0.993000	0.991800	
24550	0.997400	0.991333	0.996333	0.997467	0.990333	0.994000	0.993333	0.992667	0.993000	0.993133	
24560	0.998267	0.992867	0.996133	0.996067	0.990000	0.993667	0.993867	0.994133	0.993667	0.992000	
24570	0.996600	0.992400	0.996867	0.996400	0.989667	0.992733	0.993400	0.994533	0.992467	0.994467	
24580	0.995600	0.988800	0.996533	0.997867	0.988467	0.993467	0.992867	0.992800	0.992600	0.994733	
24590	0.997200	0.987267	0.997067	0.997267	0.985800	0.996800	0.992667	0.991400	0.990400	0.992667	
24600	0.996600	0.988000	0.997200	0.994800	0.986867	0.996133	0.995533	0.990267	0.991267	0.993533	
24610	0.997267	0.990667	0.995333	0.996667	0.988933	0.995533	0.996733	0.992333	0.992067	0.993067	
24620	0.995667	0.991400	0.996533	0.996467	0.986533	0.996667	0.996867	0.989600	0.991733	0.994133	
24630	0.996000	0.994067	0.995733	0.996200	0.990200	0.996667	0.997067	0.990800	0.992600	0.994533	
24640	0.996267	0.993867	0.995400	0.996000	0.989733	0.997867	0.996800	0.990867	0.991467	0.995133	
24650	0.995200	0.994467	0.992800	0.996600	0.990733	0.999000	0.996533	0.990400	0.995800	0.995467	
24660	0.995600	0.993467	0.995733	0.995733	0.988000	0.998067	0.995200	0.992533	0.994267	0.995933	
24670	0.992467	0.993800	0.995733	0.994133	0.990400	0.998667	0.997133	0.993333	0.994667	0.997933	
24680	0.994267	0.993733	0.995267	0.994600	0.991867	0.998200	0.996867	0.994600	0.995133	0.998400	
24690	0.992533	0.996267	0.995200	0.997200	0.991800	0.998333	0.995600	0.995533	0.996067	0.996333	
24700	0.992933	0.995333	0.995400	0.998267	0.992000	0.998533	0.996133	0.990067	0.996933	0.997200	
24710	0.992133	0.997333	0.994933	0.997933	0.992467	0.998667	0.997267	0.990800	0.997400	0.998667	
24720	0.996333	0.996733	0.994667	0.997533	0.994200	0.998400	0.997133	0.988867	0.996533	0.998133	
24730	0.995467	0.996000	0.994333	0.996933	0.994800	0.997133	0.995867	0.989733	0.998333	0.997133	
24740	0.996267	0.996333	0.994133	0.996600	0.993333	0.997267	0.996533	0.991067	0.997133	0.997600	
24750	0.997267	0.995733	0.993800	0.993667	0.993333	0.997400	0.996267	0.991667	0.994067	0.998133	
24760	0.998333	0.996000	0.995333	0.995267	0.994200	0.997533	0.996067	0.991067	0.994867	0.998733	
24770	0.997533	0.997400	0.996000	0.995267	0.995933	0.998267	0.995333	0.988733	0.995267	0.997200	
24780	0.997333	0.996867	0.996200	0.996267	0.993667	0.998667	0.995667	0.988067	0.995000	0.998400	
24790	0.996533	0.997400	0.994467	0.997333	0.994133	0.998667	0.992800	0.987667	0.994067	0.998933	
24800	0.997400	0.996267	0.994533	0.998000	0.991733	0.998067	0.994067	0.989733	0.995800	0.999200	
24810	0.998467	0.995867	0.990200	0.995667	0.992733	0.997600	0.995133	0.989467	0.994200	0.999200	
24820	0.997000	0.995200	0.991467	0.994733	0.992133	0.998267	0.994400	0.991133	0.995667	0.999000	
24830	0.997133	0.993400	0.994733	0.995333	0.994533	0.997133	0.995467	0.992400	0.996333	0.997067	
