T	s_1	s_2	s_3	s_4	s_5	s_6	s_7	s_8	s_9	s_10
13540	0.998188	0.993518	0.998033	0.99732	0.996549	0.998336	0.995506	0.994719	0.997219	0.988532
13550	0.997759	0.996613	0.99902	0.997155	0.996352	0.998404	0.997446	0.994125	0.997689	0.98721
13560	0.998579	0.99491	0.998577	0.995112	0.9977	0.998182	0.998294	0.99396	0.996464	0.990022
13570	0.997604	0.995623	0.998018	0.995574	0.998032	0.9975	0.998615	0.993797	0.997101	0.991982
13580	0.998169	0.996585	0.998429	0.9965	0.997237	0.997836	0.998219	0.993168	0.998706	0.992954
13590	0.99839	0.997079	0.998544	0.996966	0.997143	0.998101	0.998518	0.993722	0.99816	0.991388
13600	0.998905	0.997152	0.998654	0.996093	0.99728	0.997788	0.997645	0.994188	0.997275	0.991214
13610	0.99881	0.997639	0.997793	0.995191	0.99698	0.997791	0.99807	0.994096	0.99626	0.992608
13620	0.999008	0.99835	0.998034	0.994903	0.994809	0.998067	0.999497	0.993531	0.996773	0.993595
13630	0.999454	0.997834	0.998056	0.993971	0.995506	0.996682	0.998786	0.995486	0.99659	0.991916
13640	0.99826	0.998057	0.998502	0.992543	0.993147	0.996079	0.99963	0.995486	0.996179	0.991301
13650	0.997923	0.997193	0.998905	0.990583	0.995156	0.995004	0.999891	0.99414	0.995696	0.992173
13660	0.997052	0.997728	0.998877	0.991626	0.994571	0.995104	0.999784	0.994666	0.992956	0.991128
13670	0.997103	0.997519	0.998702	0.991586	0.99125	0.995685	0.998621	0.994015	0.994085	0.991916
13680	0.995946	0.998035	0.997882	0.993476	0.992326	0.995504	0.998806	0.993901	0.992567	0.989305
13690	0.99471	0.99811	0.998717	0.992661	0.992608	0.996244	0.999141	0.996311	0.993453	0.987893
13700	0.996101	0.998079	0.997932	0.994464	0.996108	0.996028	0.998939	0.99746	0.996858	0.987383
13710	0.998249	0.99829	0.998827	0.996874	0.995176	0.995453	0.999146	0.997848	0.9964	0.988177
13720	0.998548	0.998709	0.999039	0.99707	0.995993	0.995504	0.999561	0.997752	0.994834	0.989262
13730	0.998133	0.997859	0.999267	0.997328	0.994514	0.995665	0.998791	0.997163	0.995051	0.990018
13740	0.996956	0.996746	0.998935	0.99722	0.995495	0.99628	0.99808	0.998167	0.995435	0.988635
13750	0.997308	0.998548	0.999157	0.997399	0.994861	0.996154	0.997288	0.997092	0.99748	0.989251
13760	0.998033	0.99792	0.998587	0.997113	0.994953	0.997342	0.998625	0.995229	0.996549	0.989674
13770	0.997796	0.998044	0.998257	0.997926	0.99558	0.997001	0.993895	0.996465	0.995488	0.988856
13780	0.997311	0.995754	0.998565	0.997117	0.996916	0.997733	0.994179	0.994735	0.997769	0.991254
13790	0.996336	0.996736	0.998448	0.996551	0.996313	0.996559	0.994179	0.993745	0.996388	0.990644
13800	0.997747	0.995549	0.998074	0.997265	0.996006	0.997698	0.994268	0.99502	0.996716	0.99215
13810	0.997542	0.995536	0.99773	0.998086	0.996226	0.996658	0.997087	0.9937	0.995539	0.99125
13820	0.998733	0.994951	0.996648	0.997325	0.996259	0.996215	0.99818	0.993256	0.994226	0.992171
13830	0.998116	0.994728	0.998701	0.997459	0.995753	0.997145	0.998718	0.992811	0.995122	0.991659
13840	0.998545	0.995594	0.998558	0.997405	0.995822	0.997247	0.998813	0.992255	0.992654	0.993376
13850	0.9986	0.994136	0.99942	0.995882	0.994884	0.997598	0.998126	0.992168	0.994404	0.992197
13860	0.997046	0.995922	0.997883	0.996542	0.993477	0.997076	0.996265	0.993443	0.996019	0.992253
13870	0.996291	0.996911	0.997285	0.99665	0.994827	0.99685	0.997286	0.993274	0.996961	0.99237
13880	0.995418	0.99633	0.997799	0.997859	0.994526	0.996728	0.997883	0.994125	0.997752	0.992015
13890	0.994121	0.996511	0.998106	0.998546	0.996189	0.995443	0.99764	0.993019	0.99672	0.992783
13900	0.996655	0.997454	0.997731	0.999104	0.997072	0.995319	0.995686	0.994535	0.996799	0.993182
13910	0.996801	0.996885	0.997981	0.999085	0.997885	0.994986	0.996766	0.994716	0.995665	0.993896
13920	0.996743	0.996856	0.997303	0.999093	0.997431	0.994768	0.995886	0.994804	0.995224	0.993773
13930	0.996188	0.997798	0.996575	0.997483	0.998176	0.993446	0.997195	0.994143	0.995265	0.994881
13940	0.995078	0.998005	0.996391	0.997563	0.998096	0.993894	0.995966	0.9926	0.99536	0.993224
13950	0.997288	0.997275	0.997272	0.997792	0.997535	0.994791	0.995242	0.994673	0.995507	0.99333
13960	0.997451	0.997291	0.99715	0.998373	0.99616	0.994148	0.996522	0.995528	0.99366	0.993052
13970	0.997646	0.99643	0.995112	0.997928	0.995007	0.99374	0.996513	0.996058	0.992264	0.992869
13980	0.998107	0.996313	0.995733	0.999049	0.994548	0.993069	0.996805	0.995661	0.989223	0.992338
13990	0.997783	0.997102	0.994942	0.999268	0.994144	0.993524	0.996016	0.996649	0.987383	0.994972
14000	0.99718	0.997086	0.99316	0.998669	0.994099	0.993736	0.996793	0.99707	0.98783	0.995538
14010	0.998319	0.997226	0.994032	0.998051	0.995056	0.995853	0.995134	0.998242	0.985024	0.995552
14020	0.998021	0.997314	0.995765	0.998491	0.995642	0.99504	0.996369	0.997833	0.986067	0.996042
14030	0.997914	0.997527	0.995924	0.998046	0.994813	0.994039	0.996506	0.998329	0.984323	0.996567
14040	0.997823	0.998456	0.995565	0.99823	0.995272	0.993029	0.996854	0.997173	0.984117	0.995186
14050	0.997966	0.998047	0.993852	0.997257	0.99678	0.994385	0.998073	0.996002	0.98376	0.99511
14060	0.998126	0.998223	0.992667	0.997902	0.994803	0.994333	0.996419	0.995244	0.985518	0.993766
14070	0.99894	0.997777	0.990843	0.998176	0.995026	0.994199	0.998648	0.995451	0.98858	0.992444
14080	0.998227	0.997065	0.994271	0.998915	0.995089	0.994282	0.999004	0.992612	0.987097	0.994569
14090	0.99876	0.99705	0.993982	0.999451	0.996218	0.993854	0.999137	0.993594	0.988394	0.99501
14100	0.997528	0.996636	0.993138	0.999118	0.99695	0.993955	0.99948	0.993131	0.991027	0.995444
14110	0.996535	0.997425	0.994617	0.999118	0.997074	0.993765	0.999071	0.994408	0.994481	0.996651
14120	0.996885	0.997949	0.997099	0.999064	0.997573	0.995216	0.999036	0.993429	0.995281	0.996309
14130	0.995815	0.995974	0.995035	0.999626	0.997291	0.994601	0.998418	0.993834	0.99514	0.996259
14140	0.995473	0.996461	0.995653	0.999527	0.998559	0.994398	0.998642	0.993548	0.995928	0.995857
14150	0.995359	0.996428	0.995625	0.999815	0.999019	0.994171	0.999071	0.995157	0.993716	0.995815
14160	0.994713	0.995823	0.995893	0.999571	0.997764	0.995268	0.998627	0.995418	0.990536	0.995053
14170	0.994963	0.995403	0.994789	0.999599	0.998005	0.996466	0.997878	0.995253	0.987809	0.996071
14180	0.995471	0.996756	0.995743	0.999725	0.996151	0.997702	0.998358	0.995975	0.990752	0.996157
14190	0.995622	0.997495	0.995188	0.9995	0.99627	0.997079	0.998048	0.99621	0.990846	0.994924
14200	0.994612	0.99811	0.995837	0.999569	0.996032	0.996572	0.997345	0.996059	0.991988	0.995599
14210	0.99468	0.998639	0.995773	0.99963	0.997203	0.996654	0.998744	0.994865	0.990769	0.994681
14220	0.995226	0.998568	0.996075	0.99922	0.996339	0.996101	0.997683	0.995184	0.992373	0.993509
14230	0.995269	0.999036	0.995089	0.998726	0.996533	0.996861	0.997048	0.996575	0.992826	0.994875
14240	0.995386	0.998453	0.994724	0.998289	0.996586	0.996845	0.996678	0.99678	0.99419	0.995696
14250	0.995122	0.997514	0.994571	0.997874	0.996202	0.996449	0.996784	0.995162	0.994473	0.994851
14260	0.995236	0.998371	0.994239	0.997696	0.996507	0.995795	0.995922	0.994874	0.995575	0.993834
14270	0.995418	0.99801	0.994718	0.996682	0.997511	0.996027	0.997006	0.994558	0.996304	0.992026
14280	0.995235	0.999229	0.996517	0.994948	0.998217	0.994651	0.997926	0.994434	0.995224	0.992483
14290	0.996416	0.999547	0.995326	0.994923	0.997515	0.994034	0.997988	0.996186	0.996536	0.992177
14300	0.996515	0.999711	0.996642	0.996736	0.997258	0.993571	0.998031	0.996153	0.9983	0.991057
14310	0.995949	0.999849	0.997862	0.997716	0.997771	0.995111	0.998319	0.99672	0.998784	0.991924
14320	0.994358	0.999426	0.997224	0.998205	0.997716	0.99618	0.997566	0.996139	0.998353	0.992074
14330	0.994563	0.999377	0.996413	0.998182	0.995704	0.995407	0.998247	0.997131	0.998528	0.989755
14340	0.994433	0.998138	0.99775	0.998404	0.997321	0.995802	0.997938	0.995087	0.998371	0.988427
14350	0.995295	0.998114	0.997579	0.998247	0.996819	0.996605	0.997252	0.996032	0.998121	0.987574
14360	0.997242	0.997934	0.996577	0.997298	0.996033	0.997156	0.997139	0.995685	0.998436	0.987474
14370	0.996641	0.998385	0.996192	0.997462	0.997455	0.997107	0.996789	0.994993	0.998137	0.986506
14380	0.995962	0.998744	0.996691	0.997615	0.996893	0.998733	0.99923	0.995448	0.999039	0.989561
14390	0.995995	0.998628	0.99671	0.997445	0.996508	0.998688	0.998873	0.995239	0.998862	0.990047
14400	0.994915	0.998783	0.996919	0.998299	0.997041	0.998276	0.998312	0.996302	0.998675	0.990575
14410	0.994654	0.996633	0.996816	0.997913	0.997859	0.99723	0.998882	0.996562	0.998706	0.992874
14420	0.995318	0.998013	0.996513	0.997753	0.997002	0.997472	0.998058	0.995775	0.999169	0.992469
14430	0.994609	0.997628	0.996105	0.997719	0.996532	0.998277	0.99736	0.994218	0.999272	0.989559
14440	0.994067	0.998518	0.994792	0.997747	0.997177	0.998942	0.996787	0.993702	0.998898	0.990661
14450	0.993008	0.998378	0.995553	0.998622	0.995322	0.999	0.99761	0.994761	0.999331	0.98991
14460	0.992922	0.998784	0.993903	0.998835	0.99439	0.999181	0.996337	0.994671	0.998874	0.991877
14470	0.992896	0.99872	0.992121	0.999041	0.996628	0.999104	0.99416	0.994049	0.999419	0.990558
14480	0.992364	0.998968	0.993269	0.99829	0.99696	0.998817	0.994813	0.993539	0.999462	0.990599
14490	0.991645	0.998524	0.992648	0.997838	0.99755	0.998765	0.993558	0.995003	0.999725	0.991835
14500	0.993225	0.998205	0.992064	0.998	0.997931	0.997297	0.996094	0.995164	0.999728	0.991874
14510	0.994836	0.996607	0.991171	0.9973	0.998171	0.997723	0.99744	0.994587	0.998531	0.994922
14520	0.994439	0.996445	0.993954	0.996598	0.998178	0.998577	0.998435	0.995248	0.998741	0.996135
14530	0.994803	0.995414	0.995242	0.996137	0.997807	0.997776	0.998967	0.995213	0.999166	0.995081
14540	0.99452	0.995147	0.994533	0.995881	0.998092	0.997452	0.99897	0.99601	0.998903	0.995587
14550	0.996257	0.994691	0.995899	0.997492	0.996822	0.997302	0.997281	0.996615	0.999129	0.996258
14560	0.995109	0.995247	0.996105	0.997391	0.997448	0.997928	0.99781	0.996307	0.998589	0.995688
14570	0.996908	0.99508	0.995981	0.995764	0.998348	0.995786	0.998483	0.996855	0.997916	0.99663
14580	0.996424	0.99449	0.994626	0.996976	0.997779	0.995293	0.995359	0.996182	0.998521	0.997052
14590	0.997354	0.995304	0.995649	0.996894	0.995284	0.997801	0.991146	0.99471	0.997992	0.997422
14600	0.997322	0.995444	0.995356	0.996629	0.996419	0.997627	0.994653	0.994961	0.997659	0.998081
14610	0.997305	0.99637	0.993625	0.99789	0.995214	0.99816	0.996929	0.994471	0.997683	0.997733
14620	0.997469	0.995719	0.995109	0.998724	0.996688	0.997491	0.996994	0.993482	0.996108	0.997541
14630	0.997444	0.997302	0.994494	0.997786	0.996856	0.998515	0.997249	0.991763	0.997191	0.996915
14640	0.997141	0.996801	0.995536	0.99825	0.998007	0.99891	0.997271	0.992383	0.998077	0.995555
14650	0.996195	0.997822	0.998216	0.998903	0.997295	0.999089	0.997001	0.994296	0.998733	0.996373
14660	0.995099	0.996768	0.99846	0.999548	0.995093	0.998198	0.997944	0.993521	0.997848	0.997277
14670	0.995667	0.995572	0.99852	0.999425	0.997789	0.997268	0.997634	0.992193	0.998185	0.997096
14680	0.993976	0.996547	0.998953	0.999403	0.997944	0.997019	0.998092	0.991146	0.998201	0.997724
14690	0.994729	0.9974	0.998124	0.999535	0.998262	0.998158	0.997466	0.991984	0.998164	0.99821
14700	0.9945	0.996991	0.997963	0.999515	0.998117	0.998654	0.997983	0.992055	0.996176	0.99786
14710	0.995046	0.996932	0.99759	0.997985	0.999669	0.999276	0.998219	0.990279	0.997925	0.99759
14720	0.994286	0.996319	0.998708	0.99798	0.999407	0.998943	0.998148	0.988641	0.997828	0.997786
14730	0.993923	0.991823	0.998613	0.998912	0.999166	0.998021	0.997512	0.991822	0.997452	0.997772
14740	0.993163	0.990417	0.999153	0.998717	0.998878	0.9965	0.9984	0.992087	0.99749	0.99804
14750	0.993676	0.990001	0.998197	0.99819	0.997983	0.997416	0.998486	0.99152	0.997774	0.997828
14760	0.992387	0.99261	0.997509	0.998416	0.998239	0.997737	0.998581	0.992121	0.9974	0.997623
14770	0.990665	0.992892	0.998616	0.997834	0.99809	0.996329	0.998702	0.990165	0.99806	0.996266
14780	0.992889	0.994261	0.998808	0.998936	0.999072	0.995975	0.999102	0.990621	0.997078	0.99386
14790	0.992852	0.995008	0.999077	0.998907	0.999378	0.996226	0.998908	0.990175	0.997213	0.995068
14800	0.992569	0.994754	0.998796	0.99839	0.999541	0.997669	0.998773	0.988462	0.99643	0.994438
14810	0.994881	0.994688	0.999449	0.997229	0.998585	0.998298	0.997533	0.987947	0.993188	0.99504
14820	0.99551	0.995604	0.999341	0.996664	0.99828	0.998464	0.997642	0.985453	0.993881	0.995213
14830	0.996634	0.995472	0.999115	0.996738	0.998058	0.99877	0.998532	0.98517	0.992729	0.995895
14840	0.996484	0.994999	0.99924	0.996168	0.998146	0.998633	0.998435	0.98565	0.992615	0.995621
14850	0.997174	0.995159	0.998819	0.993599	0.999157	0.99818	0.998479	0.985131	0.992808	0.99598
14860	0.99718	0.995673	0.999451	0.995632	0.99846	0.997173	0.997152	0.981773	0.995	0.997313
14870	0.996996	0.993819	0.999043	0.994774	0.996733	0.997815	0.997737	0.98354	0.994929	0.995922
14880	0.99674	0.992368	0.997702	0.994674	0.997071	0.996424	0.998227	0.98528	0.995646	0.995459
14890	0.996034	0.992213	0.998937	0.996734	0.997207	0.996767	0.998399	0.985207	0.996506	0.995013
14900	0.993965	0.991738	0.999327	0.997222	0.996997	0.995234	0.998313	0.982398	0.99603	0.993926
14910	0.994562	0.993111	0.999533	0.998013	0.997751	0.994582	0.998566	0.984515	0.995249	0.994688
14920	0.992828	0.995113	0.999409	0.997332	0.997493	0.994662	0.99831	0.985401	0.99503	0.99573
14930	0.993993	0.996599	0.999494	0.995071	0.998089	0.996063	0.997372	0.984403	0.99589	0.994413
14940	0.995164	0.99829	0.999117	0.992978	0.997388	0.996488	0.996479	0.983776	0.996534	0.994651
14950	0.995564	0.998584	0.999099	0.992264	0.996251	0.996957	0.996569	0.986069	0.997719	0.993766
14960	0.994284	0.998308	0.999329	0.991993	0.996325	0.997226	0.9986	0.985017	0.996473	0.99377
14970	0.994046	0.998427	0.998981	0.993913	0.994335	0.997052	0.99789	0.985718	0.997556	0.992548
14980	0.995218	0.999484	0.999326	0.994336	0.995489	0.996857	0.99574	0.988021	0.997449	0.992129
14990	0.994479	0.99899	0.998914	0.994941	0.995641	0.998049	0.997109	0.985056	0.996679	0.994
15000	0.99512	0.998569	0.998555	0.996788	0.995979	0.998333	0.998225	0.985172	0.997229	0.993646
15010	0.997544	0.998249	0.998783	0.995049	0.99651	0.998453	0.998509	0.982707	0.997731	0.992725
15020	0.997058	0.998268	0.998866	0.995191	0.996736	0.99925	0.998472	0.982814	0.997809	0.992028
15030	0.997217	0.998934	0.997829	0.996362	0.997173	0.998749	0.998633	0.985619	0.99896	0.991341
15040	0.995254	0.999539	0.997608	0.996857	0.995817	0.999197	0.999086	0.98785	0.999037	0.990666
15050	0.996588	0.999465	0.996007	0.997733	0.992156	0.999097	0.999035	0.987596	0.999563	0.992617
15060	0.996803	0.999145	0.996353	0.997941	0.992009	0.998846	0.998271	0.986723	0.999455	0.994243
15070	0.995765	0.999053	0.997837	0.99789	0.991392	0.998473	0.997199	0.987239	0.998836	0.995275
15080	0.996415	0.999344	0.99768	0.998136	0.990192	0.99899	0.997021	0.98605	0.998797	0.994249
15090	0.994644	0.999493	0.997492	0.997674	0.992274	0.998671	0.996925	0.986082	0.998323	0.994159
15100	0.994545	0.999184	0.997738	0.998362	0.992578	0.998733	0.998024	0.987237	0.999283	0.995288
15110	0.996616	0.999421	0.99716	0.998595	0.993154	0.999144	0.998746	0.987489	0.99836	0.994277
15120	0.996309	0.999692	0.995288	0.999047	0.993195	0.99948	0.997703	0.986771	0.997764	0.99445
15130	0.998245	0.999626	0.995224	0.998476	0.991902	0.999069	0.996237	0.98756	0.999209	0.990146
15140	0.997234	0.998762	0.995057	0.998626	0.992159	0.998769	0.99749	0.987712	0.999647	0.99026
15150	0.995573	0.998963	0.993107	0.998266	0.993808	0.997818	0.997078	0.98892	0.998501	0.99092
15160	0.993852	0.997916	0.993565	0.998775	0.99327	0.998082	0.997407	0.987431	0.998913	0.992276
15170	0.993844	0.998739	0.992793	0.99766	0.993996	0.997921	0.998219	0.987771	0.99885	0.992466
15180	0.994717	0.999751	0.992302	0.996019	0.993885	0.997859	0.997448	0.987943	0.996877	0.992796
15190	0.995036	0.999231	0.992996	0.994459	0.994945	0.996774	0.996974	0.989152	0.996213	0.991108
15200	0.995654	0.998501	0.993272	0.993461	0.994682	0.997378	0.99745	0.988927	0.997107	0.992346
15210	0.997079	0.997421	0.993029	0.99602	0.995283	0.996329	0.997955	0.990193	0.996493	0.991992
15220	0.997974	0.997478	0.99191	0.995143	0.993471	0.99785	0.998641	0.988903	0.996694	0.993991
15230	0.998141	0.997646	0.991792	0.994176	0.991889	0.999035	0.998843	0.988751	0.996437	0.99545
15240	0.997458	0.998311	0.992453	0.993287	0.992665	0.999091	0.998586	0.989183	0.997317	0.995557
15250	0.998113	0.998959	0.994736	0.995729	0.992562	0.998827	0.998358	0.988412	0.996689	0.996566
15260	0.998629	0.999271	0.991942	0.994603	0.994199	0.999495	0.997921	0.986642	0.996015	0.997406
15270	0.998752	0.999114	0.994773	0.995253	0.992973	0.999204	0.998081	0.988486	0.995874	0.997302
15280	0.998663	0.999377	0.994552	0.996078	0.992824	0.999199	0.999139	0.987508	0.995638	0.998316
15290	0.99662	0.999128	0.99381	0.996253	0.992927	0.99978	0.998826	0.986545	0.994553	0.998216
15300	0.99691	0.99857	0.995621	0.994618	0.993677	0.99924	0.998923	0.987112	0.995356	0.997437
15310	0.995484	0.999463	0.995856	0.995158	0.993435	0.998776	0.998582	0.987096	0.995718	0.996663
15320	0.995917	0.99907	0.994101	0.996722	0.993244	0.998887	0.998562	0.985125	0.99654	0.995419
15330	0.994068	0.999222	0.993756	0.996311	0.994168	0.999557	0.998428	0.984882	0.997223	0.996756
15340	0.993746	0.999241	0.9958	0.995635	0.993132	0.999075	0.998142	0.985952	0.9977	0.997092
15350	0.995893	0.998631	0.99522	0.994548	0.995651	0.998647	0.998524	0.986273	0.997865	0.997676
15360	0.996542	0.999296	0.996864	0.996029	0.993776	0.998981	0.99904	0.988504	0.997845	0.997793
15370	0.997394	0.999531	0.997116	0.997163	0.993551	0.998552	0.99894	0.989325	0.996591	0.998932
15380	0.998514	0.999611	0.996338	0.995198	0.994798	0.998392	0.999043	0.989643	0.997878	0.99829
15390	0.999063	0.999596	0.997187	0.99586	0.995506	0.997594	0.999122	0.988704	0.998261	0.997213
15400	0.999334	0.999265	0.997241	0.995995	0.99497	0.998112	0.998451	0.987777	0.998887	0.997706
15410	0.998536	0.999047	0.996298	0.996385	0.995139	0.998869	0.998796	0.988428	0.998395	0.998434
15420	0.997476	0.999327	0.993261	0.996171	0.996137	0.999433	0.999042	0.987215	0.998216	0.998569
15430	0.996969	0.998579	0.993638	0.99732	0.996837	0.998022	0.997668	0.987433	0.99753	0.999245
15440	0.996355	0.998429	0.993908	0.996839	0.997386	0.998343	0.998789	0.987236	0.998784	0.999104
15450	0.996248	0.997113	0.99609	0.996519	0.99664	0.998483	0.996772	0.986782	0.998915	0.998783
15460	0.995807	0.99858	0.99647	0.995876	0.997642	0.998842	0.997964	0.987501	0.998619	0.99862
15470	0.996514	0.999597	0.996365	0.995932	0.99796	0.998902	0.999195	0.988289	0.99884	0.997703
15480	0.996317	0.99891	0.995913	0.99536	0.998521	0.999624	0.999246	0.990217	0.998171	0.997578
15490	0.997784	0.999473	0.996846	0.996408	0.997509	0.999041	0.999295	0.990217	0.99809	0.999243
15500	0.996638	0.999234	0.996333	0.997539	0.997622	0.998512	0.998839	0.990754	0.997829	0.999046
15510	0.996842	0.999333	0.995691	0.997964	0.996991	0.998166	0.99879	0.990634	0.997138	0.999112
15520	0.99706	0.999124	0.995289	0.997404	0.997625	0.996588	0.998745	0.990778	0.997355	0.998722
15530	0.99759	0.999218	0.99568	0.995486	0.998471	0.996129	0.999288	0.991822	0.997588	0.998214
15540	0.997044	0.999457	0.996172	0.994821	0.998406	0.997742	0.999291	0.991545	0.99813	0.998541
15550	0.996566	0.999546	0.996947	0.994964	0.999017	0.997678	0.998897	0.991671	0.998409	0.998625
15560	0.99781	0.998727	0.996478	0.994421	0.998591	0.997999	0.998607	0.992361	0.997945	0.999172
15570	0.998815	0.998361	0.996166	0.996095	0.999026	0.99769	0.99902	0.993677	0.996402	0.998932
15580	0.998471	0.998509	0.996974	0.995611	0.998877	0.996332	0.998158	0.993579	0.997257	0.999638
15590	0.998596	0.998065	0.997249	0.994746	0.998978	0.998152	0.998417	0.993232	0.995572	0.999618
15600	0.997391	0.998069	0.996879	0.995503	0.998637	0.998479	0.998315	0.993161	0.995339	0.99916
15610	0.99744	0.99887	0.997013	0.99575	0.998371	0.996234	0.997132	0.993025	0.993901	0.996861
15620	0.995216	0.999168	0.995866	0.995688	0.997751	0.997101	0.999124	0.992822	0.994381	0.998161
15630	0.995038	0.999008	0.99595	0.995503	0.997557	0.996862	0.998931	0.991702	0.995161	0.997392
15640	0.995442	0.998701	0.995842	0.995472	0.996899	0.996259	0.998718	0.990374	0.996102	0.996556
15650	0.99562	0.997979	0.995498	0.995905	0.997021	0.997581	0.998517	0.9894	0.995106	0.997273
15660	0.995906	0.998928	0.995379	0.995624	0.997038	0.996017	0.998483	0.990028	0.993693	0.997656
15670	0.995559	0.99903	0.995614	0.996019	0.997265	0.997577	0.997146	0.987618	0.993928	0.997109
15680	0.99487	0.999066	0.994731	0.996387	0.998404	0.997713	0.998317	0.988859	0.99493	0.997626
15690	0.994497	0.999396	0.992909	0.995851	0.997932	0.997424	0.998279	0.988874	0.995198	0.998441
15700	0.993252	0.998791	0.993856	0.995988	0.99633	0.997367	0.997667	0.9896	0.995215	0.997922
15710	0.994206	0.999559	0.993558	0.996906	0.995096	0.998081	0.997633	0.990233	0.995864	0.998271
15720	0.996049	0.999552	0.992092	0.997559	0.996254	0.996646	0.997493	0.988592	0.995465	0.998139
15730	0.994914	0.999704	0.993716	0.998186	0.996305	0.995717	0.998415	0.988099	0.995094	0.996665
15740	0.99479	0.999346	0.994785	0.996369	0.996747	0.992977	0.997536	0.98783	0.995883	0.997475
15750	0.994317	0.997817	0.994424	0.996612	0.997417	0.992841	0.997485	0.98958	0.996161	0.998087
15760	0.996678	0.998222	0.995518	0.996231	0.995688	0.995618	0.996958	0.990334	0.994263	0.995983
15770	0.997264	0.998452	0.994551	0.997166	0.995584	0.996974	0.997508	0.991069	0.996278	0.995376
15780	0.995675	0.997012	0.99518	0.997237	0.996913	0.997132	0.997033	0.990833	0.995928	0.996263
15790	0.99496	0.996661	0.995203	0.997484	0.998314	0.995993	0.997932	0.990306	0.995558	0.996606
15800	0.994287	0.998243	0.995646	0.997169	0.998464	0.995739	0.997509	0.991887	0.995771	0.997402
15810	0.991553	0.998791	0.995762	0.995779	0.998381	0.995151	0.998632	0.991314	0.995276	0.997766
15820	0.99233	0.998806	0.995678	0.99638	0.998461	0.994183	0.999327	0.989872	0.99463	0.997206
15830	0.993317	0.998413	0.994214	0.996938	0.998484	0.994449	0.999202	0.991817	0.992525	0.996905
15840	0.992661	0.997775	0.993518	0.996607	0.998138	0.994045	0.997809	0.991186	0.993032	0.997493
15850	0.995328	0.99831	0.994269	0.99813	0.999058	0.994898	0.998094	0.992291	0.995653	0.997642
15860	0.994415	0.996358	0.994578	0.997223	0.998879	0.996024	0.997954	0.990764	0.997235	0.997944
15870	0.995115	0.996934	0.994109	0.996884	0.998976	0.996087	0.996603	0.991919	0.997716	0.996418
15880	0.993723	0.994837	0.993963	0.99471	0.997872	0.998076	0.995443	0.993016	0.997655	0.99826
15890	0.993343	0.99135	0.99359	0.994193	0.997502	0.998112	0.994977	0.993276	0.997394	0.998352
15900	0.992826	0.993247	0.991313	0.99521	0.998282	0.997751	0.992922	0.994149	0.997238	0.998129
15910	0.99301	0.993373	0.990833	0.994929	0.998776	0.997226	0.994285	0.993944	0.997713	0.996478
15920	0.996495	0.995236	0.993423	0.995763	0.999249	0.997844	0.995306	0.994509	0.997074	0.996246
15930	0.996172	0.992289	0.992778	0.994685	0.998847	0.998065	0.993042	0.994772	0.997457	0.996764
15940	0.994934	0.994214	0.994431	0.995095	0.998318	0.997696	0.996952	0.995029	0.997021	0.996215
15950	0.994596	0.990838	0.994232	0.99575	0.998495	0.997058	0.995203	0.995078	0.996527	0.996171
15960	0.995101	0.996674	0.99328	0.99468	0.998062	0.997693	0.993026	0.994515	0.997265	0.994564
15970	0.995073	0.99783	0.993626	0.994026	0.998074	0.997172	0.992445	0.992789	0.997086	0.992949
15980	0.996892	0.998842	0.9931	0.994938	0.998444	0.998493	0.992862	0.992166	0.997076	0.994419
15990	0.997819	0.99912	0.993665	0.994555	0.998497	0.998827	0.992199	0.992824	0.996684	0.994004
16000	0.996696	0.999092	0.99379	0.995753	0.997621	0.999153	0.993779	0.994269	0.996258	0.993847
16010	0.993665	0.999537	0.993815	0.996962	0.997372	0.998513	0.994523	0.992511	0.994144	0.994875
16020	0.993349	0.998935	0.994167	0.996826	0.997091	0.997332	0.995456	0.992304	0.994344	0.995313
16030	0.993576	0.998897	0.995099	0.996601	0.996624	0.996916	0.994821	0.99461	0.995117	0.997088
16040	0.993227	0.998098	0.994127	0.99641	0.997182	0.997167	0.995624	0.993677	0.995136	0.996965
16050	0.99357	0.998797	0.993999	0.995953	0.996659	0.997746	0.992401	0.995307	0.996267	0.996475
16060	0.99419	0.999008	0.9941	0.997971	0.995407	0.998067	0.994083	0.994578	0.996149	0.996897
16070	0.993642	0.998861	0.994263	0.998369	0.994575	0.996793	0.996198	0.995578	0.996124	0.995788
16080	0.995791	0.998975	0.993834	0.998438	0.994379	0.996974	0.995624	0.995634	0.996872	0.995324
16090	0.995698	0.997323	0.995221	0.999079	0.994824	0.99487	0.996334	0.99554	0.997069	0.994035
16100	0.995841	0.999311	0.994715	0.999263	0.99572	0.99415	0.997	0.99547	0.996313	0.995054
16110	0.994475	0.999136	0.995122	0.999358	0.994972	0.993767	0.997622	0.994172	0.996504	0.993126
16120	0.994172	0.999109	0.996059	0.999083	0.995028	0.995967	0.997645	0.994345	0.996696	0.994831
16130	0.993525	0.998696	0.995794	0.998064	0.993382	0.99557	0.998383	0.993982	0.996884	0.995914
16140	0.995517	0.998257	0.994673	0.998368	0.993403	0.995018	0.998279	0.992984	0.996786	0.995215
16150	0.996604	0.998317	0.995987	0.998387	0.991961	0.995482	0.998469	0.993417	0.99761	0.994546
16160	0.99593	0.99743	0.996582	0.998703	0.993203	0.996309	0.998317	0.994174	0.997357	0.993842
