T	s_1	s_2	s_3	s_4	s_5	s_6	s_7	s_8	s_9	s_10
4860	0.996343	0.994937	0.993009	0.988872	0.996159	0.998576	0.9993	0.995437	0.99538	0.996369
4870	0.995034	0.994814	0.990959	0.990044	0.996235	0.998914	0.998958	0.995853	0.994626	0.997015
4880	0.995797	0.994249	0.993616	0.989536	0.995611	0.998901	0.998003	0.994567	0.992737	0.997827
4890	0.996851	0.992792	0.990589	0.989513	0.996021	0.997246	0.998099	0.994715	0.994065	0.997529
4900	0.994828	0.992553	0.993051	0.99095	0.996618	0.996689	0.997897	0.99621	0.993841	0.997132
4910	0.994628	0.991867	0.99148	0.992414	0.996596	0.99723	0.998105	0.996197	0.994194	0.996667
4920	0.994216	0.990725	0.993334	0.994028	0.996747	0.997294	0.998149	0.996732	0.993607	0.995167
4930	0.994076	0.992546	0.994329	0.99357	0.996786	0.998373	0.997536	0.997646	0.994063	0.995626
4940	0.994598	0.993703	0.993456	0.990769	0.995213	0.99821	0.998004	0.997885	0.994786	0.994191
4950	0.993278	0.994748	0.993649	0.992904	0.994733	0.998786	0.998204	0.997317	0.995508	0.993617
4960	0.99309	0.995447	0.994104	0.993735	0.995537	0.998869	0.998236	0.996906	0.992326	0.993729
4970	0.9932	0.995545	0.994337	0.993868	0.996741	0.999765	0.996717	0.997128	0.989983	0.994451
4980	0.993259	0.995206	0.995376	0.990793	0.996528	0.999592	0.997204	0.996888	0.987758	0.994943
4990	0.993575	0.994657	0.99511	0.988675	0.996382	0.998993	0.998385	0.996665	0.99142	0.993749
5000	0.993917	0.994503	0.995917	0.989637	0.995275	0.998808	0.996124	0.996644	0.990984	0.990727
5010	0.995191	0.995374	0.993812	0.991831	0.995516	0.998255	0.996533	0.99642	0.990259	0.991488
5020	0.995634	0.996378	0.993385	0.991426	0.995831	0.998022	0.997252	0.995795	0.992188	0.992762
5030	0.996198	0.997791	0.995408	0.993866	0.995043	0.998074	0.997027	0.996833	0.993674	0.993546
5040	0.997249	0.997487	0.994321	0.993501	0.995218	0.996815	0.997762	0.997222	0.99605	0.994956
5050	0.997734	0.996519	0.995007	0.992915	0.995111	0.996875	0.998547	0.996427	0.992545	0.996704
5060	0.997912	0.997782	0.995137	0.992358	0.996901	0.998324	0.996324	0.997553	0.996509	0.997039
5070	0.997573	0.996241	0.994808	0.992788	0.99656	0.998372	0.997565	0.997673	0.996367	0.997733
5080	0.998224	0.996295	0.995238	0.992106	0.996166	0.997478	0.998984	0.996725	0.996611	0.996855
5090	0.997483	0.995148	0.992775	0.992626	0.996036	0.997377	0.998302	0.997346	0.9971	0.996606
5100	0.997077	0.99438	0.992717	0.991832	0.99419	0.997898	0.998653	0.996672	0.998518	0.997683
5110	0.997164	0.996836	0.994807	0.990045	0.993959	0.999282	0.99841	0.995317	0.99884	0.997975
5120	0.997163	0.997105	0.994925	0.988816	0.99466	0.998917	0.998509	0.99629	0.998825	0.997423
5130	0.99858	0.997256	0.995558	0.987273	0.996729	0.999631	0.997186	0.99591	0.998702	0.99739
5140	0.998354	0.996088	0.996668	0.988542	0.996653	0.999492	0.998224	0.998146	0.996663	0.995531
5150	0.997089	0.996541	0.996515	0.987632	0.996113	0.999028	0.998569	0.998008	0.995419	0.996305
5160	0.996179	0.996987	0.99687	0.988077	0.993985	0.99885	0.998359	0.997539	0.994576	0.994712
5170	0.996854	0.996763	0.997255	0.98877	0.994742	0.998906	0.997138	0.99839	0.994242	0.994554
5180	0.997266	0.997178	0.996611	0.989053	0.994823	0.999531	0.998106	0.998994	0.992596	0.995601
5190	0.996956	0.996968	0.996666	0.986215	0.994243	0.999505	0.998506	0.998852	0.994265	0.995903
5200	0.995757	0.997789	0.99658	0.98743	0.991124	0.999476	0.998627	0.998525	0.994937	0.994543
5210	0.996435	0.99726	0.996624	0.990599	0.991864	0.998567	0.999033	0.998495	0.993942	0.995395
5220	0.995917	0.998267	0.994435	0.991331	0.991964	0.999059	0.999002	0.997659	0.995772	0.9963
5230	0.994876	0.997507	0.993892	0.990633	0.993314	0.999066	0.999434	0.995866	0.998364	0.996962
5240	0.996908	0.998647	0.995738	0.989694	0.993474	0.999341	0.99884	0.995128	0.99739	0.997267
5250	0.995363	0.997774	0.997226	0.991487	0.995549	0.999425	0.998317	0.995546	0.996325	0.996633
5260	0.996353	0.997493	0.996427	0.990981	0.995915	0.99909	0.997046	0.996379	0.995256	0.996993
5270	0.9974	0.997514	0.996313	0.990892	0.995544	0.998597	0.995554	0.997221	0.995646	0.995769
5280	0.998226	0.997403	0.996641	0.991835	0.995001	0.998336	0.997478	0.997676	0.997582	0.99642
5290	0.99774	0.997496	0.996671	0.988272	0.994817	0.999095	0.996413	0.996688	0.996742	0.997905
5300	0.997089	0.997009	0.994159	0.988808	0.996036	0.999613	0.997246	0.997319	0.997667	0.997665
5310	0.995692	0.995668	0.99389	0.987283	0.996322	0.999931	0.996787	0.996616	0.997809	0.997114
5320	0.996844	0.995701	0.993916	0.990851	0.99587	0.999349	0.997411	0.997952	0.996802	0.996196
5330	0.995482	0.994336	0.99365	0.991619	0.996492	0.998516	0.997733	0.996592	0.997489	0.997273
5340	0.995014	0.995807	0.991557	0.99189	0.997144	0.997395	0.997592	0.996971	0.997649	0.997803
5350	0.995145	0.996936	0.99129	0.987932	0.997015	0.997111	0.996095	0.997402	0.997677	0.999155
5360	0.995909	0.996945	0.992052	0.984674	0.996827	0.998875	0.996313	0.997898	0.99861	0.997933
5370	0.996851	0.996258	0.991721	0.984089	0.996756	0.998584	0.9972	0.996969	0.998475	0.996592
5380	0.996939	0.996572	0.991741	0.984362	0.99616	0.998768	0.995243	0.99735	0.999378	0.996778
5390	0.997427	0.996417	0.992723	0.985854	0.994846	0.998172	0.997766	0.995938	0.99919	0.996306
5400	0.99758	0.995165	0.992524	0.98696	0.995977	0.997849	0.997439	0.995477	0.998382	0.995935
5410	0.996808	0.996743	0.994461	0.987366	0.995651	0.998349	0.997493	0.995456	0.997264	0.997022
5420	0.997829	0.997398	0.996527	0.985591	0.995518	0.998	0.996601	0.995998	0.998623	0.998263
5430	0.997684	0.996521	0.995727	0.988081	0.99648	0.998209	0.99721	0.997354	0.997447	0.998576
5440	0.999437	0.99591	0.9966	0.990467	0.996902	0.998494	0.998788	0.997455	0.997323	0.997864
5450	0.999609	0.995654	0.997432	0.991266	0.99645	0.998851	0.997902	0.997942	0.997955	0.99832
5460	0.999372	0.995918	0.998028	0.991874	0.996181	0.997313	0.998843	0.997458	0.997056	0.99678
5470	0.999358	0.996711	0.997525	0.994089	0.996682	0.996631	0.998684	0.996553	0.997335	0.996911
5480	0.999416	0.99771	0.997701	0.995348	0.99638	0.996783	0.99772	0.996664	0.997358	0.994994
5490	0.999334	0.997799	0.99809	0.995333	0.995093	0.997456	0.997163	0.996106	0.996483	0.995023
5500	0.998931	0.998446	0.997419	0.995777	0.993946	0.997102	0.996876	0.996276	0.996213	0.99404
5510	0.997394	0.997851	0.996491	0.996033	0.995675	0.996064	0.995438	0.99561	0.99557	0.995434
5520	0.99764	0.997511	0.997225	0.995934	0.996185	0.994506	0.995705	0.99549	0.995367	0.994995
5530	0.997546	0.997352	0.9972	0.995608	0.997063	0.99573	0.995854	0.996807	0.995423	0.996418
5540	0.997859	0.995742	0.996358	0.993949	0.996593	0.997369	0.996779	0.997068	0.995689	0.995933
5550	0.998391	0.996168	0.996539	0.993452	0.996065	0.996994	0.997005	0.99736	0.995879	0.995501
5560	0.997655	0.996579	0.996192	0.992823	0.995901	0.998161	0.996482	0.997325	0.994818	0.994441
5570	0.998372	0.995671	0.997208	0.993766	0.996709	0.998937	0.995257	0.997662	0.994411	0.995723
5580	0.997647	0.996149	0.997341	0.991118	0.9963	0.998523	0.993321	0.996646	0.995183	0.997471
5590	0.998164	0.995203	0.996468	0.989932	0.996232	0.997854	0.993002	0.996267	0.996551	0.996312
5600	0.998397	0.995467	0.996702	0.989466	0.996347	0.998664	0.990774	0.996711	0.995615	0.996067
5610	0.99806	0.997256	0.997405	0.992687	0.99631	0.99903	0.992261	0.996391	0.995703	0.995484
5620	0.998975	0.996098	0.996521	0.994253	0.997186	0.998433	0.9944	0.995978	0.995783	0.993776
5630	0.997371	0.992521	0.996094	0.993857	0.997133	0.99965	0.996974	0.996422	0.995848	0.994546
5640	0.997134	0.99543	0.996988	0.993933	0.997245	0.998832	0.997532	0.996971	0.995631	0.994789
5650	0.995569	0.993681	0.996471	0.993713	0.997191	0.999145	0.997338	0.997138	0.996872	0.995188
5660	0.996791	0.995796	0.996613	0.995745	0.99771	0.99899	0.996144	0.997415	0.996708	0.997251
5670	0.994471	0.997295	0.995575	0.996544	0.997945	0.998944	0.99636	0.998005	0.996649	0.997146
5680	0.995809	0.99643	0.995058	0.996205	0.997488	0.999704	0.994973	0.997563	0.997868	0.997883
5690	0.995677	0.997286	0.994123	0.997485	0.997167	0.999942	0.994628	0.997392	0.998254	0.998741
5700	0.99644	0.997946	0.99198	0.998133	0.996865	0.999575	0.99461	0.996603	0.997265	0.997906
5710	0.997832	0.998335	0.994309	0.998207	0.996318	0.999273	0.993555	0.997926	0.996359	0.997791
5720	0.998259	0.997666	0.996196	0.998712	0.996289	0.998809	0.995117	0.999066	0.996743	0.997828
5730	0.996904	0.99805	0.996739	0.996866	0.995819	0.999155	0.99583	0.999284	0.997033	0.998454
5740	0.99806	0.998393	0.997092	0.997636	0.99492	0.999444	0.996046	0.99944	0.998625	0.998837
5750	0.998959	0.997461	0.996594	0.997121	0.995472	0.998669	0.995363	0.9989	0.997763	0.999101
5760	0.998373	0.999239	0.997701	0.998158	0.995939	0.99834	0.99258	0.997608	0.998999	0.998766
5770	0.997462	0.998733	0.998066	0.998481	0.995979	0.998645	0.994414	0.997172	0.998923	0.99926
5780	0.998733	0.997183	0.997322	0.997662	0.995979	0.997579	0.993914	0.995219	0.997676	0.999247
5790	0.998523	0.997126	0.995007	0.997986	0.993196	0.996729	0.99493	0.996121	0.996324	0.998476
5800	0.998588	0.99743	0.997502	0.99788	0.992722	0.996898	0.995361	0.997433	0.996265	0.998126
5810	0.998089	0.997426	0.9974	0.997472	0.996046	0.996109	0.995962	0.997141	0.993497	0.998652
5820	0.996773	0.996681	0.998329	0.997206	0.996685	0.995725	0.99566	0.996184	0.99185	0.998812
5830	0.996211	0.99644	0.998599	0.996739	0.996645	0.997013	0.994082	0.995998	0.990668	0.999109
5840	0.996749	0.99403	0.998564	0.995359	0.997464	0.996929	0.991232	0.996012	0.991775	0.999163
5850	0.996994	0.993427	0.998922	0.995342	0.997083	0.996113	0.991582	0.995426	0.993973	0.998245
5860	0.99713	0.993365	0.99825	0.996431	0.995199	0.997933	0.991861	0.997486	0.995391	0.998959
5870	0.997466	0.994954	0.998789	0.996708	0.994134	0.998081	0.990149	0.998315	0.995216	0.998968
5880	0.998268	0.996105	0.999245	0.995194	0.992874	0.998486	0.989188	0.99704	0.994186	0.999176
5890	0.998702	0.994087	0.998961	0.996699	0.993811	0.997015	0.991352	0.997953	0.99187	0.99854
5900	0.998477	0.997528	0.998856	0.997069	0.993699	0.997515	0.99254	0.997522	0.991282	0.998705
5910	0.998362	0.997138	0.999714	0.997399	0.995815	0.997226	0.994338	0.996948	0.991241	0.99884
5920	0.998187	0.997261	0.99907	0.995117	0.997012	0.997378	0.994391	0.997536	0.992761	0.997019
5930	0.998313	0.997321	0.997851	0.99504	0.997983	0.996939	0.99554	0.997763	0.994293	0.997853
5940	0.998414	0.997393	0.998048	0.995924	0.998856	0.997369	0.995792	0.996086	0.994294	0.997235
5950	0.997905	0.996301	0.998259	0.995995	0.999163	0.997014	0.995225	0.996706	0.996146	0.996879
5960	0.999296	0.996909	0.997113	0.997288	0.999574	0.997194	0.995836	0.99743	0.994752	0.998242
5970	0.999133	0.997298	0.996174	0.998063	0.999364	0.99704	0.994964	0.997078	0.997117	0.997496
5980	0.997161	0.996536	0.997061	0.997921	0.999651	0.99768	0.995234	0.997977	0.997794	0.996139
5990	0.996582	0.99691	0.997194	0.997389	0.999526	0.997792	0.994788	0.997882	0.997745	0.995368
6000	0.995788	0.997529	0.998007	0.995843	0.998881	0.997147	0.994959	0.998079	0.995604	0.994948
6010	0.994945	0.99761	0.998471	0.995601	0.998706	0.997814	0.994921	0.998083	0.99602	0.994195
6020	0.993734	0.996863	0.999145	0.993961	0.9981	0.998163	0.995707	0.998207	0.994467	0.995202
6030	0.994314	0.996835	0.998932	0.993715	0.99917	0.997718	0.995631	0.997914	0.994973	0.994739
6040	0.993857	0.995714	0.99937	0.994869	0.999196	0.997535	0.995707	0.997881	0.993496	0.995654
6050	0.994615	0.995982	0.999087	0.994137	0.998151	0.99762	0.996162	0.997552	0.993786	0.994754
6060	0.99558	0.997081	0.998673	0.994695	0.996809	0.998155	0.99604	0.99825	0.994141	0.994469
6070	0.995867	0.997483	0.999034	0.995455	0.997353	0.998667	0.996368	0.998112	0.995537	0.995421
6080	0.995165	0.997938	0.999833	0.995487	0.998408	0.99884	0.995265	0.998037	0.996185	0.994272
6090	0.996043	0.996867	0.999747	0.994757	0.997128	0.998901	0.995655	0.998011	0.996832	0.990122
6100	0.996469	0.995885	0.998953	0.995132	0.995697	0.998847	0.996295	0.997987	0.997402	0.9932
6110	0.996023	0.996279	0.998993	0.994705	0.995221	0.999202	0.995751	0.998916	0.996732	0.992797
6120	0.995486	0.995882	0.997466	0.994736	0.992218	0.997115	0.997005	0.99755	0.994813	0.996832
6130	0.994696	0.996559	0.99667	0.995877	0.99224	0.997325	0.996	0.99866	0.993077	0.997487
6140	0.99408	0.996484	0.996915	0.995956	0.992391	0.997792	0.996171	0.996987	0.989986	0.999038
6150	0.991324	0.995046	0.995937	0.99633	0.993493	0.997252	0.995741	0.997344	0.993823	0.999207
6160	0.995429	0.994131	0.998557	0.996588	0.993	0.996692	0.995643	0.998017	0.995715	0.998886
6170	0.994879	0.99543	0.998218	0.997254	0.993797	0.995826	0.993674	0.998883	0.996324	0.997644
6180	0.993554	0.994867	0.998147	0.997061	0.99587	0.996966	0.994008	0.999426	0.998202	0.997576
6190	0.995096	0.996228	0.998945	0.997051	0.994994	0.997486	0.994763	0.999686	0.998132	0.99805
6200	0.99605	0.995073	0.998198	0.996345	0.996273	0.997952	0.996105	0.998887	0.99772	0.997638
6210	0.996379	0.99743	0.998737	0.995831	0.994177	0.997945	0.996935	0.999298	0.998028	0.998216
6220	0.997009	0.99719	0.997951	0.996918	0.994681	0.997693	0.996922	0.999009	0.99747	0.997416
6230	0.997671	0.998018	0.997762	0.996592	0.994835	0.99666	0.997307	0.99845	0.996274	0.998148
6240	0.995607	0.998239	0.997621	0.996458	0.995099	0.99632	0.997974	0.997257	0.996354	0.997009
6250	0.995951	0.998016	0.996018	0.996176	0.995039	0.994217	0.997737	0.996676	0.997157	0.99749
6260	0.995851	0.998546	0.9965	0.99566	0.993221	0.994804	0.998011	0.995849	0.996885	0.997974
6270	0.993933	0.997577	0.99597	0.996476	0.992623	0.994181	0.995932	0.994824	0.996457	0.997153
6280	0.994783	0.995631	0.996609	0.996659	0.995038	0.992706	0.995858	0.99485	0.997001	0.998519
6290	0.99626	0.997004	0.997277	0.996844	0.993056	0.992091	0.994058	0.994484	0.996407	0.999325
6300	0.99512	0.996422	0.997195	0.996137	0.993286	0.994331	0.993452	0.993642	0.996615	0.998766
6310	0.9969	0.994285	0.996457	0.995407	0.995118	0.993332	0.994102	0.993152	0.996121	0.997786
6320	0.995396	0.993939	0.997099	0.995112	0.993479	0.995049	0.994835	0.992485	0.996113	0.997751
6330	0.997428	0.993808	0.997495	0.995337	0.992827	0.994553	0.995407	0.993284	0.996303	0.997568
6340	0.997347	0.996971	0.996014	0.995534	0.993575	0.994009	0.994109	0.993246	0.994168	0.996965
6350	0.997022	0.996858	0.996308	0.996311	0.995899	0.997027	0.995056	0.991561	0.995334	0.995251
6360	0.995811	0.996561	0.996197	0.996313	0.996325	0.998235	0.996814	0.993768	0.997093	0.995576
6370	0.995197	0.997295	0.996291	0.996544	0.995349	0.998348	0.994696	0.994682	0.998055	0.993317
6380	0.996396	0.998132	0.994694	0.99632	0.995566	0.99742	0.99316	0.995466	0.998289	0.992208
6390	0.996227	0.997264	0.994915	0.996478	0.996558	0.997058	0.992173	0.995441	0.998117	0.995884
6400	0.997029	0.9981	0.995758	0.995953	0.994135	0.996473	0.99481	0.994975	0.998277	0.997821
6410	0.995656	0.99817	0.993627	0.995611	0.995175	0.995226	0.993508	0.99544	0.996497	0.999298
6420	0.994388	0.997368	0.993363	0.993882	0.995582	0.996277	0.990728	0.996121	0.99836	0.999737
6430	0.997172	0.997409	0.994177	0.994897	0.994477	0.996139	0.992503	0.996156	0.998386	0.999625
6440	0.996866	0.99756	0.994333	0.994492	0.995653	0.997614	0.993826	0.996353	0.99771	0.999317
6450	0.997178	0.996719	0.995024	0.99472	0.994216	0.996187	0.994717	0.995914	0.997744	0.999583
6460	0.995267	0.997431	0.995604	0.996273	0.994777	0.997301	0.99613	0.996311	0.997539	0.999113
6470	0.997787	0.998149	0.995352	0.995302	0.99507	0.997002	0.997346	0.994887	0.998501	0.999431
6480	0.998616	0.998071	0.995393	0.99582	0.995144	0.99601	0.997721	0.995312	0.997679	0.997646
6490	0.99907	0.998382	0.993941	0.995653	0.995675	0.996865	0.996076	0.9961	0.997416	0.997158
6500	0.999104	0.998435	0.992088	0.9953	0.99646	0.996656	0.996168	0.996221	0.996538	0.99832
6510	0.999292	0.997881	0.99324	0.99495	0.996504	0.997298	0.994323	0.995916	0.997443	0.997765
6520	0.998131	0.99791	0.994373	0.99601	0.996005	0.996779	0.996591	0.996015	0.998146	0.997491
6530	0.997865	0.996708	0.995018	0.995168	0.994832	0.996471	0.996124	0.997275	0.997761	0.997929
6540	0.997608	0.995652	0.993487	0.996441	0.994471	0.997538	0.996846	0.997252	0.99681	0.998766
6550	0.998281	0.995848	0.994314	0.996127	0.996325	0.996055	0.997385	0.997895	0.995304	0.998281
6560	0.99757	0.997693	0.993158	0.996548	0.996777	0.996868	0.996632	0.998674	0.995681	0.999086
6570	0.99637	0.997588	0.993692	0.99672	0.996278	0.997366	0.996624	0.996705	0.995832	0.998868
6580	0.998102	0.998353	0.994772	0.995745	0.996386	0.997059	0.995572	0.997234	0.997297	0.998902
6590	0.998928	0.996985	0.996992	0.996289	0.9952	0.996196	0.995852	0.997559	0.99745	0.997642
6600	0.998722	0.997467	0.996946	0.996322	0.995754	0.998116	0.996438	0.997171	0.997856	0.997303
6610	0.998371	0.996099	0.996525	0.995884	0.99647	0.995912	0.997488	0.99749	0.997165	0.995625
6620	0.997975	0.99654	0.997535	0.995477	0.997004	0.996368	0.996819	0.998564	0.997771	0.99356
6630	0.997288	0.99662	0.998186	0.995425	0.996887	0.997584	0.995983	0.99865	0.99798	0.996106
6640	0.997839	0.995161	0.997447	0.994212	0.997929	0.997456	0.996045	0.997869	0.998096	0.994852
6650	0.998731	0.995186	0.996433	0.992571	0.997422	0.998083	0.998353	0.998711	0.998274	0.994691
6660	0.999123	0.997426	0.997249	0.994777	0.995809	0.996942	0.998357	0.997126	0.997381	0.995875
6670	0.998643	0.997661	0.997425	0.9958	0.996959	0.995714	0.999001	0.997393	0.997178	0.996113
6680	0.998566	0.997622	0.999082	0.994374	0.997212	0.994839	0.998026	0.997208	0.997877	0.996527
6690	0.99797	0.999054	0.999444	0.991267	0.996724	0.995317	0.998348	0.997531	0.997288	0.995159
6700	0.9973	0.999785	0.998801	0.992118	0.996486	0.994397	0.998985	0.996166	0.997084	0.994668
6710	0.997407	0.999799	0.998832	0.992091	0.998747	0.994418	0.998695	0.995147	0.996952	0.993219
6720	0.997105	0.999833	0.999036	0.994326	0.998974	0.997382	0.998901	0.996289	0.996328	0.991918
6730	0.995283	0.999572	0.997383	0.993731	0.99895	0.998419	0.998631	0.995091	0.998206	0.990991
6740	0.995861	0.999522	0.998357	0.995964	0.999536	0.998773	0.997661	0.994695	0.997954	0.989972
6750	0.996857	0.999481	0.998876	0.996402	0.998868	0.998566	0.996224	0.994472	0.998036	0.989972
6760	0.996681	0.999521	0.998971	0.996263	0.999237	0.997823	0.996589	0.994621	0.998301	0.990504
6770	0.996394	0.999673	0.999542	0.995374	0.998069	0.997078	0.998243	0.994904	0.996511	0.990029
6780	0.997214	0.999579	0.999226	0.994024	0.998473	0.998522	0.998893	0.993559	0.998263	0.989519
6790	0.998008	0.999162	0.997487	0.994059	0.999165	0.998108	0.998123	0.993315	0.99894	0.990762
6800	0.997326	0.999402	0.997302	0.993888	0.99825	0.998133	0.998731	0.991992	0.998446	0.990917
6810	0.99568	0.998802	0.996262	0.992966	0.998197	0.997588	0.998211	0.993856	0.998735	0.992644
6820	0.997036	0.998253	0.996755	0.994741	0.998912	0.996996	0.997177	0.992725	0.998516	0.991919
6830	0.997371	0.997242	0.997062	0.995351	0.999179	0.997925	0.998101	0.991795	0.998087	0.989539
6840	0.997628	0.995713	0.99827	0.995825	0.998027	0.997986	0.998401	0.992165	0.99821	0.991115
6850	0.997209	0.99689	0.998412	0.994872	0.997927	0.997571	0.998524	0.993516	0.997959	0.990406
6860	0.998988	0.998298	0.999214	0.995384	0.996856	0.997082	0.997908	0.994085	0.997547	0.988442
6870	0.999402	0.999138	0.999487	0.994442	0.996686	0.997087	0.997933	0.993478	0.99644	0.986379
6880	0.999404	0.998818	0.999455	0.994376	0.996029	0.997212	0.997313	0.992718	0.998576	0.98415
6890	0.99855	0.998583	0.999055	0.989776	0.996723	0.997415	0.997771	0.992434	0.997065	0.986054
6900	0.999498	0.997244	0.998888	0.989933	0.997885	0.99736	0.997418	0.993694	0.995869	0.987002
6910	0.999432	0.997233	0.998753	0.991295	0.999321	0.997903	0.995417	0.991172	0.99471	0.984639
6920	0.998098	0.997608	0.999435	0.991107	0.999506	0.9967	0.994999	0.991132	0.995804	0.985689
6930	0.99898	0.997306	0.998728	0.990917	0.999325	0.996742	0.993906	0.986542	0.995574	0.987508
6940	0.998973	0.996305	0.999424	0.991568	0.9998	0.996067	0.993779	0.988491	0.995427	0.986599
6950	0.999465	0.99655	0.998973	0.991863	0.999275	0.996414	0.993205	0.988272	0.994425	0.988387
6960	0.999032	0.997805	0.998078	0.990507	0.999027	0.996535	0.992451	0.988337	0.993224	0.991056
6970	0.998092	0.997317	0.996842	0.989929	0.998828	0.995283	0.992472	0.990523	0.992742	0.991698
6980	0.997565	0.996399	0.995761	0.98886	0.997674	0.995769	0.993394	0.99088	0.994719	0.991303
6990	0.99612	0.997036	0.997177	0.987832	0.998415	0.994456	0.992341	0.990158	0.994115	0.992212
7000	0.995862	0.994202	0.996446	0.987063	0.998365	0.994851	0.991662	0.989975	0.995194	0.991598
7010	0.995001	0.994151	0.996042	0.986266	0.998709	0.994349	0.989065	0.992552	0.99588	0.991786
7020	0.995447	0.996336	0.995832	0.984823	0.998397	0.99438	0.989628	0.98972	0.996633	0.991823
7030	0.995622	0.997348	0.995115	0.986268	0.998522	0.994068	0.990361	0.991976	0.997272	0.993621
7040	0.995442	0.996189	0.997062	0.98671	0.999255	0.994301	0.990372	0.99338	0.997585	0.993326
7050	0.99696	0.996584	0.997946	0.983556	0.999211	0.993191	0.992116	0.992276	0.997815	0.994163
7060	0.996059	0.997104	0.998021	0.981975	0.998224	0.995204	0.993567	0.99144	0.998047	0.993692
7070	0.99621	0.99805	0.997277	0.98431	0.997994	0.995733	0.994822	0.992529	0.998698	0.994733
7080	0.996244	0.998211	0.997559	0.984631	0.997477	0.99602	0.99597	0.990634	0.998275	0.99472
7090	0.996523	0.996241	0.998842	0.984544	0.996898	0.997541	0.997054	0.989077	0.996242	0.996007
7100	0.995295	0.995635	0.999523	0.982629	0.996879	0.997484	0.997505	0.987856	0.99642	0.995075
7110	0.995229	0.995913	0.999131	0.980697	0.997681	0.996964	0.997981	0.98905	0.997953	0.994474
7120	0.996467	0.996017	0.999392	0.982187	0.997346	0.997583	0.998249	0.98996	0.998692	0.99363
7130	0.997462	0.99663	0.998885	0.983022	0.996715	0.997717	0.998631	0.989217	0.997489	0.993324
7140	0.997153	0.997189	0.99868	0.982449	0.997864	0.998341	0.998395	0.990062	0.998478	0.993415
7150	0.996395	0.998406	0.998897	0.986873	0.998053	0.99883	0.998129	0.99143	0.998601	0.996114
7160	0.997402	0.997411	0.998926	0.987624	0.998336	0.99916	0.996929	0.989669	0.99838	0.996426
7170	0.998178	0.995973	0.998878	0.987598	0.99665	0.999152	0.996894	0.991699	0.998664	0.995526
7180	0.998662	0.997825	0.997818	0.987084	0.996807	0.998582	0.997942	0.992375	0.997894	0.996198
7190	0.997673	0.997615	0.998511	0.989523	0.9965	0.999257	0.998515	0.992464	0.997755	0.997224
7200	0.996517	0.997182	0.997734	0.989529	0.99841	0.999066	0.997727	0.992577	0.998014	0.997164
7210	0.997735	0.997042	0.997134	0.988733	0.99847	0.998662	0.997082	0.992339	0.998155	0.997584
7220	0.998086	0.998082	0.997919	0.989185	0.998508	0.999196	0.998368	0.991243	0.998139	0.998028
7230	0.998186	0.997423	0.996689	0.989626	0.998848	0.999283	0.997801	0.990356	0.997469	0.998778
7240	0.997596	0.998154	0.997172	0.990643	0.998301	0.999048	0.997111	0.991045	0.997625	0.997937
7250	0.998197	0.99748	0.996938	0.99124	0.997802	0.999167	0.997737	0.989041	0.998076	0.997929
7260	0.998561	0.998058	0.996243	0.989755	0.997171	0.99857	0.998332	0.989231	0.998257	0.997255
7270	0.999133	0.998502	0.99637	0.989307	0.99621	0.997863	0.997995	0.988862	0.998375	0.995786
7280	0.998852	0.998447	0.997396	0.987604	0.995842	0.998355	0.997914	0.990839	0.998031	0.995392
7290	0.998361	0.99722	0.996918	0.988336	0.997087	0.998583	0.997428	0.989301	0.998206	0.996139
7300	0.998085	0.995587	0.997734	0.988398	0.997552	0.996993	0.995654	0.990607	0.996945	0.996049
7310	0.997618	0.99603	0.997182	0.989268	0.997971	0.997197	0.995413	0.990356	0.997602	0.996663
7320	0.998503	0.996897	0.99754	0.989673	0.99894	0.997403	0.995917	0.990363	0.996205	0.998417
7330	0.997906	0.996634	0.997677	0.989886	0.999267	0.997239	0.994462	0.991676	0.996387	0.997469
7340	0.997591	0.996796	0.998086	0.991384	0.999201	0.996321	0.995892	0.990468	0.997168	0.996977
7350	0.996903	0.997124	0.996525	0.991797	0.997774	0.996929	0.995711	0.991891	0.998128	0.995646
7360	0.997729	0.997029	0.996958	0.993463	0.998611	0.996826	0.995841	0.994322	0.99928	0.996945
7370	0.998325	0.996612	0.995027	0.994301	0.99856	0.996945	0.996032	0.994309	0.999429	0.996924
7380	0.997097	0.995716	0.995643	0.993489	0.999328	0.996512	0.997024	0.994357	0.999442	0.995557
7390	0.997394	0.995248	0.994568	0.992848	0.99894	0.996196	0.997269	0.994191	0.999332	0.994579
7400	0.995745	0.995151	0.994797	0.991135	0.999029	0.992613	0.997113	0.994732	0.999285	0.99678
7410	0.996619	0.995957	0.9939	0.991479	0.998814	0.989954	0.997274	0.993611	0.99967	0.996779
7420	0.996544	0.996513	0.993858	0.990528	0.997568	0.986332	0.996946	0.9936	0.99937	0.997417
7430	0.995828	0.998146	0.991223	0.992289	0.998505	0.985653	0.993829	0.994555	0.999503	0.997938
7440	0.994754	0.998524	0.992982	0.992988	0.997821	0.987901	0.99421	0.996633	0.998795	0.997333
7450	0.995912	0.998102	0.993635	0.993197	0.997333	0.988897	0.995195	0.99564	0.99845	0.998051
7460	0.994362	0.998239	0.99648	0.993564	0.999137	0.990822	0.997531	0.995535	0.998263	0.997673
7470	0.995217	0.997899	0.994855	0.994334	0.998544	0.990528	0.997054	0.994453	0.998223	0.999096
7480	0.995934	0.998154	0.996805	0.995313	0.99826	0.989658	0.996357	0.992628	0.998357	0.998934
