0.1947,0.2127,0.2296,0.24694,0.24459,0.25499,0.25192,0.27705,0.3317,0.32898
0.20753,0.21277,0.24333,0.2442,0.2463,0.24825,0.25145,0.28382,0.34036,0.34026
0.21551,0.22787,0.24424,0.23668,0.25891,0.24407,0.25397,0.29239,0.35884,0.35758
0.23629,0.24187,0.2386,0.24516,0.25709,0.24516,0.26159,0.31142,0.36973,0.38185
0.25178,0.24536,0.23859,0.25483,0.24944,0.25004,0.28017,0.33038,0.38851,0.40233
0.26776,0.2398,0.25217,0.26984,0.24277,0.25862,0.28942,0.34843,0.41133,0.42219
0.30117,0.26262,0.27312,0.26426,0.24598,0.2724,0.30281,0.36195,0.43693,0.45431
0.95174,0.29904,0.29408,0.25973,0.26145,0.28491,0.32802,0.38597,0.45819,0.47946
NaN,0.35261,0.29844,0.26737,0.27799,0.30998,0.34847,0.40821,0.49091,0.51019
NaN,0.58208,0.30417,0.28611,0.30233,0.32929,0.3742,0.44468,0.51542,0.57022
NaN,NaN,0.54542,0.32062,0.32941,0.36243,0.40318,0.47747,0.54505,0.64352
NaN,NaN,1.25,0.37031,0.36912,0.40089,0.43949,0.5086,0.58867,0.76855
NaN,NaN,0,0.95718,0.43617,0.44865,0.48724,0.55125,0.64983,0.89274
NaN,NaN,NaN,0.71429,0.5294,0.50964,0.53029,0.60488,0.82366,0.94245
NaN,NaN,NaN,1.25,1.6243,0.61354,0.60966,0.68809,0.96753,0.9546
NaN,NaN,NaN,NaN,1.25,1.1225,0.85335,0.91712,1.0254,0.96393
NaN,NaN,NaN,NaN,0,1.9043,0.94617,1.0627,1.0218,1.0372
NaN,NaN,NaN,NaN,NaN,0,0.88229,0.78101,1.1327,1.0852
NaN,NaN,NaN,NaN,NaN,0,0,1.9999,0,1.25
NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
